レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603092401,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○,4,1.0,3,2.0,2,3.0,5,4.0,1,5.0,6,6.0,1,×,0.028,0.1,0.001,0.13,0.033,0.07,0.013,0.06,-0.004,0.14,0.031,0.2,0.09966666666666668
202603092402,1,4,2,3,5,1,×,×,×,×,逃げ,まくり,×,2,1.0,5,2.0,3,3.0,4,4.0,6,5.0,1,6.0,2,×,0.007,0.19,0.004,0.16,-0.021,0.06,0.006,0.03,0.141,0.06,0.045,0.07,0.09166666666666667
202603092403,1,4,5,6,4,2,×,○,×,×,逃げ,,-,3,,6,2.0,5,3.0,4,4.0,1,6.0,2,5.0,1,×,0.014,,-0.009,0.02,0.038,0.09,0.125,0.09,0.019,0.36,0.022,0.11,0.10899999999999999
202603092404,1,2,3,1,3,5,○,×,×,×,逃げ,逃げ,○,5,1.0,1,2.0,3,3.0,2,4.0,4,5.0,6,,1,×,0.014,0.19,0.001,0.19,-0.007,0.22,-0.003,0.17,0.024,0.12,0.006,,0.1722
202603092405,1,3,2,1,4,2,○,×,○,×,逃げ,逃げ,○,6,1.0,4,2.0,1,3.0,3,4.0,2,5.0,5,6.0,0,×,0.013,0.02,0.018,0.04,-0.014,0.08,-0.008,0.1,0.044,0.11,-0.002,0.08,0.06316666666666668
202603092406,1,2,3,2,3,5,×,×,×,×,逃げ,まくり,×,4,1.0,1,2.0,2,3.0,5,4.0,3,5.0,6,6.0,1,×,0.004,0.12,0.013,0.17,-0.04,0.16,0.033,0.15,0.006,0.11,-0.023,0.12,0.1395
202603092407,1,2,4,1,4,5,○,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,5,3.0,3,4.0,6,5.0,2,6.0,0,×,-0.004,0.13,0.012,0.15,-0.027,0.22,0.011,0.09,0.008,0.08,0.025,0.14,0.13083333333333333
202603092408,1,2,6,3,1,2,×,×,×,×,逃げ,差し,×,3,1.0,4,2.0,2,3.0,5,4.0,6,5.0,1,6.0,0,×,0.136,0.11,-0.001,0.08,-0.057,0.09,-0.035,0.08,0.022,0.16,0.037,0.17,0.10666666666666667
202603092409,1,3,6,1,2,3,○,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,1,3.0,2,4.0,5,5.0,3,6.0,1,×,0.018,0.04,-0.011,0.05,0.019,0.01,0.017,0.02,0.043,0.03,0.001,0.01,0.0195
202603092410,1,2,3,1,2,6,○,○,×,×,逃げ,逃げ,○,2,1.0,1,2.0,5,3.0,4,4.0,6,5.0,3,6.0,1,×,-0.036,0.12,-0.004,0.2,0.019,0.21,0.045,0.15,0.013,0.17,0.021,0.18,0.162
