レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603112401,1,3,4,1,3,5,○,○,×,×,逃げ,逃げ,○,2,1.0,4,2.0,3,3.0,1,4.0,6,5.0,5,6.0,1,×,0.03,0.14,0.011,0.06,0.016,0.11,-0.011,0.16,0.003,0.18,0.025,0.15,0.121
202603112402,1,3,2,1,5,3,○,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,1,3.0,6,4.0,2,5.0,5,6.0,0,×,0.032,0.14,-0.018,0.16,0.006,0.14,0.005,0.14,0.017,0.11,0.061,0.1,0.1145
202603112403,1,3,4,2,1,5,×,×,×,×,逃げ,差し,×,5,1.0,6,2.0,2,3.0,1,4.0,3,5.0,4,6.0,0,×,0.029,0.11,-0.032,0.1,0.006,0.17,-0.032,0.23,0.031,0.21,0.029,0.15,0.1565
202603112404,1,2,3,2,1,5,×,×,×,×,逃げ,差し,×,2,1.0,1,2.0,3,3.0,4,4.0,5,5.0,6,6.0,4,×,0.015,0.1,0.026,0.11,-0.025,0.11,-0.016,0.16,-0.002,0.21,0.04,0.21,0.1436666666666667
202603112405,1,3,2,1,5,4,○,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,4,3.0,6,4.0,5,5.0,1,6.0,1,×,0.027,0.12,0.018,0.14,0.003,0.15,-0.029,0.11,0.009,0.13,-0.002,0.12,0.124
202603112406,1,6,2,2,1,3,×,×,×,×,逃げ,差し,×,4,1.0,2,2.0,5,3.0,3,4.0,6,5.0,1,6.0,1,×,0.002,0.12,0.014,0.13,0.006,0.12,-0.002,0.14,0.044,0.17,0.132,0.19,0.11233333333333333
202603112407,1,5,2,6,1,3,×,×,×,×,逃げ,差し,×,5,1.0,4,2.0,6,3.0,2,4.0,1,5.0,3,6.0,0,×,-0.03,0.05,0.003,0.1,0.026,0.1,0.136,0.01,0.05,0.06,-0.022,0.11,0.08650000000000001
202603112408,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,1,3.0,4,4.0,6,6.0,3,5.0,2,×,-0.005,0.06,0.025,0.07,-0.004,0.06,0.012,0.09,0.004,0.08,0.018,0.06,0.06166666666666667
202603112409,1,3,2,5,1,3,×,×,×,×,逃げ,差し,×,3,1.0,6,2.0,2,3.0,4,4.0,1,5.0,5,6.0,1,×,-0.011,0.06,0.024,0.08,0.034,0.14,0.022,0.17,-0.022,0.17,0.0,0.17,0.12383333333333334
202603112410,1,6,3,1,5,6,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,5,3.0,3,,2,5.0,4,6.0,1,×,0.022,0.17,0.001,0.15,0.025,0.12,0.029,,-0.013,0.16,-0.001,0.11,0.13520000000000001
