レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603072301,2,6,1,3,5,2,×,×,×,×,逃げ,まくり,×,6,1.0,2,2.0,5,3.0,4,4.0,3,5.0,1,6.0,2,×,0.013,0.11,0.047,0.12,0.033,0.03,0.007,0.16,0.044,0.11,0.02,0.06,0.072
202603072302,1,2,4,3,1,4,×,×,○,×,逃げ,差し,×,1,2.0,3,3.0,6,1.0,2,4.0,4,5.0,5,6.0,1,×,0.017,0.21,0.035,0.19,0.022,0.21,0.044,0.19,0.059,0.17,0.065,0.21,0.15633333333333335
202603072304,3,2,1,6,1,4,×,×,×,×,逃げ,まくり,×,6,1.0,2,2.0,1,3.0,5,4.0,4,6.0,3,5.0,1,×,0.038,0.15,0.048,0.18,0.108,0.19,0.044,0.37,0.038,0.27,0.078,0.14,0.15766666666666668
202603072305,1,5,2,1,2,5,○,×,×,×,逃げ,逃げ,○,6,1.0,2,2.0,5,3.0,4,5.0,1,4.0,3,6.0,1,×,0.03,0.11,0.053,0.08,0.03,0.19,0.111,0.25,0.043,0.19,0.045,0.27,0.12966666666666668
202603072306,1,2,3,2,4,3,×,×,○,×,逃げ,差し,×,3,1.0,2,2.0,1,3.0,6,4.0,4,5.0,5,6.0,1,×,0.038,0.18,0.049,0.17,0.028,0.09,0.039,0.12,0.053,0.15,0.047,0.21,0.11099999999999999
202603072307,3,1,4,2,3,4,×,×,○,×,逃げ,逃げ,○,2,1.0,6,2.0,1,3.0,4,4.0,5,5.0,3,6.0,2,×,0.053,0.14,0.076,0.15,0.022,0.15,0.051,0.17,0.074,0.18,0.049,0.19,0.10916666666666668
202603072309,1,2,6,1,2,5,○,○,×,×,逃げ,逃げ,○,1,1.0,6,2.0,2,3.0,3,4.0,5,5.0,4,6.0,2,×,0.077,0.17,0.028,0.22,0.017,0.46,0.013,0.21,0.015,0.22,0.111,0.26,0.21316666666666664
202603072310,2,4,1,1,3,5,×,×,×,×,逃げ,まくり,×,5,3.0,3,1.0,6,4.0,4,5.0,1,6.0,2,2.0,1,×,0.033,0.14,0.03,0.13,0.036,0.17,0.032,0.19,0.028,0.15,0.048,0.19,0.12716666666666668
202603072311,1,2,3,1,2,5,○,○,×,×,逃げ,逃げ,○,1,1.0,2,2.0,4,3.0,6,4.0,3,5.0,5,6.0,2,×,0.066,0.07,0.056,0.15,0.053,0.16,0.041,0.14,0.063,0.13,0.062,0.07,0.06316666666666668
202603072312,1,3,4,6,1,2,×,×,×,×,逃げ,差し,×,5,1.0,6,3.0,1,4.0,3,5.0,2,2.0,4,6.0,1,×,0.124,0.16,0.054,0.17,0.048,0.15,0.054,0.09,0.039,0.24,0.099,0.02,0.09499999999999999
202603072001,6,3,4,1,2,4,×,×,○,×,逃げ,逃げ,○,6,1.0,3,2.0,5,3.0,2,4.0,4,5.0,1,6.0,0,×,0.033,0.16,0.078,0.17,0.095,0.18,0.049,0.17,0.14,0.18,0.082,0.18,0.09383333333333334
202603072002,1,5,6,6,4,2,×,×,×,×,逃げ,差し,×,2,1.0,6,2.0,5,3.0,3,4.0,1,5.0,4,6.0,0,×,0.045,0.23,0.108,0.19,0.077,0.25,0.087,0.18,0.111,0.21,0.118,0.26,0.129
202603072003,1,5,2,3,6,1,×,×,×,×,逃げ,差し,×,2,1.0,3,2.0,5,3.0,6,4.0,1,6.0,4,5.0,0,×,0.124,0.19,0.11,0.21,0.047,0.16,0.154,0.18,0.079,0.15,0.136,0.14,0.06333333333333332
202603072004,5,1,2,1,4,2,×,×,○,×,逃げ,逃げ,○,4,1.0,3,2.0,6,3.0,5,4.0,1,5.0,2,6.0,0,×,0.067,0.16,0.098,0.24,0.084,0.24,0.113,0.26,0.106,0.39,0.129,0.41,0.18383333333333332
202603072005,4,1,3,1,3,4,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,3,3.0,1,4.0,5,5.0,2,6.0,2,×,0.1,0.15,0.112,0.17,0.052,0.19,0.108,0.27,0.111,0.27,0.078,0.32,0.13483333333333333
202603072006,2,6,1,1,6,3,×,○,×,×,逃げ,逃げ,○,2,1.0,4,2.0,6,3.0,5,4.0,3,5.0,1,6.0,0,×,0.105,0.18,0.099,0.23,0.097,0.17,0.013,0.16,0.078,0.17,0.104,0.16,0.09566666666666668
202603072007,1,6,5,4,1,5,×,×,○,×,逃げ,,-,5,1.0,4,2.0,3,3.0,6,4.0,2,5.0,1,6.0,1,×,0.09,0.34,0.095,0.21,0.099,0.17,0.079,0.15,0.095,0.17,0.07,0.21,0.12033333333333335
202603072008,5,1,2,1,3,4,×,×,×,×,逃げ,逃げ,○,5,1.0,4,2.0,6,3.0,2,4.0,1,5.0,3,6.0,0,×,0.09,0.11,0.059,0.12,0.154,0.07,0.084,0.24,0.07,0.17,0.14,0.11,0.07516666666666666
202603072009,1,3,5,5,1,6,×,×,×,×,逃げ,差し,×,4,1.0,5,2.0,1,3.0,6,4.0,3,5.0,2,6.0,0,×,0.118,0.26,0.136,0.21,0.087,0.24,0.067,0.15,0.098,0.16,0.124,0.18,0.09500000000000001
202603072010,3,1,2,1,2,4,×,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,1,3.0,4,4.0,6,5.0,5,6.0,1,×,0.129,0.2,0.106,0.22,0.106,0.18,0.1,0.22,0.112,0.23,0.077,0.25,0.11166666666666665
202603072011,2,1,3,1,2,3,×,×,○,×,逃げ,逃げ,○,4,1.0,1,2.0,3,3.0,6,4.0,2,5.0,5,6.0,1,×,0.104,0.12,0.08,0.11,0.108,0.14,0.084,0.15,0.105,0.15,0.047,0.19,0.05533333333333334
202603072012,1,5,2,1,3,4,○,×,×,×,逃げ,逃げ,○,1,1.0,4,3.0,2,4.0,6,2.0,3,5.0,5,6.0,1,×,0.07,0.07,0.113,0.31,0.078,0.12,0.097,0.11,0.045,0.08,0.09,0.07,0.05116666666666667
202603071701,2,6,1,1,3,2,×,×,×,×,逃げ,逃げ,○,5,1.0,1,2.0,6,3.0,4,4.0,2,5.0,3,6.0,1,×,-0.013,0.09,0.074,0.09,0.002,0.1,0.0,0.05,-0.074,0.09,-0.034,0.11,0.09583333333333333
