レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603012401,1,2,3,1,3,6,○,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,3,3.0,5,4.0,1,5.0,2,6.0,1,×,0.068,0.12,0.046,0.15,0.123,0.09,0.148,0.14,0.081,0.12,0.105,0.19,0.05349999999999999
202603012402,4,1,2,1,2,6,×,×,×,×,逃げ,逃げ,○,5,1.0,6,2.0,3,3.0,1,4.0,4,5.0,2,6.0,1,×,0.086,0.05,0.142,0.08,-0.015,0.1,0.102,0.15,0.011,0.21,0.103,0.2,0.09283333333333332
202603012403,6,3,2,4,1,3,×,×,×,×,逃げ,差し,×,1,1.0,6,2.0,2,3.0,5,4.0,3,,4,6.0,1,×,0.098,0.02,-0.032,0.1,0.076,0.08,0.093,0.06,0.157,,0.053,0.35,0.10880000000000001
202603012404,4,1,3,1,2,4,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,6,3.0,1,4.0,3,5.0,4,6.0,0,×,0.101,0.09,0.08,0.11,0.059,0.09,-0.044,0.18,0.109,0.16,0.05,0.18,0.0795
202603012405,1,2,6,4,5,2,×,×,×,×,逃げ,まくり,×,4,,3,2.0,2,3.0,5,4.0,1,5.0,6,6.0,1,×,0.073,,-0.058,0.17,0.061,0.15,0.041,0.08,-0.009,0.15,-0.05,0.18,0.149
202603012406,1,5,4,1,2,5,○,×,×,×,逃げ,逃げ,○,3,1.0,6,2.0,5,3.0,4,4.0,1,5.0,2,,1,×,0.047,0.02,0.102,0.03,0.085,0.05,0.114,0.32,-0.018,0.11,0.095,,0.0936
202603012407,2,3,1,3,5,2,×,×,×,×,逃げ,まくり,×,2,1.0,1,2.0,3,3.0,5,4.0,6,5.0,4,6.0,1,×,0.151,0.12,-0.041,0.11,-0.003,0.07,0.087,0.07,0.116,0.1,0.099,0.06,0.054500000000000014
202603012408,1,3,2,1,5,2,○,×,○,×,逃げ,逃げ,○,6,1.0,2,2.0,5,3.0,3,4.0,1,5.0,4,6.0,1,×,0.109,0.07,0.026,0.14,-0.026,0.15,0.094,0.17,0.093,0.13,0.108,0.14,0.07900000000000001
202603012409,1,5,6,1,2,5,○,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,6,3.0,3,4.0,1,5.0,4,6.0,0,×,0.041,0.16,0.151,0.12,0.119,0.1,0.067,0.11,0.02,0.04,0.128,0.05,0.05166666666666666
202603012410,1,6,2,1,4,2,○,×,○,×,逃げ,逃げ,○,3,1.0,2,2.0,6,3.0,4,4.0,5,5.0,1,6.0,3,×,0.013,0.12,0.132,0.14,0.093,0.15,0.096,0.18,0.097,0.12,0.073,0.09,0.04933333333333334
202603012411,1,2,4,1,2,5,○,○,×,×,逃げ,逃げ,○,6,1.0,1,2.0,3,3.0,4,4.0,5,5.0,2,6.0,3,×,0.011,0.14,-0.023,0.15,0.052,0.24,0.017,0.22,0.046,0.26,0.073,0.22,0.17566666666666667
202603012412,1,2,3,1,4,2,○,×,×,×,逃げ,逃げ,○,1,1.0,4,2.0,6,3.0,5,4.0,2,5.0,3,6.0,1,×,-0.019,0.15,0.113,0.16,-0.002,0.25,-0.032,0.21,0.081,0.24,0.025,0.28,0.18733333333333335
