レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603232212,6,1,2,1,2,3.0,×,×,×,×,逃げ,逃げ,○,4,1.0,2,2.0,3,3.0,5,4.0,6,5.0,1,6.0,2,×,0.141,0.16,0.177,0.19,0.121,0.13,0.184,0.18,0.15,0.12,0.105,0.19,0.026666666666666672
202603232001,1,2,3,3,1,4.0,×,×,×,×,逃げ,差し,×,1,1.0,2,2.0,3,3.0,5,4.0,4,5.0,6,6.0,4,×,0.019,0.05,0.052,0.06,0.026,0.01,0.12,0.08,0.121,0.11,0.144,0.11,0.02333333333333333
202603232002,3,1,5,1,2,3.0,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,1,3.0,6,4.0,3,5.0,4,6.0,0,×,0.097,0.11,0.086,0.21,0.055,0.13,0.079,0.19,0.078,0.17,0.067,0.17,0.08633333333333333
202603232003,2,3,1,2,1,5.0,○,×,×,×,逃げ,差し,×,2,1.0,1,2.0,4,3.0,5,4.0,6,5.0,3,6.0,0,×,0.089,0.16,0.086,0.18,0.161,0.22,0.067,0.22,0.069,0.18,0.107,0.22,0.10016666666666667
202603232004,1,3,6,1,2,3.0,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,2,3.0,6,4.0,3,5.0,4,6.0,1,×,0.088,0.08,0.065,0.09,0.065,0.14,0.075,0.18,0.075,0.22,0.087,0.24,0.08516666666666667
202603232005,2,1,6,1,3,2.0,×,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,2,3.0,6,4.0,5,5.0,3,6.0,1,×,0.102,0.13,0.115,0.16,0.106,0.15,0.082,0.16,0.043,0.33,0.065,0.26,0.11283333333333334
202603232006,4,1,6,1,2,5.0,×,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,4,3.0,1,4.0,6,5.0,3,6.0,1,×,0.105,0.09,0.042,0.08,0.097,0.07,0.067,0.16,0.111,0.12,0.145,0.17,0.0345
202603232007,5,1,2,1,2,6.0,×,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,2,3.0,5,4.0,1,6.0,6,5.0,0,×,0.1,0.22,0.063,0.19,0.098,0.14,0.056,0.13,0.12,0.07,0.031,0.13,0.08533333333333333
202603232008,3,1,2,1,2,5.0,×,×,×,×,逃げ,,-,2,1.0,3,2.0,1,3.0,4,4.0,6,5.0,5,6.0,1,×,0.067,0.2,0.073,0.24,0.128,0.21,0.044,0.16,0.019,0.26,0.038,0.21,0.15183333333333335
202603232009,3,1,6,1,5,6.0,×,×,○,×,逃げ,逃げ,○,4,1.0,6,2.0,1,3.0,5,4.0,2,5.0,3,6.0,0,×,0.081,0.15,0.084,0.16,0.077,0.37,0.118,0.29,0.102,0.23,0.094,0.16,0.13399999999999998
202603232010,1,3,4,4,1,3.0,×,×,×,×,逃げ,差し,×,1,1.0,6,2.0,4,3.0,2,4.0,3,5.0,5,,1,×,0.099,0.14,0.067,0.15,0.065,0.19,0.106,0.09,0.075,0.22,0.153,,0.082
202603232011,4,1,6,1,4,3.0,×,×,×,×,逃げ,逃げ,○,3,1.0,4,2.0,6,3.0,1,4.0,5,5.0,2,6.0,1,×,0.138,0.26,0.105,0.27,0.067,0.26,0.051,0.21,0.095,0.16,0.064,0.19,0.13833333333333334
202603232012,2,6,3,1,4,2.0,×,×,×,×,逃げ,逃げ,○,6,1.0,1,2.0,3,3.0,4,4.0,5,5.0,2,6.0,3,×,0.024,0.02,0.067,0.05,0.077,0.03,0.08,0.08,0.128,0.12,0.066,0.14,0.025000000000000005
202603231901,4,1,2,1,3,2.0,×,×,○,×,逃げ,逃げ,○,4,1.0,2,2.0,6,3.0,1,4.0,5,5.0,3,6.0,2,×,0.021,0.08,0.042,0.15,-0.023,0.16,-0.009,0.17,0.043,0.16,-0.013,0.13,0.1315
