レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603022401,1,6,2,2,4,5.0,×,×,×,×,逃げ,,-,3,1.0,1,2.0,6,3.0,5,4.0,4,5.0,2,6.0,0,×,0.072,0.11,0.037,0.08,0.044,0.08,0.07,0.13,0.077,0.08,0.118,0.08,0.036333333333333336
202603022402,1,2,3,2,3,1.0,×,×,×,×,逃げ,まくり,×,5,1.0,4,2.0,3,3.0,1,4.0,6,5.0,2,6.0,1,×,0.059,0.15,0.071,0.13,0.045,0.14,0.077,0.3,0.039,0.16,0.073,0.17,0.11433333333333333
202603022403,2,3,1,1,5,6.0,×,×,×,×,逃げ,逃げ,○,5,1.0,3,2.0,4,3.0,6,4.0,2,5.0,1,6.0,0,×,0.088,0.16,0.007,0.21,0.099,0.23,-0.032,0.19,0.128,0.2,0.027,0.15,0.13716666666666666
202603022404,4,2,3,3,4,1.0,×,×,×,×,逃げ,差し,×,6,1.0,2,2.0,4,3.0,1,4.0,5,5.0,3,6.0,2,×,0.1,0.05,0.096,0.08,0.064,0.05,-0.003,0.12,0.074,0.13,0.127,0.18,0.052
202603022405,5,1,2,5,4,1.0,○,×,×,×,逃げ,差し,×,5,1.0,2,2.0,4,3.0,3,4.0,1,5.0,6,6.0,2,×,0.085,0.2,0.045,0.32,0.066,0.23,0.029,0.11,-0.014,0.09,0.035,0.26,0.16066666666666665
202603022406,1,2,4,1,6,3.0,○,×,×,×,逃げ,逃げ,○,5,1.0,4,2.0,1,3.0,6,4.0,3,5.0,2,6.0,0,×,0.017,0.03,0.062,0.05,0.074,0.06,-0.018,0.36,0.073,0.16,0.075,0.18,0.10149999999999999
202603022407,4,1,2,4,6,2.0,○,×,○,×,差し,まくり,×,3,1.0,5,2.0,6,3.0,1,4.0,2,5.0,4,6.0,0,×,0.072,0.12,-0.03,0.1,0.051,0.13,0.02,,0.099,0.07,0.051,0.09,0.065
202603022408,1,3,4,1,5,4.0,○,×,○,×,逃げ,逃げ,○,1,1.0,6,2.0,4,3.0,3,4.0,5,5.0,2,6.0,2,×,-0.022,0.1,0.08,0.13,0.013,0.24,0.049,0.19,0.032,0.09,0.151,0.1,0.10816666666666667
202603022409,1,2,6,2,3,,×,×,×,×,逃げ,,-,1,,3,2.0,5,3.0,6,,4,,2,,0,×,-0.047,,0.071,0.04,0.071,0.04,0.107,,0.049,,0.049,,0.030999999999999993
202603022410,1,4,3,1,3,2.0,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,4,3.0,3,4.0,2,5.0,5,6.0,1,×,0.009,0.19,0.071,0.18,0.086,0.29,0.003,0.24,0.115,0.25,0.035,0.19,0.17016666666666666
