レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202603052201,2,3,4,1,2,3,×,×,×,×,逃げ,逃げ,○,6,1.0,1,2.0,5,3.0,2,4.0,4,5.0,3,6.0,0,×,0.105,0.19,0.108,0.18,0.137,0.16,0.1,0.16,0.07,0.14,0.105,0.23,0.0725
202603052202,1,2,3,1,5,4,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,4,4.0,5,5.0,6,3.0,3,6.0,4,×,0.166,0.2,0.105,0.16,0.106,0.07,0.097,0.19,0.182,0.23,0.189,0.22,0.04950000000000001
202603052203,4,1,5,1,5,3,×,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,5,3.0,1,4.0,2,5.0,6,6.0,1,×,0.167,0.11,0.134,0.17,0.183,0.19,0.143,0.16,0.039,0.18,0.221,0.21,0.044833333333333336
202603052204,4,3,1,1,5,2,×,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,5,,1,4.0,4,5.0,6,6.0,1,×,0.11,0.15,0.115,0.15,0.149,,0.095,0.19,0.091,0.18,0.194,0.24,0.061
202603052205,4,5,3,1,2,5,×,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,3,3.0,1,4.0,4,5.0,5,6.0,1,×,0.066,0.13,0.128,0.18,0.055,0.17,0.081,0.1,0.165,0.12,0.11,0.11,0.04916666666666667
202603052206,4,2,3,1,4,2,×,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,2,3.0,1,4.0,4,5.0,5,6.0,0,×,0.058,0.15,0.164,0.18,0.093,0.15,0.148,0.09,0.07,0.17,0.206,0.15,0.06316666666666666
202603052207,2,4,1,3,2,1,×,×,○,×,逃げ,,-,4,1.0,1,2.0,2,3.0,3,4.0,6,5.0,5,6.0,0,×,0.11,0.24,0.081,0.17,0.202,0.1,0.087,0.07,0.199,0.12,0.099,0.07,0.07433333333333335
202603052208,2,1,4,1,5,4,×,×,○,×,逃げ,逃げ,○,2,1.0,5,2.0,3,3.0,1,4.0,6,5.0,4,6.0,1,×,0.083,0.32,0.12,0.35,0.146,0.36,0.069,0.16,0.197,0.17,0.067,0.11,0.14033333333333334
202603052209,2,4,1,1,3,2,×,×,×,×,逃げ,逃げ,○,3,1.0,1,2.0,6,3.0,2,4.0,4,5.0,5,6.0,0,×,0.017,0.17,0.064,0.18,0.144,0.17,0.067,0.2,0.154,0.22,0.156,0.23,0.09466666666666668
202603052210,3,2,5,1,2,4,×,○,×,×,逃げ,逃げ,○,6,1.0,4,2.0,1,,5,4.0,2,5.0,3,6.0,0,×,0.111,0.14,0.162,0.16,0.115,,0.167,0.27,0.105,0.31,0.05,0.29,0.11579999999999999
202603052211,3,1,4,1,2,4,×,×,○,×,逃げ,逃げ,○,4,1.0,5,2.0,1,3.0,3,4.0,2,5.0,6,6.0,1,×,0.111,0.14,0.103,0.2,0.085,0.14,0.122,0.09,0.077,0.07,0.185,0.17,0.03916666666666667
202603052212,3,6,1,1,3,6,×,×,×,×,逃げ,逃げ,○,5,1.0,6,2.0,1,3.0,3,4.0,4,5.0,2,6.0,0,×,0.084,0.15,0.182,0.18,0.092,0.16,0.077,0.17,0.194,0.09,0.083,0.14,0.06500000000000002
202603052101,5,3,2,1,3,2,×,○,○,×,逃げ,逃げ,○,5,1.0,3,2.0,2,3.0,6,4.0,1,5.0,4,6.0,0,×,0.152,0.09,0.131,0.16,0.153,0.13,0.061,0.19,0.065,0.18,0.242,0.3,0.06933333333333333
202603052102,6,1,4,1,4,2,×,×,×,×,逃げ,逃げ,○,4,1.0,5,2.0,6,,2,4.0,3,5.0,1,6.0,0,×,0.041,0.01,0.084,0.07,0.16,,0.109,0.06,0.058,0.14,0.196,0.04,0.0664
202603052103,1,3,5,1,4,3,○,×,×,×,逃げ,,-,1,1.0,4,,3,3.0,6,4.0,2,5.0,5,6.0,2,×,0.194,0.19,0.085,,0.121,0.11,0.132,0.13,0.075,0.12,0.143,0.17,0.017800000000000003
202603052104,3,2,1,1,3,5,×,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,1,3.0,2,4.0,6,5.0,5,6.0,0,×,0.117,0.18,0.084,0.22,0.159,0.21,0.183,0.27,0.085,0.31,0.235,0.32,0.10783333333333334
202603052105,4,1,6,3,1,4,×,○,×,×,逃げ,差し,×,3,1.0,5,2.0,6,3.0,1,4.0,4,5.0,2,6.0,0,×,0.123,0.07,0.225,0.05,0.062,0.08,0.061,0.09,0.192,0.23,0.147,0.09,0.061666666666666675
202603052106,3,2,1,3,1,6,○,×,×,×,逃げ,差し,×,3,1.0,4,2.0,1,3.0,6,4.0,5,6.0,2,5.0,0,×,0.091,0.15,0.146,0.28,0.142,0.12,0.171,0.14,0.24,0.17,0.169,0.1,0.06416666666666666
202603052107,3,1,6,5,2,4,×,×,×,×,逃げ,差し,×,2,1.0,4,2.0,1,3.0,5,4.0,6,5.0,3,6.0,0,×,0.193,0.27,0.056,0.21,0.089,0.18,0.124,0.21,0.093,0.18,0.059,0.21,0.10766666666666667
202603052108,6,3,5,1,2,4,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,3,3.0,5,4.0,2,5.0,1,6.0,1,×,0.134,0.13,0.086,0.11,0.123,0.1,0.127,0.04,0.25,0.09,0.055,0.09,0.0555
202603052109,1,2,4,2,6,3,×,×,×,×,逃げ,まくり,×,1,1.0,3,3.0,5,4.0,2,5.0,4,6.0,6,2.0,2,×,0.12,0.37,0.187,0.28,0.171,0.25,0.133,0.22,0.081,0.24,0.053,0.37,0.16416666666666666
202603052111,5,1,6,4,1,5,×,○,×,×,逃げ,差し,×,3,1.0,5,2.0,4,3.0,6,4.0,1,5.0,2,6.0,0,×,0.145,0.17,0.157,0.21,0.151,0.21,0.121,0.14,0.149,0.16,0.169,0.26,0.043000000000000003
202603052112,4,1,6,1,2,3,×,×,×,×,逃げ,逃げ,○,3,1.0,5,2.0,6,3.0,1,4.0,4,5.0,2,6.0,0,×,0.126,0.08,0.168,0.1,0.069,0.07,0.172,0.05,0.082,0.05,0.051,0.05,0.045000000000000005
202603052001,5,1,3,2,3,6,×,×,×,×,逃げ,差し,×,5,1.0,2,2.0,4,3.0,3,4.0,1,6.0,6,5.0,1,×,0.097,0.08,0.034,0.05,0.061,0.03,0.076,0.03,0.048,0.08,0.133,0.01,0.04416666666666667
202603052002,1,6,2,2,1,4,×,×,×,×,逃げ,差し,×,3,1.0,2,2.0,6,3.0,5,4.0,4,5.0,1,6.0,1,×,0.009,0.08,0.109,0.07,0.051,0.06,0.098,0.19,0.109,0.16,0.07,0.23,0.07033333333333334
202603052003,1,6,4,1,4,2,○,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,5,3.0,2,4.0,6,,1,5.0,0,×,0.07,0.17,0.07,0.17,0.097,0.11,0.094,0.13,0.093,,0.117,0.14,0.054400000000000004
202603052004,5,2,1,2,1,3,×,×,×,×,逃げ,差し,×,6,1.0,3,2.0,2,3.0,5,4.0,1,5.0,4,6.0,0,×,0.06,0.2,0.083,0.18,0.063,0.22,0.089,0.25,0.058,0.27,0.071,0.31,0.1676666666666667
202603052005,1,2,3,2,3,4,×,×,×,×,逃げ,差し,×,1,1.0,3,2.0,4,3.0,6,4.0,2,5.0,5,6.0,1,×,0.101,0.13,0.047,0.14,0.111,0.14,0.086,0.16,0.07,0.18,0.048,0.21,0.08283333333333333
202603052006,1,6,3,3,4,1,×,×,×,×,逃げ,差し,×,2,1.0,5,2.0,3,3.0,4,4.0,6,5.0,1,6.0,2,×,0.083,0.21,0.097,0.18,0.113,0.2,0.106,0.18,0.133,0.18,0.092,0.17,0.08266666666666667
202603052007,5,6,4,4,2,1,×,×,×,×,逃げ,まくり,×,5,1.0,6,2.0,4,3.0,3,4.0,1,5.0,2,6.0,0,×,0.101,0.21,0.164,0.21,0.131,0.37,0.033,0.13,0.089,0.36,0.144,0.16,0.12966666666666668
