レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
201803072201,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,01R,予選,1800,晴,東,1,2,,1,130,1,100,3,100,1-3,400,1,1-3,230,1,1-3,180,1,1-6,190,2,3-6,400,9,1-3-6,960,2,1-3-6,460,2,1,1,3945,橋 口 真 樹,24,165,6.78,1,0.27,109.5,2,3,4684,楠 原 翔 太,64,129,6.89,3,0.22,110.5,3,6,3729,松 田 英 数,27,160,6.87,5,0.24,112.0,4,4,3176,長谷川 巌,15,122,6.87,4,0.24,113.8,5,2,4866,橋 本 英 一,65,123,6.91,2,0.3,,6,5,4560,庄 司 樹良々,49,169,6.88,6,0.26,
201803072202,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,02R,予選,1800,晴,東,2,2,まくり,3,290,3,130,2,140,3-2,1800,7,2-3,500,3,2-3,140,2,1-3,120,1,1-2,150,3,3-2-1,2600,8,1-2-3,230,1,1,3,3883,山 根 大 樹,30,115,6.81,3,0.24,110.2,2,2,4630,岩 永 雅 人,69,153,6.81,2,0.31,111.6,3,1,2014,高 塚 清 一,18,145,6.86,1,0.22,112.7,4,4,4708,半 田 尚 也,19,137,6.85,4,0.41,113.9,5,5,2883,柾 田 敏 行,25,158,6.86,5,0.42,,6,6,3711,江 本 真 治,58,146,6.85,6,0.42,
201803072203,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,03R,予選,1800,晴,東,2,2,逃げ,1,140,1,100,2,140,1-2,220,1,1-2,160,1,1-2,100,1,1-5,410,7,2-5,1430,12,1-2-5,1540,5,1-2-5,750,4,1,1,3890,小 宮 淳 史,63,166,6.78,1,0.12,109.8,2,2,3905,天 野 友 和,68,120,6.81,2,0.13,110.8,3,5,3246,星 野 政 彦,38,147,6.9,5,0.1,113.1,4,4,2935,幸 本 誠,52,163,6.83,4,0.14,113.5,5,6,3313,本 吉 正 樹,40,156,6.87,6,0.1,,6,3,3064,山 崎 昭 生,67,131,6.85,3,0.15,
201803072204,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,04R,予選,1800,晴,東,1,2,まくり,2,210,2,150,6,100,2-6,610,3,2-6,560,3,2-6,180,3,2-3,110,1,3-6,190,5,2-6-3,1390,3,2-3-6,390,2,1,2,4022,待 鳥 雄 紀,23,168,6.78,2,0.13,108.7,2,6,4831,羽 野 直 也,60,114,6.81,6,0.19,110.3,3,3,3462,竹 上 真 司,22,149,6.79,3,0.09,112.1,4,1,3745,橋 本 年 光,34,167,6.82,1,0.26,112.9,5,5,4890,石 川 諒,20,125,6.77,5,0.17,,6,4,4353,下 出 秀 明,48,144,6.91,4,0.21,
201803072205,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,05R,予選,1800,晴,東,1,2,差し,2,300,2,340,6,160,2-6,690,4,2-6,250,1,2-6,110,1,1-2,160,2,1-6,160,3,2-6-1,1380,5,1-2-6,170,1,1,2,4067,永 井 源,46,107,6.77,2,0.15,109.8,2,6,4296,岡 崎 恭 裕,31,101,6.8,4,0.15,110.3,3,1,4020,川 上 清 人,50,154,6.86,1,0.23,113.5,4,5,4950,高 岡 竜 也,54,159,6.84,6,0.15,114.0,5,3,3945,橋 口 真 樹,24,165,6.85,3,0.14,,6,4,4250,藤 川 利 文,51,138,6.96,5,0.18,
201803072206,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,06R,予選,1800,晴,東,2,2,,1,130,1,130,5,230,1-5,480,2,1-5,310,2,1-5,190,2,1-3,280,5,3-5,470,6,1-5-3,3150,14,1-3-5,1720,5,1,1,4677,片 橋 幸 貴,42,132,6.8,1,0.19,119.3,2,5,4594,谷 川 祐 一,14,128,6.86,5,0.16,124.4,3,3,4866,橋 本 英 一,65,123,6.87,3,0.19,128.5,4,2,4708,半 田 尚 也,19,137,6.86,2,0.24,132.2,5,6,4811,向井田 佑 紀,70,161,6.85,6,0.19,,,,,,,,,,,
201803072207,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,07R,予選,1800,晴,東,1,2,差し,5,170,5,200,1,180,5-1,840,3,1-5,480,2,1-5,180,3,2-5,100,1,1-2,230,5,5-1-2,1690,6,1-2-5,330,1,1,5,3946,赤 岩 善 生,21,152,6.82,4,0.15,109.6,2,1,3176,長谷川 巌,15,122,6.84,1,0.16,111.4,3,2,4551,三 川 昂 暁,57,148,6.8,3,0.15,113.2,4,3,3781,秋 元 誠,41,157,6.89,2,0.21,114.2,5,6,3064,山 崎 昭 生,67,131,6.85,6,0.2,,6,4,2883,柾 田 敏 行,25,158,6.85,5,0.2,
201803072208,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,08R,予選  進入固定,1800,晴,東,2,2,差し,4,1080,4,240,2,600,4-2,5810,20,2-4,3420,10,2-4,540,6,1-4,720,9,1-2,940,11,4-2-1,32050,73,1-2-4,2340,9,1,4,3729,松 田 英 数,27,160,6.9,4,0.19,109.6,2,2,3246,星 野 政 彦,38,147,6.89,2,0.27,112.6,3,1,4749,山 口 貢 輝,56,139,6.85,1,0.26,113.1,4,5,3883,山 根 大 樹,30,115,6.85,5,0.13,114.1,5,3,3912,川 原 正 明,71,118,6.82,3,0.19,,6,6,4890,石 川 諒,20,125,6.82,6,0.14,
201803072209,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,09R,予選,1800,晴,東,2,2,差し,2,110,2,100,1,130,2-1,300,1,1-2,190,1,1-2,220,2,2-4,420,6,1-4,270,5,2-1-4,1460,5,1-2-4,600,3,1,2,4296,岡 崎 恭 裕,31,101,6.77,2,0.18,109.0,2,1,4684,楠 原 翔 太,64,129,6.79,1,0.2,111.6,3,4,4635,峰 重 力 也,32,150,6.95,4,0.12,113.6,4,3,3711,江 本 真 治,58,146,6.88,3,0.23,114.7,5,6,3905,天 野 友 和,68,120,6.82,6,0.2,,6,5,4353,下 出 秀 明,48,144,6.92,5,0.17,
201803072210,福岡県知事杯争奪　福岡都市圏開設２８周年記念競走,第4日,2018/03/07,福岡,10R,特賞,1800,晴,東,2,2,逃げ,1,170,1,120,4,190,1-4,440,2,1-4,410,2,1-4,150,2,1-2,130,1,2-4,180,3,1-4-2,940,3,1-2-4,260,1,1,1,4150,山 田 雄 太,28,112,6.82,1,0.1,109.3,2,4,4677,片 橋 幸 貴,42,132,6.81,4,0.15,111.6,3,2,4324,海 野 康志郎,17,141,6.74,2,0.19,113.0,4,3,2014,高 塚 清 一,18,145,6.86,3,0.12,113.6,5,6,3462,竹 上 真 司,22,149,6.8,5,0.15,,6,5,2935,幸 本 誠,52,163,6.81,6,0.17,
