レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202512312401,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,01R,Ｓ戦一般戦,1800,晴,北,4,3,逃げ,1,110,1,100,3,230,1-3,350,2,1-3,350,2,1-3,170,2,1-2,140,1,2-3,260,6,1-3-2,950,3,1-2-3,370,1,1,1,4938,小 芦 るり華,13,65,6.66,1,0.18,108.1,2,3,3334,角 ひとみ,53,57,6.68,3,0.14,110.2,3,2,4536,喜 井 つかさ,70,71,6.73,2,0.17,111.6,4,6,4758,富 樫 麗 加,25,68,6.72,6,0.13,112.1,5,5,4478,櫻 本 あゆみ,44,25,6.73,5,0.12,,6,4,5218,山 田 理 央,16,35,6.67,4,0.07,
202512312402,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,02R,Ｓ戦一般戦,1800,晴,北,3,2,逃げ,1,140,1,100,2,170,1-2,330,1,1-2,280,1,1-2,160,1,1-5,290,5,2-5,280,4,1-2-5,1220,2,1-2-5,660,3,1,1,4289,落 合 直 子,18,47,6.76,1,0.1,107.5,2,2,4447,深 川 麻奈美,69,50,6.79,2,0.16,110.2,3,5,4642,松 尾 夏 海,45,54,6.81,5,0.23,111.6,4,4,5045,平 川 香 織,14,41,6.77,4,0.25,113.4,5,6,5013,山 下 夏 鈴,59,15,6.68,6,0.22,,6,3,4240,今 井 裕 梨,12,19,6.75,3,0.11,
202512312403,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,03R,Ｓ戦一般戦,1800,晴,北,2,1,逃げ,1,110,1,110,2,220,1-2,280,1,1-2,230,1,1-2,150,1,1-5,190,4,2-5,270,5,1-2-5,750,1,1-2-5,290,1,1,1,4123,細 川 裕 子,22,31,6.73,1,0.06,107.4,2,2,5205,刑 部 亜里紗,47,59,6.73,2,0.05,108.0,3,5,5281,井 上 遥 妃,30,43,6.75,5,0.11,110.7,4,4,4519,清 水 沙 樹,50,64,6.72,4,0.09,111.0,5,3,4891,寺 島 美 里,72,40,6.79,3,0.06,,6,6,4243,西 村 歩,34,17,6.77,6,0.24,
202512312404,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,04R,Ｓ戦一般戦,1800,晴,北,4,3,,1,140,1,100,2,160,1-2,270,1,1-2,220,1,1-2,130,1,1-3,140,2,2-3,230,5,1-2-3,610,1,1-2-3,260,1,1,1,5129,山 口 真喜子,17,11,6.74,1,0.27,108.9,2,2,3999,大 瀧 明日香,15,13,6.73,2,0.24,110.0,3,3,4286,平 田 さやか,28,77,6.72,3,0.2,111.7,4,4,4501,樋 口 由加里,39,12,6.74,4,0.16,112.7,5,5,5213,湯 淺 紀 香,67,37,6.73,5,0.21,,6,6,4183,宇 野 弥 生,49,23,6.72,6,0.26,
202512312405,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,05R,Ｓ戦一般戦,1800,晴,北,3,2,逃げ,1,110,1,100,3,180,1-3,330,1,1-3,260,1,1-3,110,1,1-4,130,3,1-5,140,4,1-3-4,450,3,1-3-4,260,3,1,1,4627,藤 原 菜 希,51,55,6.72,1,0.13,108.1,2,3,4764,小 池 礼 乃,33,29,6.72,3,0.14,109.4,3,4,4773,中 川 り な,31,36,6.78,4,0.15,111.5,3,5,4791,黒 澤 めぐみ,46,60,6.79,5,0.19,111.5,5,2,3611,岩 崎 芳 美,57,20,6.79,2,0.09,,6,6,3334,角 ひとみ,53,57,6.74,6,0.18,
202512312406,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,06R,Ｓ戦一般戦,1800,晴,北,5,4,逃げ,1,130,1,110,3,250,1-3,370,2,1-3,320,2,1-3,170,1,1-6,380,7,3-6,820,12,1-3-6,2100,8,1-3-6,1400,5,1,1,5193,米 丸 乃 絵,26,75,6.74,1,0.25,108.7,2,3,5013,山 下 夏 鈴,59,15,6.68,3,0.2,111.6,3,6,5218,山 田 理 央,16,35,6.67,6,0.17,112.0,4,2,4927,関 野 文,38,76,6.73,2,0.18,112.7,5,4,5188,武 井 莉里佳,27,69,6.66,4,0.22,,6,5,4443,津 田 裕 絵,52,24,6.74,5,0.23,
202512312407,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,07R,Ｓ戦一般戦,1800,晴,北,5,4,逃げ,1,110,1,110,3,340,1-3,550,2,1-3,520,3,1-3,280,4,1-6,470,7,3-6,1060,14,1-3-6,4170,16,1-3-6,2340,10,1,1,4845,前 田 紗 希,32,74,6.7,1,0.2,108.9,2,3,4758,富 樫 麗 加,25,68,6.71,3,0.17,110.7,3,6,4642,松 尾 夏 海,45,54,6.75,6,0.29,112.7,4,4,5281,井 上 遥 妃,30,43,6.73,4,0.21,113.5,5,2,4884,勝 浦 真 帆,36,53,6.7,2,0.19,,6,5,4243,西 村 歩,34,17,6.74,5,0.38,
202512312408,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,08R,Ｓ戦特別選抜,1800,晴,北,6,5,逃げ,1,130,1,100,2,110,1-2,250,1,1-2,210,1,1-2,150,1,1-4,330,6,2-4,480,8,1-2-4,1300,4,1-2-4,630,2,1,1,4478,櫻 本 あゆみ,44,25,6.66,1,0.13,108.2,2,2,4938,小 芦 るり華,13,65,6.64,2,0.11,110.6,3,4,4289,落 合 直 子,18,47,6.71,4,0.1,111.6,4,5,4447,深 川 麻奈美,69,50,6.74,5,0.14,113.0,5,3,4123,細 川 裕 子,22,31,6.72,3,0.12,,6,6,3999,大 瀧 明日香,15,13,6.7,6,0.15,
202512312409,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,09R,Ｓ戦特別選抜,1800,晴,北,4,3,逃げ,1,130,1,120,4,260,1-4,1300,5,1-4,890,4,1-4,300,6,1-2,140,1,2-4,340,8,1-4-2,3600,11,1-2-4,730,3,1,1,5045,平 川 香 織,14,41,6.74,1,0.11,108.0,2,4,5129,山 口 真喜子,17,11,6.74,4,0.13,110.1,3,2,5193,米 丸 乃 絵,26,75,6.78,2,0.08,110.6,4,5,5205,刑 部 亜里紗,47,59,6.68,5,0.16,111.1,5,3,4627,藤 原 菜 希,51,55,6.73,3,0.1,,6,6,4536,喜 井 つかさ,70,71,6.7,6,0.13,
202512312410,第１４回クイーンズクライマックス／Ｇ３ＱＣシリーズ,第6日,2025/12/31,大村,10R,順位決定戦,1800,晴,北,3,2,逃げ,1,120,1,100,5,210,1-5,1100,5,1-5,860,4,1-5,280,4,1-3,180,2,3-5,470,8,1-5-3,3500,13,1-3-5,960,5,1,1,4546,浜 田 亜理沙,62,66,6.73,1,0.22,108.1,2,5,4961,西 橋 奈 未,65,61,6.65,5,0.13,109.9,3,3,5088,高 憧 四 季,20,18,6.68,3,0.14,110.0,4,2,4482,守 屋 美 穂,64,33,6.71,2,0.18,111.2,5,6,4963,實 森 美 祐,60,21,6.74,6,0.14,,6,4,4387,平 山 智 加,58,45,6.67,4,0.12,
