場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
03,2026-09-23,10,2026-09-05,2026-09-11,一般,月兎ソースカップ,山口 広樹,５　５５２　転６５　５５
03,2026-09-23,10,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,松下 誉士,２　２６２　４２５　４２
03,2026-09-23,10,2026-08-09,2026-08-15,一般,第４８回大江戸賞,寺本 重宣,２　１２６　２４３　１４
03,2026-09-23,11,2026-09-18,2026-09-23,一般,第２回大阪サンケイスポーツ杯,丸岡 正典,３　３６２　４３３１
03,2026-09-23,11,2026-09-05,2026-09-11,一般,月兎ソースカップ,渡辺 豊,４　２６２　６４４　３６
03,2026-09-23,11,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,吉川 勇作,６　４６６　６６５　６
03,2026-09-23,12,2026-09-18,2026-09-23,一般,第２回大阪サンケイスポーツ杯,平田 健之佑,２　３２２　１５[５]
03,2026-09-23,12,2026-09-05,2026-09-11,一般,月兎ソースカップ,花本 剛,３　１６４　４３６
03,2026-09-23,12,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,倉尾 大介,２　１２２　３５４４３１
03,2026-09-23,13,2026-09-18,2026-09-23,一般,第２回大阪サンケイスポーツ杯,東口 晃,３　６５２　６３５妨
03,2026-09-23,13,2026-09-05,2026-09-11,一般,月兎ソースカップ,岩瀬 裕亮,１　１１４　３２１２[３]
03,2026-09-23,13,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,田村 隆信,１　４３３　３１３３[５]
03,2026-09-23,14,2026-09-05,2026-09-11,一般,月兎ソースカップ,牧山 敦也,２　３１６　４３５　５１
03,2026-09-23,14,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,森 智哉,６　５６５　５６４　３１
03,2026-09-23,14,2026-08-09,2026-08-15,一般,第４８回大江戸賞,内山 峻輔,１　５４２　５５４５３
03,2026-09-23,15,2026-09-18,2026-09-23,一般,第２回大阪サンケイスポーツ杯,豊田 祥生,６　２１５　６６３３
03,2026-09-23,15,2026-09-05,2026-09-11,一般,月兎ソースカップ,佐藤 航,３　２転２　４５１　１１
03,2026-09-23,15,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,野田 昇吾,５　５５３　３４２　３不
03,2026-09-23,16,2026-09-05,2026-09-11,一般,月兎ソースカップ,港 理樹,５　３４５　６６６　２５
03,2026-09-23,16,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,重富 伸也,５　２３６　６６４　１３
03,2026-09-23,16,2026-08-09,2026-08-15,一般,第４８回大江戸賞,上村 宏太,６　１５１　４４３２５
03,2026-09-23,17,2026-09-05,2026-09-11,一般,月兎ソースカップ,金児 隆太,１　２４２　１６１５６２
03,2026-09-23,17,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,藤井 太雅,４　３３１　５４６３４６
03,2026-09-23,17,2026-08-09,2026-08-15,一般,第４８回大江戸賞,品田 直樹,２　５２５　４６６６１
03,2026-09-23,18,2026-09-05,2026-09-11,一般,月兎ソースカップ,石渡 翔一郎,１　２２４　５５１　４転
03,2026-09-23,18,2026-08-21,2026-08-26,一般,第２６回スカッとさわやか杯,荒木 颯斗,６　２５１　４４欠
03,2026-09-23,18,2026-08-09,2026-08-15,一般,第４８回大江戸賞,石渡 鉄兵,１　１６２　３１５　４４
