場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
14,2026-09-11,10,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,佐藤 ほのか,４　３６６　４６４　４４
14,2026-09-11,10,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,坂口 貴彦,５３４　１　６４３４
14,2026-09-11,10,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,牧原 崇,５３６　１　２５
14,2026-09-11,11,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,古賀 千晶,４１２　Ｆ６６
14,2026-09-11,11,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,占部 一真,６　６１６６５
14,2026-09-11,11,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,飯山 晃三,４　２６６　５５４６５
14,2026-09-11,12,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,北村 寧々,１　４４５３２１４５１４
14,2026-09-11,12,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,竹田 和哉,２３３１転１[１]
14,2026-09-11,12,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,畑 和宏,５６３　３１４２１　１６
14,2026-09-11,13,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,高橋 竜矢,２３１４１３３１[４]
14,2026-09-11,13,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,荻野 裕介,１　３５１１[３]
14,2026-09-11,13,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,長谷川 親王,１　４５２５３　３３３３
14,2026-09-11,14,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,松田 憲幸,６　４５６　４　５５
14,2026-09-11,14,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,垂水 悠,５３１　５１１６２５１６
14,2026-09-11,14,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,中野 孝二,５２４　３２１　４５３６
14,2026-09-11,15,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,藤原 碧生,３５１３３１２２[５]
14,2026-09-11,15,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,中村 尊,３１２２３６４６
14,2026-09-11,15,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,守屋 大地,３　２３６５２　３２２
14,2026-09-11,16,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,喜多須 杏奈,１　５２３５２２２６２６
14,2026-09-11,16,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,奥村 明日香,２３４　２６４１
14,2026-09-11,16,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,三木 晴斗,５　２６４３２　６６２
14,2026-09-11,17,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,高橋 涼夏,Ｆ６６　３　６　５　５
14,2026-09-11,17,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,横川 聖志,２　２６３４５３５３
14,2026-09-11,17,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,高橋 嗣穏,６　６６６５６　４　６６
14,2026-09-11,18,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,寺島 美里,４４６　２　２４２３
14,2026-09-11,18,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,吉田 俊彦,１　２２１４５３１２[５]
14,2026-09-11,18,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,竹田 辰也,２４１６３　２６
14,2026-09-11,19,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,大廣 咲季,６　５４６　５　６４
14,2026-09-11,19,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,丸尾 義孝,１　６１２２３１３２[２]
14,2026-09-11,19,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,富永 修一,１１５４３４４　１４２４
14,2026-09-11,20,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,青木 玄太,２２１３６１３５３
14,2026-09-11,20,2026-08-05,2026-08-10,一般,第５７回渦王杯競走,市橋 卓士,２３４　１１２１４１[４]
14,2026-09-11,20,2026-07-22,2026-07-27,一般,にっぽん未来プロジェクト競走ｉｎ鳴門,深川 和仁,３　２５４１３４１５１６
14,2026-09-11,21,2026-09-06,2026-09-11,一般,ヴィーナスシリーズ第１２戦　マクール杯競走,赤井 睦,３　２６１１１５３５１６
14,2026-09-11,21,2026-08-26,2026-08-30,一般,「あらたえエール　シャインホップ」杯競走,羽野 諒,４　３４５　３１１１
14,2026-09-11,21,2026-08-16,2026-08-19,一般,ＢＴＳ土佐開設３０周年記念競走,細川 裕子,１１５１４５６３
