場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
11,2026-09-18,11,2026-09-04,2026-09-09,一般,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,廣瀬 凜,１１１２２１３　３１[４]
11,2026-09-18,11,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,品川 二千翔,３４１　２１３１３２[３]
11,2026-09-18,11,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,白井 英治,４　５１２３３　３　２１
11,2026-09-18,12,2026-09-13,2026-09-18,一般,スポーツニッポン新聞社杯争奪　第５１回八景賞,中村 有裕,４１４５１　３４１５１４
11,2026-09-18,12,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,長谷川 充,６　２３３３６　２６３
11,2026-09-18,12,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,中村 有裕,１２２　２３３２２２[６]
11,2026-09-18,13,2026-09-04,2026-09-09,一般,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,坂本 一真,１　５５５２２　５２１
11,2026-09-18,13,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,柘植 政浩,２３３３４　１６３４２３
11,2026-09-18,13,2026-07-28,2026-08-02,ＳＧ,第３１回オーシャンカップ,吉田 裕平,１４５　１　４２６　１５
11,2026-09-18,14,2026-09-13,2026-09-18,一般,スポーツニッポン新聞社杯争奪　第５１回八景賞,池田 雄一,４　１２１４１２３６３６
11,2026-09-18,14,2026-09-04,2026-09-09,一般,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,杉山 太陽,落４６　１　６５
11,2026-09-18,14,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,高倉 孝太,２　Ｆ１４　２　４　３
11,2026-09-18,15,2026-09-13,2026-09-18,一般,スポーツニッポン新聞社杯争奪　第５１回八景賞,宇田川 信一,３５５　５　転６６　５
11,2026-09-18,15,2026-09-04,2026-09-09,一般,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,藤原 仙二,２　２３３１４１２１[５]
11,2026-09-18,15,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,港 理樹,６３６　３２６　３　５６
11,2026-09-18,16,2026-09-13,2026-09-18,一般,スポーツニッポン新聞社杯争奪　第５１回八景賞,間庭 菜摘,５　３５１３１４４４５４
11,2026-09-18,16,2026-08-26,2026-08-31,一般,ボートピア京都やわた開設１９周年記念,中島 秀治,１　１３４６５２４４５４
11,2026-09-18,16,2026-08-15,2026-08-20,一般,滋賀県知事杯争奪　第３０回びわこカップ,宮迫 暢彦,４　６３５３４　５　３４
