レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202608271401,2026-08-27,14,01R,08:32,2026-08-27T08:22:42.630914+09:00,1,49.5,2.5,6.8,-0.5,52.7,0.0,6.87,0.0,57.4,0.0,6.89,0.0,52.5,0.0,6.85,0.0,46.0,1.0,6.91,0.0,55.6,0.0,6.88,-0.5
202608271801,2026-08-27,18,01R,08:40,2026-08-27T08:30:34.008573+09:00,1,52.0,0.0,,0.0,52.4,0.0,,0.0,52.2,0.0,,-0.5,53.4,0.0,,0.0,53.8,0.0,,0.0,54.4,0.0,,0.0
202608271001,2026-08-27,10,01R,08:48,2026-08-27T08:38:28.332677+09:00,1,44.5,2.5,6.63,-0.5,47.0,0.0,6.72,-0.5,47.3,0.0,6.77,0.0,53.5,0.0,6.73,-0.5,48.6,0.0,6.78,-0.5,51.8,0.0,6.79,-0.5
202608271402,2026-08-27,14,02R,08:58,2026-08-27T08:48:19.330506+09:00,1,52.0,0.0,6.76,0.0,51.5,0.5,6.83,0.0,56.0,0.0,6.95,0.0,47.0,0.0,6.84,0.0,51.5,0.5,6.85,0.0,53.5,0.0,6.96,0.0
202608271802,2026-08-27,18,02R,09:06,2026-08-27T08:56:34.921841+09:00,1,54.9,0.0,7.08,0.0,52.0,0.0,7.15,0.0,52.0,0.0,6.98,0.0,52.0,0.0,7.01,-0.5,54.6,0.0,7.01,-0.5,51.5,0.5,7.1,0.0
202608271002,2026-08-27,10,02R,09:14,2026-08-27T09:04:36.098600+09:00,1,47.2,0.0,6.72,0.0,47.0,0.0,6.74,0.0,47.0,0.0,6.71,-0.5,44.5,2.5,6.71,-0.5,48.1,0.0,6.76,-0.5,45.0,2.0,6.68,0.0
202608271403,2026-08-27,14,03R,09:24,2026-08-27T09:14:27.873873+09:00,1,52.3,0.0,6.75,0.0,51.5,0.5,6.82,0.0,52.2,0.0,6.87,0.0,52.1,0.0,6.86,0.0,53.8,0.0,6.83,0.0,45.5,1.5,6.87,0.0
202608271803,2026-08-27,18,03R,09:32,2026-08-27T09:22:42.122799+09:00,1,52.4,0.0,,0.0,54.1,0.0,,0.0,52.0,0.0,,0.0,52.0,0.0,,0.0,54.7,0.0,,0.0,53.1,0.0,,0.0
202608271003,2026-08-27,10,03R,09:40,2026-08-27T09:30:41.455961+09:00,1,47.0,0.0,6.77,-0.5,45.5,1.5,6.64,0.0,47.0,0.0,6.8,-0.5,46.5,0.5,6.81,-0.5,49.1,0.0,6.78,-0.5,44.0,3.0,6.82,0.0
202608271404,2026-08-27,14,04R,09:50,2026-08-27T09:40:36.988271+09:00,1,53.1,0.0,6.87,0.0,52.0,0.0,6.88,0.0,52.3,0.0,6.83,0.0,47.5,0.0,6.92,0.0,52.0,0.0,6.89,-0.5,52.2,0.0,6.77,0.0
