レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202512110501,2025-12-11,05,01R,1,3,一周,まわり足,直線,木下 陽介,36.5,5.63,6.73,丹下 健,37.07,5.47,7.0,坪井 爽佑,37.07,5.97,6.93,岩井 繁,37.47,5.77,7.16,一瀬 明,37.13,6.3,6.67,金子 怜央,37.53,6.23,6.83
202512110502,2025-12-11,05,02R,1,3,一周,まわり足,直線,篠原 晟弥,37.33,6.0,6.69,近藤 友宝,37.8,6.03,7.0,小森 信雄,37.17,5.7,6.97,塚田 修二,36.77,5.6,6.93,貫地谷 直人,37.03,5.57,7.07,山口 裕二,37.23,5.4,7.15
202512110503,2025-12-11,05,03R,1,3,一周,まわり足,直線,佐藤 謙史朗,36.33,5.8,6.67,佐口 達也,37.37,5.6,6.93,泉 具巳,37.43,5.55,7.03,齊藤 大将,36.87,5.57,6.98,山口 広樹,37.3,5.77,6.93,阪本 勇介,37.63,5.67,7.11
202512110504,2025-12-11,05,04R,1,3,一周,まわり足,直線,山崎 昂介,36.92,5.57,6.93,吉川 喜継,37.53,5.53,6.93,坂井 滉哉,38.13,6.5,6.77,倉富 大誠,37.1,6.23,6.87,登玉 隼百,37.03,6.03,6.9,竹内 来,37.24,6.0,6.8
202512110505,2025-12-11,05,05R,1,3,一周,まわり足,直線,藤井 徹,37.05,5.52,6.93,田川 大貴,37.3,5.57,7.0,池永 太,37.77,6.03,6.93,小澤 和也,37.15,5.73,6.92,岩井 繁,37.59,5.74,7.13,米田 隆弘,37.77,5.67,7.3
202512110506,2025-12-11,05,06R,1,3,一周,まわり足,直線,間野 兼礼,36.74,5.7,6.86,坪井 爽佑,36.61,5.93,6.9,山田 祐也,37.63,5.83,6.9,鈴木 峻佑,37.47,5.71,6.93,塚田 修二,37.31,5.77,6.97,前原 大道,36.85,5.52,7.27
202512110507,2025-12-11,05,07R,1,3,一周,まわり足,直線,上野 俊樹,37.16,5.58,7.03,角谷 健吾,37.33,5.8,6.83,貫地谷 直人,38.23,5.87,6.97,木下 陽介,37.7,5.76,7.03,中山 雄太,37.46,5.63,7.0,泉 具巳,37.89,5.54,7.13
202512110508,2025-12-11,05,08R,1,3,一周,まわり足,直線,川北 浩貴,37.51,5.71,7.0,佐々木 翔斗,37.35,5.63,7.21,齊藤 大将,36.65,5.61,7.07,小森 信雄,36.98,5.68,7.03,金子 怜央,37.39,5.57,6.99,吉川 喜継,37.51,5.74,6.9
202512110509,2025-12-11,05,09R,1,3,一周,まわり足,直線,一瀬 明,36.7,5.64,6.85,山口 裕二,37.1,5.5,6.99,小澤 和也,37.2,5.76,7.07,阪本 勇介,37.84,5.46,7.28,岸本 隆,37.33,6.55,6.87,倉富 大誠,37.1,6.47,6.77
202512110510,2025-12-11,05,10R,1,3,一周,まわり足,直線,山口 広樹,37.9,5.63,7.0,谷 勝幸,37.64,5.43,7.26,山崎 裕司,38.12,5.57,7.2,藤井 徹,37.83,5.71,7.2,丸尾 義孝,37.55,5.92,7.07,山田 祐也,38.11,7.25,6.57
202512110511,2025-12-11,05,11R,1,3,一周,まわり足,直線,中山 雄太,36.63,5.59,6.92,前原 大道,36.85,5.17,7.0,大場 敏,37.06,5.64,6.93,佐藤 謙史朗,36.87,5.83,6.9,近藤 友宝,38.74,5.85,7.26,小池 公生,37.73,5.66,7.07
