レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201710260101,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,01R,1.0,3,1.0,1,12.0,19.0,1,1,52.3,0.0,6.74,-0.5,0.29,2,2,51.0,0.0,6.79,-0.5,0.44,3,3,51.5,0.0,6.88,-0.5,0.2,4,4,53.7,0.0,6.73,-0.5,0.12,5,5,51.1,0.0,6.8,-0.5,0.07,6,6,51.5,0.0,6.8,-0.5,0.13
201710260102,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,02R,3.0,1,2.0,1,18.0,18.0,1,1,51.0,0.0,6.89,-0.5,0.21,2,2,51.0,0.0,6.7,-0.5,0.34,3,3,51.0,0.0,6.87,-0.5,0.15,4,4,51.0,0.0,6.77,-0.5,0.11,5,5,51.0,0.0,6.67,-0.5,0.15,6,6,51.0,0.0,6.74,-0.5,0.01
201710260104,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,04R,2.0,1,1.0,1,18.0,19.0,1,1,50.5,0.5,6.78,0.0,0.18,2,2,51.0,0.0,6.69,-0.5,0.33,3,3,53.4,0.0,6.83,-0.5,0.05,4,4,52.4,0.0,6.8,-0.5,0.12,5,5,51.0,0.0,6.73,-0.5,0.12,6,6,53.3,0.0,6.71,-0.5,0.11
201710260105,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,05R,1.0,1,1.0,1,17.0,19.0,1,1,52.4,0.0,6.82,-0.5,0.07,2,2,53.8,0.0,6.76,-0.5,0.29,3,3,51.6,0.0,6.88,-0.5,0.05,4,4,51.3,0.0,6.77,-0.5,-0.01,5,5,51.3,0.0,6.82,-0.5,0.01,6,6,51.7,0.0,6.78,-0.5,0.09
201710260108,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,08R,1.0,,1.0,1,14.0,19.0,1,1,52.7,0.0,6.85,-0.5,-0.01,2,2,51.0,0.0,6.79,-0.5,-0.12,3,3,51.0,0.0,6.75,-0.5,-0.1,4,4,51.0,0.0,6.82,-0.5,-0.07,5,5,51.0,0.0,6.72,-0.5,-0.07,6,6,58.4,0.0,6.81,-0.5,-0.01
201710260109,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,09R,1.0,,1.0,1,14.0,19.0,1,1,51.0,0.0,6.83,-0.5,0.03,2,2,51.3,0.0,6.86,-0.5,0.11,3,3,51.0,0.0,6.85,-0.5,0.01,4,4,51.1,0.0,6.8,-0.5,0.1,5,5,53.3,0.0,6.75,-0.5,0.06,6,6,51.0,0.0,6.83,-0.5,0.07
201710260110,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,10R,0.0,1,0.0,1,13.0,19.0,1,1,51.0,0.0,6.83,-0.5,0.03,2,3,52.4,0.0,6.78,-0.5,0.11,3,4,51.2,0.0,6.9,-0.5,0.08,4,5,53.1,0.0,6.78,-0.5,-0.01,5,6,51.0,0.0,6.84,-0.5,0.07,6,2,53.7,0.0,6.78,-0.5,0.07
201710260111,第５１回東京中日スポーツ杯・ルーキーシリーズ,2017-10-26,1,11R,0.0,1,0.0,1,13.0,19.0,1,1,51.0,0.0,6.64,-0.5,0.08,2,2,50.5,0.5,6.75,-0.5,0.17,3,3,51.0,0.0,6.74,-0.5,0.15,4,4,51.1,0.0,6.76,-0.5,0.1,5,5,53.8,0.0,6.79,-0.5,0.07,6,6,52.2,0.0,6.76,-0.5,0.12
201710260301,第１８回日本財団会長杯,2017-10-26,3,01R,3.0,1,5.0,1,18.0,15.0,1,1,55.1,0.0,6.8,0.5,0.02,2,2,53.4,0.0,6.85,0.5,0.13,3,3,55.0,0.0,6.82,0.0,-0.01,4,4,52.0,0.0,6.75,-0.5,0.03,5,5,54.0,0.0,6.65,0.0,-0.11,6,6,52.2,0.0,6.72,0.0,0.21
201710260302,第１８回日本財団会長杯,2017-10-26,3,02R,3.0,1,5.0,1,17.0,15.0,1,1,53.0,0.0,6.81,0.0,0.04,2,2,50.5,0.5,6.77,0.0,0.08,3,3,51.0,0.0,6.85,0.0,0.19,4,4,54.7,0.0,6.78,0.0,0.09,5,5,54.3,0.0,6.73,0.0,0.06,6,6,56.5,0.0,6.74,0.0,0.46
