レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201711020201,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,01R,2.0,1,1.0,1,20.0,16.0,1,1,52.1,0.0,6.77,-0.5,0.04,2,2,50.5,0.5,6.83,-0.5,-0.03,3,3,54.2,0.0,6.79,0.0,-0.02,4,4,51.0,0.0,6.75,-0.5,0.15,5,6,55.2,0.0,6.8,-0.5,-0.02,6,5,57.2,0.0,6.75,-0.5,0.04
201711020202,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,02R,0.0,1,0.0,1,17.0,15.0,1,1,51.0,0.0,6.67,-0.5,-0.04,2,2,48.5,2.5,6.7,-0.5,0.26,3,3,51.0,0.0,6.78,-0.5,-0.01,4,4,50.0,1.0,6.76,-0.5,-0.01,5,5,51.5,0.0,6.8,-0.5,0.14,6,6,50.0,1.0,6.69,0.5,0.13
201711020203,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,03R,0.0,1,0.0,1,18.0,15.0,1,1,49.0,2.0,6.77,-0.5,-0.01,2,6,50.0,1.0,6.71,-0.5,0.14,3,2,51.0,0.0,6.67,-0.5,-0.02,4,3,51.0,0.0,6.66,-0.5,-0.03,5,4,54.2,0.0,6.73,-0.5,0.16,6,5,52.4,0.0,6.72,-0.5,0.07
201711020204,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,04R,0.0,1,0.0,1,18.0,15.0,1,1,53.3,0.0,6.71,-0.5,0.17,2,2,51.9,0.0,6.79,0.0,0.09,3,3,51.0,0.0,6.7,-0.5,0.08,4,4,51.1,0.0,6.72,-0.5,0.11,5,5,51.2,0.0,6.71,-0.5,-0.01,6,6,50.5,0.5,6.77,-0.5,-0.07
201711020205,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,05R,1.0,,0.0,1,18.0,15.0,1,1,51.0,0.0,6.68,-0.5,0.26,2,3,53.4,0.0,6.68,-0.5,0.16,3,4,50.5,0.5,6.73,-0.5,0.16,4,5,54.9,0.0,6.73,-0.5,-0.02,5,6,50.5,0.5,6.73,0.0,-0.15,6,2,51.0,0.0,6.83,-0.5,0.21
201711020206,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,06R,0.0,1,0.0,1,19.0,15.0,1,1,54.2,0.0,6.8,0.0,-0.03,2,2,57.6,0.0,6.76,-0.5,0.03,3,3,52.9,0.0,6.74,-0.5,0.01,4,4,56.0,0.0,6.77,-0.5,-0.01,5,6,50.0,1.0,6.68,0.5,0.06,6,5,53.9,0.0,6.76,-0.5,0.12
201711020207,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,07R,1.0,1,0.0,1,19.0,15.0,1,1,51.7,0.0,6.79,-0.5,0.12,2,2,50.0,1.0,6.77,-0.5,0.02,3,3,53.3,0.0,6.78,-0.5,0.07,4,4,57.2,0.0,6.66,-0.5,0.06,5,5,49.0,2.0,6.74,-0.5,0.08,6,6,50.0,1.0,6.68,-0.5,0.13
201711020208,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,08R,2.0,1,1.0,1,19.0,16.0,1,1,51.0,0.0,6.7,-0.5,0.12,2,2,53.3,0.0,6.69,-0.5,0.27,3,3,51.0,0.0,6.56,-0.5,0.02,4,4,50.5,0.5,6.71,-0.5,-0.07,5,5,51.0,0.0,6.62,-0.5,0.03,6,6,51.9,0.0,6.77,0.0,0.11
201711020209,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,09R,3.0,1,1.0,1,19.0,16.0,1,1,54.9,0.0,6.68,-0.5,0.06,2,2,51.0,0.0,6.77,-0.5,0.25,3,3,51.0,0.0,6.8,-0.5,0.25,4,4,51.2,0.0,6.75,-0.5,0.17,5,5,55.7,0.0,6.75,-0.5,0.18,6,6,50.5,0.5,6.69,-0.5,0.29
201711020210,本命バトル祭・第１７回スカパー！・ＪＬＣ杯,2017-11-02,2,10R,1.0,1,0.0,1,19.0,16.0,1,1,51.0,0.0,6.75,-0.5,0.11,2,2,56.0,0.0,6.76,-0.5,-0.02,3,3,52.4,0.0,6.75,-0.5,-0.01,4,4,52.1,0.0,6.8,-0.5,0.03,5,5,51.0,0.0,6.79,-0.5,-0.08,6,6,53.4,0.0,6.79,-0.5,0.24
