レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202501050101,2025-01-05,1,01R,1,3,半周ラップ,まわり足,直線,高山 秀雄,18.24,4.47,7.5,森下 勇,18.26,4.41,7.5,長谷川 充,18.19,4.55,7.63,久保原 秀人,18.3,4.34,7.69,高橋 涼夏,18.72,4.52,7.6,金子 賢志,18.23,4.44,7.74
202501050102,2025-01-05,1,02R,1,3,半周ラップ,まわり足,直線,須藤 隆雄,18.47,4.61,7.62,本橋 克洋,18.31,4.64,7.65,菊池 峰晴,18.39,4.53,7.67,河内 悠利杏,18.49,4.92,7.67,岩崎 麗子,18.82,5.03,7.61,土屋 千明,18.61,4.66,7.55
202501050103,2025-01-05,1,03R,1,3,半周ラップ,まわり足,直線,土屋 太朗,18.23,4.41,7.48,塚越 海斗,18.35,4.61,7.62,藤生 雄人,18.62,4.45,7.69,島倉 都,18.59,4.47,7.83,鈴木 唯央,18.4,4.56,7.61,鳥居塚 孝博,18.23,4.53,7.67
202501050104,2025-01-05,1,04R,1,3,半周ラップ,まわり足,直線,亀山 雅幸,18.29,4.47,7.42,生方 靖亜,18.23,4.74,7.56,岩下 巧斗,18.11,4.72,7.55,久田 敏之,18.37,4.37,7.64,上村 純一,18.12,4.46,7.52,田中 堅,18.26,4.64,7.54
202501050105,2025-01-05,1,05R,1,3,半周ラップ,まわり足,直線,長谷川 晴哉,18.17,4.53,7.47,土屋 智則,18.66,4.36,7.59,今泉 徹,18.41,4.4,7.61,品川 賢次,18.51,4.52,7.53,金子 賢志,18.45,4.67,7.57,富澤 祐作,18.63,4.47,7.58
202501050106,2025-01-05,1,06R,1,3,半周ラップ,まわり足,直線,津久井 拓也,18.14,4.47,7.62,久保原 秀人,18.54,4.42,7.66,栗原 謙治,18.52,4.48,7.73,岩崎 麗子,18.86,4.67,7.72,石井 孝之,18.62,4.62,7.68,河内 悠利杏,18.53,5.33,7.74
202501050107,2025-01-05,1,07R,1,3,半周ラップ,まわり足,直線,金児 隆太,18.17,4.45,7.74,藤井 太雅,18.52,4.64,7.67,本橋 克洋,18.6,4.63,7.73,渡辺 史之,18.33,4.75,7.55,島倉 都,18.44,5.17,7.63,高橋 涼夏,18.76,4.72,7.87
202501050108,2025-01-05,1,08R,1,3,半周ラップ,まわり足,直線,上村 純一,18.15,4.25,7.66,寺本 昇平,18.44,4.56,7.64,金子 猛志,18.42,4.83,7.74,岩下 巧斗,18.36,4.8,7.62,大澤 風葵,18.56,4.95,7.72,湯淺 紀香,18.56,4.65,7.59
202501050109,2025-01-05,1,09R,1,3,半周ラップ,まわり足,直線,中里 英夫,18.35,4.67,7.64,菊池 峰晴,18.59,4.67,7.69,田中 堅,18.49,4.6,7.71,土屋 千明,18.69,4.53,7.69,藤生 雄人,18.49,4.53,7.59,伊久間 陽優,18.17,4.42,7.59
202501050110,2025-01-05,1,10R,1,3,半周ラップ,まわり足,直線,鳥居塚 孝博,18.48,4.55,7.7,津久井 拓也,18.17,4.33,7.56,生方 靖亜,18.37,4.68,7.56,長谷川 晴哉,18.07,4.68,7.6,亀山 雅幸,18.2,4.53,7.5,須藤 隆雄,18.65,4.85,7.59
202501050111,2025-01-05,1,11R,1,3,半周ラップ,まわり足,直線,富澤 祐作,18.16,4.55,7.49,久田 敏之,18.16,4.53,7.63,土屋 智則,18.19,4.56,7.51,塚越 海斗,18.47,4.74,7.58,金児 隆太,18.24,4.78,7.55,土屋 太朗,18.5,4.6,7.59
202501050112,2025-01-05,1,12R,1,3,半周ラップ,まわり足,直線,毒島 誠,17.83,4.26,7.63,関 浩哉,18.2,4.5,7.54,馬場 剛,18.66,4.68,7.59,橋本 久和,18.38,4.4,7.66,江口 晃生,18.34,4.61,7.59,後藤 盛也,18.34,4.4,7.61
202501050201,2025-01-05,2,01R,1,3,一周,まわり足,直線,後藤 浩,36.27,5.53,6.83,小川 竜太朗,36.67,5.43,6.98,石田 貴洋,37.13,5.53,6.99,浅見 昌克,36.58,5.52,6.93,齋藤 智裕,37.07,5.57,7.03,小山 勉,36.73,5.4,7.02
202501050202,2025-01-05,2,02R,1,3,一周,まわり足,直線,平川 香織,37.16,5.43,7.01,中村 裕将,37.17,5.63,7.0,松本 純平,36.74,5.53,6.98,石塚 久也,37.57,5.4,7.05,青木 蓮,36.73,5.3,6.93,田中 瀬里奈,37.23,5.23,7.19
202501050203,2025-01-05,2,03R,1,3,一周,まわり足,直線,西村 勝,36.37,5.49,6.88,浜田 亜理沙,36.8,5.43,6.88,砂長 知輝,37.07,5.37,6.97,大久保 佑香,37.78,6.13,7.05,畑田 汰一,36.94,5.74,6.92,中野 希一,37.2,5.4,6.97
202501050204,2025-01-05,2,04R,1,3,一周,まわり足,直線,滝沢 芳行,36.78,5.73,6.9,秋元 哲,36.43,5.5,6.94,黒井 達矢,37.43,5.64,6.92,佐藤 航,36.4,5.6,7.07,中里 昌志,37.06,5.6,7.06,高木 茉白,37.65,5.55,6.91
202501050205,2025-01-05,2,05R,1,3,一周,まわり足,直線,中田 夕貴,36.02,5.47,6.78,小黒 竜吾,36.83,5.63,6.9,尾上 雅也,36.94,5.75,6.88,桐生 順平,36.14,5.37,6.9,浅見 昌克,36.77,5.83,6.97,清埜 翔子,36.62,5.68,6.87
202501050206,2025-01-05,2,06R,1,3,一周,まわり足,直線,関根 彰人,36.05,5.49,6.73,有賀 達也,36.45,5.47,6.94,小川 竜太朗,37.0,5.76,6.9,田中 瀬里奈,37.5,5.73,7.03,中田 竜太,36.99,5.46,6.92,黄金井 力良,37.19,5.43,7.0
202501050207,2025-01-05,2,07R,1,3,一周,まわり足,直線,鈴木 博,36.35,5.38,7.1,飛田 江己,37.4,5.57,6.87,齋藤 智裕,37.47,5.96,6.97,青木 蓮,36.73,5.6,6.83,佐藤 翼,36.26,5.63,6.77,大久保 佑香,37.73,5.98,7.01
