レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202501170101,2025-01-17,01,01R,1,3,半周ラップ,まわり足,直線,崎 利仁,19.58,5.2,8.21,横田 茂,19.84,5.39,8.43,岡部 哲,19.68,5.01,8.47,堤 昇,19.61,5.42,8.11,津留 浩一郎,19.33,5.32,7.98,古結 宏,18.96,5.0,7.87
202501170102,2025-01-17,01,02R,1,3,半周ラップ,まわり足,直線,池本 輝明,18.71,4.57,7.8,長谷川 充,18.71,4.76,7.84,天野 晶夫,19.3,5.33,7.96,平石 和男,19.0,5.16,7.84,川添 英正,18.85,4.62,7.9,三嶌 誠司,18.81,4.68,8.04
202501170103,2025-01-17,01,03R,1,3,半周ラップ,まわり足,直線,中村 裕将,18.97,4.61,8.05,山本 英志,18.94,4.86,8.06,岡部 貴司,19.05,4.81,8.0,鳥居塚 孝博,19.0,4.59,7.97,深井 利寿,18.53,4.64,7.88,谷 勝幸,19.62,4.72,8.2
202501170104,2025-01-17,01,04R,1,3,半周ラップ,まわり足,直線,谷本 幸司,18.39,4.48,7.73,富山 弘幸,18.88,4.79,7.81,佐口 達也,18.85,4.86,7.95,鈴木 博,18.99,4.81,8.01,高橋 英之,19.07,4.71,7.88,上之 晃弘,18.94,4.85,7.87
202501170105,2025-01-17,01,05R,1,3,半周ラップ,まわり足,直線,宮迫 暢彦,18.45,4.45,7.63,服部 幸男,19.19,5.26,7.66,細川 明人,19.46,5.22,7.9,飯山 泰,18.6,4.61,7.69,馬袋 義則,18.62,4.61,7.76,杉江 浩明,18.88,4.77,7.87
202501170106,2025-01-17,01,06R,1,3,半周ラップ,まわり足,直線,柴田 光,18.15,4.28,7.72,森 弘行,19.03,4.78,7.82,宮本 裕之,18.52,4.56,7.76,長谷川 充,18.46,4.57,7.7,西村 秀樹,18.87,4.74,7.84,横田 茂,18.98,4.71,7.9
202501170107,2025-01-17,01,07R,1,3,半周ラップ,まわり足,直線,鳥居塚 孝博,18.5,4.84,7.77,津留 浩一郎,18.47,4.43,7.7,三角 哲男,18.5,4.45,7.84,藤生 雄人,18.64,4.64,7.85,池本 輝明,18.68,4.64,7.91,安藤 裕貴,18.85,4.72,7.76
202501170109,2025-01-17,01,09R,1,3,半周ラップ,まわり足,直線,川添 英正,18.75,4.74,7.72,古結 宏,18.84,5.13,7.69,飯山 泰,18.95,4.91,7.77,重成 一人,18.73,4.84,7.72,中村 裕将,18.81,4.92,7.8,富山 弘幸,18.98,4.8,7.92
202501170110,2025-01-17,01,10R,1,3,半周ラップ,まわり足,直線,天野 晶夫,18.52,4.45,7.8,深井 利寿,18.19,4.39,7.68,宮迫 暢彦,18.64,4.74,7.82,大澤 普司,18.78,4.92,7.72,富永 正人,18.65,4.94,7.7,牧 宏次,18.78,5.08,7.78
202501170111,2025-01-17,01,11R,1,3,半周ラップ,まわり足,直線,鈴木 博,18.48,4.49,7.76,馬袋 義則,18.52,4.6,7.81,繁野谷 圭介,18.72,4.53,7.8,三嶌 誠司,18.51,4.61,7.69,山本 英志,18.69,4.48,7.91,堤 昇,18.73,4.53,7.63
