レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202409090101,2024-09-09,01,01R,1,3,半周ラップ,まわり足,直線,西舘 果里,18.31,4.67,7.73,山下 友貴,18.44,4.79,7.89,浅見 宗孝,18.63,4.48,7.91,清水 未唯,18.78,4.47,7.77,折下 寛法,18.52,4.57,7.91,大庭 元明,18.88,4.71,7.97
202409090102,2024-09-09,01,02R,1,3,半周ラップ,まわり足,直線,近藤 友宝,18.75,4.69,7.74,鹿島 敏弘,18.67,4.58,7.88,大谷 直弘,18.9,4.63,7.83,中岡 正彦,18.95,5.0,7.85,小宮 涼雅,18.54,4.53,7.81,松本 晶恵,18.83,4.62,7.89
202409090103,2024-09-09,01,03R,1,3,半周ラップ,まわり足,直線,喜多 那由夏,18.46,4.37,7.78,山田 和佐,18.34,4.32,7.76,伊久間 陽優,18.59,4.5,7.86,一柳 和孝,18.68,4.42,7.72,池田 雷太,18.76,4.63,7.87,上條 嘉嗣,18.57,4.44,7.67
202409090104,2024-09-09,01,04R,1,3,半周ラップ,まわり足,直線,古賀 智之,18.95,4.44,7.8,小林 一樹,18.92,4.36,7.92,山地 正樹,19.09,4.45,8.01,廣瀬 将亨,18.73,4.42,7.84,川口 貴久,19.45,4.89,7.87,北村 征嗣,18.62,4.54,7.79
202409090105,2024-09-09,01,05R,1,3,半周ラップ,まわり足,直線,上田 隆章,18.57,4.35,7.94,大橋 純一郎,18.5,4.67,7.92,越智 照浩,18.8,4.65,7.94,渋谷 明憲,18.65,4.47,7.82,野末 智一,18.5,4.36,7.78,佐藤 大介,19.03,4.6,7.92
202409090106,2024-09-09,01,06R,1,3,半周ラップ,まわり足,直線,藤生 雄人,18.69,4.84,7.81,村田 敦,18.99,4.59,8.0,木場 雄二郎,18.83,4.45,7.83,浅見 宗孝,18.92,4.56,7.86,近藤 友宝,19.83,4.86,7.86,石原 凪紗,18.69,4.94,7.67
202409090107,2024-09-09,01,07R,1,3,半周ラップ,まわり足,直線,大谷 直弘,18.65,4.31,7.79,西舘 果里,18.8,4.47,7.89,香川 素子,18.68,4.64,7.77,伊久間 陽優,18.4,4.44,7.8,楠 将太郎,18.59,4.59,7.78,井澤 聖奈,19.17,5.1,7.97
202409090108,2024-09-09,01,08R,1,3,半周ラップ,まわり足,直線,一柳 和孝,18.32,4.38,7.77,川口 貴久,18.66,4.66,7.91,川上 清人,18.7,4.77,8.03,鹿島 敏弘,18.68,4.7,7.81,三角 哲男,18.88,4.8,7.84,山下 友貴,19.05,4.64,7.83
202409090109,2024-09-09,01,09R,1,3,半周ラップ,まわり足,直線,越智 照浩,18.76,4.25,7.89,松本 晶恵,19.0,4.54,7.82,川合 理司,19.3,4.49,8.11,上條 嘉嗣,18.6,4.42,7.78,大庭 元明,18.85,4.52,7.85,山地 正樹,18.9,4.73,7.82
202409090110,2024-09-09,01,10R,1,3,半周ラップ,まわり足,直線,折下 寛法,18.61,4.58,7.95,藤生 雄人,18.8,4.66,7.88,野末 智一,18.56,4.48,7.93,喜多 那由夏,18.94,4.7,7.71,渡辺 浩司,18.77,4.6,7.95,小宮 涼雅,19.05,4.65,7.89
202409090111,2024-09-09,01,11R,1,3,半周ラップ,まわり足,直線,野村 誠,18.62,4.59,8.0,佐藤 大介,18.9,4.58,7.94,池田 雷太,18.61,4.96,7.97,飯山 泰,18.69,4.52,7.76,清水 未唯,19.09,4.48,7.96,廣瀬 将亨,18.64,4.81,7.86
202409090112,2024-09-09,01,12R,1,3,半周ラップ,まわり足,直線,香川 素子,18.92,4.5,7.81,北村 征嗣,18.71,4.48,7.87,中岡 正彦,19.04,4.77,7.82,三角 哲男,18.93,4.7,7.96,小坂 宗司,18.71,4.46,7.78,大橋 純一郎,18.94,4.62,7.9
202409090401,2024-09-09,04,01R,1,3,一周,まわり足,直線,鈴木 猛,37.51,5.23,7.8,萬 正嗣,38.1,5.5,7.75,有賀 達也,37.33,5.27,7.68,宮嵜 隆太郎,38.43,5.41,7.79,花田 凱成,37.93,5.95,7.61,佐藤 世那,37.77,5.37,7.7
202409090402,2024-09-09,04,02R,1,3,一周,まわり足,直線,東 潤樹,38.23,5.49,7.94,東本 勝利,37.47,5.37,7.72,長尾 章平,37.9,5.57,7.78,近藤 稔也,38.5,5.8,7.83,下河 誉史,38.1,5.52,7.74,栗原 謙治,38.3,5.5,7.9
202409090403,2024-09-09,04,03R,1,3,一周,まわり足,直線,金子 良昭,37.84,5.46,7.81,齊藤 仁,37.34,5.5,7.83,前野 竜一,37.95,5.31,7.85,島崎 丈一朗,38.25,5.33,7.84,小倉 康典,38.5,5.57,7.74,加藤 翔,38.53,5.66,7.77
202409090404,2024-09-09,04,04R,1,3,一周,まわり足,直線,森作 広大,37.63,5.3,7.85,抹香 雄三,37.56,5.49,7.79,酒井 陽祐,37.77,5.87,7.6,横井 健太,37.83,5.76,7.69,田村 隆信,37.87,5.53,7.86,北川 太一,37.83,5.53,7.66
202409090405,2024-09-09,04,05R,1,3,一周,まわり足,直線,岡 祐臣,37.57,5.27,7.62,高野 心吾,37.99,5.81,7.59,中村 守成,38.2,5.47,7.66,石渡 翔一郎,37.83,5.55,7.63,佐藤 世那,38.23,5.47,7.65,島田 一生,37.8,5.57,7.58
202409090406,2024-09-09,04,06R,1,3,一周,まわり足,直線,伊達 正利,37.9,5.37,7.8,横田 貴満,37.77,5.8,7.63,汐崎 正則,38.45,5.53,7.7,有賀 達也,37.47,5.23,7.63,野間 大樹,37.63,5.4,7.7,國弘 翔平,37.88,5.66,7.63
202409090407,2024-09-09,04,07R,1,3,一周,まわり足,直線,宮嵜 隆太郎,37.76,5.26,7.77,金子 良昭,38.27,5.67,7.68,新田 泰章,38.37,5.63,7.73,長尾 章平,38.07,5.5,7.67,渡部 悟,38.21,5.37,7.73,菅沼 佳昭,38.37,5.43,7.63
202409090408,2024-09-09,04,08R,1,3,一周,まわり足,直線,抹香 雄三,37.69,5.3,7.81,小倉 康典,38.33,5.5,7.7,花田 凱成,37.87,5.6,7.7,柳沢 一,37.93,5.3,7.73,村上 功祐,37.87,5.37,7.77,近藤 稔也,38.59,5.57,7.67
