レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202601162401,2,5,3,5,2,4,×,×,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,,5,×,0.3,0.06,0.12,0.19,0.09,0.48,0.13,0.13,0.17,0.08,-0.03,,0.15799999999999997
202601162402,1,2,5,1,3,2,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.16,0.17,0.18,0.19,0.13,0.2,0.11,0.2,0.1,0.17,0.15,0.25,0.05833333333333335
202601162403,1,4,2,2,3,4,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.02,0.1,0.09,0.08,0.2,0.13,0.04,0.15,0.09,0.1,0.02,0.18,0.07333333333333335
202601162404,1,2,3,1,2,5,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.08,0.14,0.13,0.19,0.17,0.15,0.12,0.19,0.26,0.15,0.14,0.1,0.06000000000000002
202601162405,1,3,4,1,2,4,○,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.15,0.0,0.17,-0.02,0.15,-0.01,0.23,0.04,0.27,0.04,0.3,0.18833333333333332
202601162406,1,3,6,1,3,2,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.13,0.06,0.01,0.12,0.05,0.13,0.13,0.13,0.09,0.16,0.06,0.15,0.07
202601162407,1,4,2,1,3,2,○,×,○,×,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.05,0.06,-0.01,0.11,0.01,0.15,0.19,0.14,0.13,0.15,0.11,0.2,0.08833333333333332
202601162408,1,2,4,3,1,2,×,×,×,×,逃げ,差し,×,1.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,6.0,6.0,3,×,0.15,0.18,0.11,0.22,0.09,0.23,0.1,0.2,0.12,0.27,0.17,0.23,0.09833333333333334
202601162409,1,2,3,1,3,5,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.1,0.09,0.14,0.14,0.23,0.11,0.07,0.13,0.1,0.12,-0.06,0.17,0.07333333333333333
202601162410,1,3,2,1,3,6,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.02,0.08,0.1,0.16,0.09,0.11,0.29,0.14,0.08,0.13,0.03,0.15,0.07666666666666666
202601162411,1,3,2,3,1,2,×,×,○,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.24,0.19,0.09,0.12,0.13,0.15,0.33,0.13,0.07,0.12,0.11,0.14,0.06333333333333334
202601162412,1,4,3,1,3,5,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.32,0.14,0.17,0.08,0.19,0.2,0.23,0.21,0.18,0.31,0.13,0.21,0.085
202601162301,1,4,5,1,2,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,,6.0,,4,×,0.46,0.01,0.15,0.03,0.19,0.03,0.24,0.02,0.21,,0.39,,0.23750000000000002
202601162302,1,2,3,1,2,6,○,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,4,×,-0.05,0.22,-0.05,0.22,0.05,0.25,0.09,0.34,-0.01,0.43,0.01,0.39,0.3016666666666667
202601162304,2,4,1,4,2,1,×,×,○,×,差し,差し,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.01,0.09,0.03,0.18,-0.02,0.15,-0.02,0.13,-0.03,0.12,0.01,0.17,0.14333333333333334
202601162305,1,2,4,6,4,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,6.0,6.0,4.0,4.0,6,○,-0.11,0.14,0.09,0.24,0.11,0.13,0.16,0.16,0.38,0.22,0.09,0.16,0.10833333333333335
202601162306,4,3,1,4,2,3,○,×,×,×,差し,差し,○,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,4,×,0.01,0.22,0.24,0.11,0.09,0.11,0.11,0.09,-0.03,0.22,-0.14,0.23,0.16666666666666666
202601162307,2,1,5,2,1,3,○,○,×,×,差し,差し,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.07,0.19,0.27,0.26,0.24,0.32,0.06,0.28,0.01,0.27,-0.12,0.27,0.18000000000000002
202601162308,1,2,5,1,5,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.07,0.23,0.01,0.09,0.09,0.14,0.25,0.22,0.26,0.18,0.26,0.21,0.07500000000000001
202601162309,3,1,2,1,3,5,×,×,×,×,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,4,×,0.02,0.13,0.13,0.19,0.06,0.12,0.06,0.19,-0.03,0.15,-0.02,0.08,0.10666666666666667
202601162310,1,2,3,2,5,4,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.02,0.15,0.03,0.17,0.03,0.18,0.32,0.18,0.09,0.12,0.26,0.18,0.11166666666666669
202601162311,1,4,3,1,5,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,,,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5,×,-0.03,0.16,,,0.07,0.16,0.05,0.16,0.11,0.18,0.06,0.23,0.126
202601162312,1,4,2,1,6,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.03,0.06,-0.04,0.07,0.16,0.03,0.09,0.11,0.26,0.14,0.11,0.09,0.08166666666666668
202601160101,1,1,6,3,1,4,×,○,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,3.0,3.0,6,○,0.08,0.19,0.11,0.19,-0.14,0.07,-0.1,0.05,-0.1,0.06,-0.09,0.27,0.17833333333333334
202601160102,1,1,2,6,2,5,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.03,0.2,-0.03,0.2,-0.05,0.24,0.14,0.36,0.08,0.19,0.13,0.19,0.18000000000000002
202601160103,1,1,2,5,4,3,×,×,×,×,逃げ,差し,×,1.0,1.0,3.0,2.0,4.0,5.0,,3.0,2.0,4.0,5.0,6.0,1,×,-0.06,0.16,0.05,0.23,0.03,0.08,,0.11,-0.01,0.12,0.07,0.12,0.12600000000000003
202601160104,1,1,3,4,5,1,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.17,0.15,0.12,0.19,0.0,0.18,0.1,0.07,0.15,0.12,0.01,0.13,0.07500000000000001
202601160105,1,1,2,2,1,6,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.08,0.1,0.07,0.15,0.07,0.08,0.21,0.11,0.03,0.18,0.01,0.21,0.09333333333333332
202601160106,1,1,3,1,5,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0,4,×,0.05,0.21,0.06,0.22,0.04,0.18,-0.01,0.12,-0.01,0.11,0.17,0.1,0.13
202601160107,1,1,3,1,5,3,○,×,○,×,逃げ,逃げ,○,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,4,×,-0.06,0.23,-0.07,0.26,-0.02,0.23,0.15,0.29,0.12,0.33,0.11,0.32,0.2383333333333333
202601160108,1,1,4,3,1,5,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,4,×,0.21,0.18,0.07,0.17,-0.02,0.19,-0.1,0.21,-0.04,0.21,0.06,0.2,0.17333333333333334
202601160110,1,1,2,4,1,5,×,○,×,×,逃げ,まくり,×,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.03,0.12,-0.1,0.15,-0.04,0.18,0.19,0.04,0.16,0.1,0.18,0.16,0.13166666666666668
202601160111,1,1,2,1,3,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.05,0.11,-0.01,0.18,0.17,0.1,0.05,0.08,0.09,0.09,-0.02,0.13,0.09999999999999999
202601160112,1,1,2,1,2,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,,,5.0,5.0,5,×,-0.01,0.19,0.03,0.23,0.0,0.21,0.05,0.2,,,0.08,0.22,0.18
202601162201,1,2,3,1,4,3,○,×,○,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.01,0.15,0.09,0.16,-0.02,0.17,-0.03,0.19,0.02,0.25,0.05,0.25,0.17500000000000002
202601162202,1,3,2,1,2,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.17,0.15,0.17,0.18,-0.01,0.17,-0.04,0.24,-0.03,0.28,0.13,0.41,0.18000000000000002
202601162204,1,3,2,1,5,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,5,×,0.08,0.12,0.03,,0.04,0.17,0.12,0.1,0.09,0.16,-0.01,0.13,0.08
202601162205,1,3,2,2,5,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,3,×,0.11,0.16,0.17,0.19,0.03,0.19,0.26,0.24,0.15,0.18,0.15,0.26,0.065
202601162206,1,3,2,1,3,4,○,○,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,6,○,0.2,0.14,0.09,0.05,-0.01,0.08,-0.03,0.1,0.13,0.21,0.08,0.17,0.08166666666666668
202601162208,1,2,3,1,3,5,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.16,0.22,0.05,0.21,0.0,0.24,-0.18,0.17,-0.14,0.21,-0.12,0.19,0.245
202601162209,1,2,3,1,2,5,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.17,0.1,0.1,0.09,0.2,0.13,0.17,0.11,0.34,0.09,0.14,0.14,0.07666666666666667
202601162210,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.13,0.05,0.03,0.09,0.09,0.23,0.12,0.17,0.21,0.14,0.1,0.16,0.07666666666666667
202601162211,1,3,2,5,2,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.08,0.1,0.2,0.12,0.1,0.09,0.02,0.06,-0.05,0.12,0.06,0.11,0.06166666666666667
202601162212,1,3,2,1,2,6,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.01,0.13,0.05,0.11,0.1,0.12,0.19,0.28,0.16,0.29,0.16,0.24,0.08333333333333333
202601161201,1,2,4,1,3,2,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.03,0.12,0.06,0.11,0.07,0.08,-0.05,0.18,-0.01,0.13,0.06,0.16,0.10333333333333333
202601161202,1,2,4,2,3,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.01,0.11,0.13,0.08,0.07,0.04,-0.03,0.09,-0.01,0.1,0.08,0.1,0.07166666666666667
202601161203,1,3,2,4,6,1,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,6,○,-0.08,0.19,-0.08,0.18,-0.13,0.13,0.05,0.07,-0.06,0.11,0.03,0.07,0.17
202601161204,1,2,4,2,1,4,×,×,○,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.04,0.2,0.04,0.27,-0.07,0.3,-0.05,0.26,-0.07,0.26,0.04,0.34,0.2833333333333334
202601161205,1,2,4,1,2,5,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,4,×,0.03,0.17,0.06,0.15,0.01,0.27,0.1,0.13,0.06,0.13,0.03,0.12,0.11333333333333334
202601161206,1,3,5,3,5,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.21,0.25,0.13,0.28,0.1,0.22,0.13,0.28,0.02,0.19,0.19,0.23,0.11166666666666669
202601161207,1,2,6,4,5,1,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,4,×,-0.04,0.2,0.09,0.18,-0.03,0.14,0.15,0.06,-0.07,0.14,-0.05,0.08,0.155
202601161208,1,3,5,1,3,4,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.07,0.08,0.5,0.12,0.17,0.11,-0.01,0.16,0.09,0.21,0.05,0.19,0.14666666666666667
202601161209,1,3,4,1,5,6,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.08,0.21,-0.07,0.22,-0.06,0.2,-0.03,0.22,-0.01,0.24,-0.01,0.2,0.2316666666666667
