レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202601052401,1,2,5,1,2,3,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.1,0.13,0.02,0.13,-0.01,0.14,0.03,0.18,0.02,0.11,-0.04,0.11,0.11333333333333334
202601052402,1,4,5,4,1,2,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,,6.0,6.0,5,×,0.12,0.22,0.12,0.3,0.03,0.3,-0.04,0.28,0.01,,0.07,0.35,0.23000000000000004
202601052403,1,4,3,3,1,2,×,×,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,,5.0,5.0,6.0,6.0,5,×,0.04,0.12,0.01,0.14,0.16,0.16,-0.21,,-0.1,0.16,-0.03,0.19,0.13799999999999998
202601052404,3,1,5,1,6,3,×,×,×,×,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.09,0.11,0.07,0.09,0.03,0.03,0.03,0.01,0.05,0.01,0.08,0.034999999999999996
202601052405,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.04,0.05,0.24,0.07,0.04,0.11,0.26,0.27,0.19,0.16,0.24,0.17,0.06
202601052406,1,3,4,1,5,4,○,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.07,0.17,0.0,0.22,-0.01,0.23,0.09,0.21,0.18,0.25,0.1,0.25,0.15
202601052407,1,2,3,1,3,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.14,0.2,0.11,0.2,0.19,0.2,0.05,0.19,-0.06,0.17,0.21,0.13,0.10166666666666667
202601052408,3,1,6,1,3,6,×,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.1,0.03,0.11,0.02,0.18,0.07,-0.02,0.18,-0.08,0.14,-0.11,0.17,0.16166666666666665
202601052409,1,3,2,3,1,2,×,×,○,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.01,0.15,-0.12,0.24,0.15,0.19,-0.09,0.13,-0.06,0.12,-0.31,0.12,0.2283333333333333
202601052410,1,3,2,6,2,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,,,3.0,3.0,4.0,4.0,5.0,5.0,5,×,0.11,0.18,0.22,0.13,,,0.32,0.14,0.11,0.13,0.07,0.15,0.088
