レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202601312301,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.05,0.11,0.11,0.09,0.21,0.09,0.17,0.11,0.22,0.17,0.1,0.07,0.056666666666666664
202601312302,1,4,3,3,5,6,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.12,0.09,0.16,0.08,0.17,0.04,0.18,-0.02,0.18,0.01,0.16,0.11333333333333333
202601312303,1,2,3,3,6,5,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,3,×,0.02,0.16,0.08,0.11,0.21,0.06,-0.02,0.09,-0.05,0.11,0.01,0.04,0.10333333333333333
202601312304,1,3,6,5,4,3,×,×,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.08,0.09,0.05,0.16,-0.05,0.16,0.18,0.13,0.0,0.21,0.05,0.21,0.15166666666666664
202601312305,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,,5,×,-0.01,0.09,0.13,0.16,0.05,0.16,-0.08,0.12,0.05,0.18,-0.07,,0.11400000000000002
202601312306,1,2,4,1,4,6,○,×,×,×,逃げ,まくり,×,1.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,6.0,6.0,4,×,-0.25,0.13,0.02,0.13,0.14,0.15,0.09,0.24,0.06,0.19,0.06,0.21,0.155
202601312307,1,3,2,1,5,3,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.05,0.06,0.11,0.05,0.24,0.05,0.27,0.05,0.11,0.05,0.12,0.11,0.09166666666666667
202601312308,1,2,4,6,4,2,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.08,0.15,0.06,0.12,-0.06,0.13,-0.02,0.09,-0.02,0.09,-0.06,0.01,0.12833333333333333
202601312309,1,3,2,1,2,4,○,×,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.09,0.08,-0.05,0.09,0.06,0.11,0.09,0.17,0.31,0.11,0.15,0.13,0.11
202601312310,1,4,2,1,2,3,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.17,0.03,0.04,0.05,0.11,0.13,0.0,0.11,-0.05,0.09,0.02,0.08,0.08
202601312311,1,4,3,1,3,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.11,0.06,0.18,0.06,0.09,0.17,0.14,0.06,0.11,0.02,0.14,0.06166666666666667
202601312312,1,2,4,4,3,1,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,4,×,0.01,0.09,0.15,0.21,0.11,0.08,0.06,0.11,0.04,0.08,0.01,0.11,0.06
202601310101,1,1,2,2,5,3,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,4.0,6.0,5.0,3,×,-0.01,0.13,0.15,0.19,-0.07,0.1,0.11,0.15,-0.01,0.1,0.03,0.12,0.09833333333333333
202601310102,1,1,2,5,1,6,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.14,0.13,0.16,0.01,0.22,0.05,0.17,0.16,0.18,0.01,0.16,0.09666666666666668
202601310103,1,1,2,1,5,2,○,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.01,0.26,0.03,0.32,-0.09,0.28,0.0,0.24,0.02,0.24,-0.02,0.29,0.2833333333333333
202601310104,1,1,2,2,1,5,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,,4.0,4.0,5.0,5.0,6.0,6.0,5,×,0.04,0.12,-0.08,0.13,-0.04,,0.11,0.23,0.24,0.27,0.11,0.24,0.11400000000000002
202601310105,1,1,2,5,1,6,×,○,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.03,0.21,-0.08,0.23,-0.06,0.23,-0.07,0.21,0.15,0.17,0.04,0.24,0.21333333333333335
202601310106,1,1,2,1,2,3,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.05,0.14,0.03,0.13,-0.05,0.12,0.05,0.24,0.04,0.26,0.05,0.26,0.18000000000000002
202601310107,1,1,3,3,1,4,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.05,0.15,0.11,0.17,0.09,0.19,0.11,0.27,0.06,0.27,0.1,0.24,0.12833333333333335
202601310108,1,1,4,1,5,2,○,×,×,×,逃げ,,-,1.0,1.0,2.0,2.0,3.0,3.0,4.0,,5.0,5.0,6.0,6.0,5,×,0.17,0.15,0.14,0.13,0.15,0.1,0.17,,0.09,0.09,0.18,0.07,0.038
202601310109,1,1,3,4,2,1,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.03,0.21,-0.06,0.29,-0.12,0.28,0.05,0.18,-0.06,0.31,-0.16,0.3,0.315
