レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202601092301,1,2,5,1,2,5.0,○,○,○,○,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.16,0.15,0.21,0.1,0.27,0.21,0.28,0.19,0.13,0.27,0.04,0.27,0.10666666666666667
202601092302,1,3,4,5,1,2.0,×,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.18,0.13,0.21,0.14,0.22,0.11,0.28,0.29,0.25,0.14,0.38,0.31,0.06999999999999999
202601092304,2,1,5,1,6,5.0,×,×,○,×,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.14,0.05,0.19,0.19,0.06,0.28,0.19,0.17,0.23,0.17,0.08,0.16,0.07833333333333335
202601092305,1,3,4,3,5,1.0,×,×,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.16,0.14,0.14,0.16,0.18,0.08,0.14,0.15,0.22,0.18,0.11,0.16,0.03999999999999999
202601092306,1,6,3,6,1,3.0,×,×,○,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.17,0.21,0.42,0.21,0.12,0.15,0.12,0.29,0.11,0.35,0.09,0.19,0.13166666666666665
202601092307,2,5,3,1,5,2.0,×,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.31,0.09,0.07,0.08,0.03,0.22,0.08,0.27,0.01,0.22,0.16,0.36,0.17
202601092308,1,2,6,1,4,6.0,○,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.08,0.11,0.17,0.14,0.18,0.19,0.07,0.21,0.13,0.24,0.25,0.16,0.06833333333333332
202601092309,1,3,4,1,3,4.0,○,○,○,○,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.09,0.11,0.53,0.18,0.25,0.11,0.22,0.09,0.21,0.09,0.22,0.11,0.145
202601092310,1,3,4,1,3,6.0,○,○,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,6,○,-0.11,0.23,-0.01,0.36,-0.02,0.09,0.04,0.23,0.04,0.17,0.12,0.22,0.2066666666666667
202601092311,1,2,4,1,4,2.0,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.16,0.21,0.01,0.32,0.07,0.32,-0.01,0.19,-0.05,0.16,0.09,0.1,0.17166666666666666
202601092312,1,3,2,1,4,6.0,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.05,0.15,-0.06,0.27,-0.04,0.27,0.03,0.24,0.05,0.18,0.02,0.15,0.20166666666666666
202601092001,1,2,3,4,1,2.0,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.04,0.19,0.01,0.23,-0.01,0.16,0.03,0.12,0.08,0.15,0.07,0.11,0.12333333333333334
202601092002,1,2,3,3,4,2.0,×,×,×,×,逃げ,まくり,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.05,0.28,0.09,0.29,0.07,0.3,0.16,0.28,0.08,0.35,0.09,0.42,0.22999999999999998
