レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202601282401,1,2,6,1,4,5,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.12,0.15,0.06,0.13,0.01,0.08,0.12,0.07,0.05,0.09,0.01,0.08,0.055
202601282402,1,4,2,1,4,2,○,○,○,○,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.11,0.16,0.05,0.17,0.09,0.15,0.02,0.06,0.09,0.08,0.22,0.11,0.065
202601282403,3,2,1,1,4,2,×,×,×,×,差し,逃げ,×,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.28,0.12,0.26,0.16,0.15,0.18,0.14,0.27,0.04,0.34,0.0,0.35,0.17833333333333334
202601282404,1,2,5,1,3,5,○,×,○,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.14,0.17,0.32,0.15,0.11,0.14,0.02,0.24,0.03,0.21,0.01,0.35,0.16166666666666668
202601282405,1,2,4,4,5,1,×,×,×,×,差し,差し,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.11,0.21,0.07,0.23,0.05,0.28,0.08,0.2,0.09,0.21,0.2,0.29,0.1366666666666667
202601282406,1,3,2,1,2,5,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,,4.0,4.0,5.0,5.0,6.0,6.0,5,×,0.13,0.07,0.2,0.08,0.15,,0.08,0.14,0.32,0.17,0.06,0.17,0.1
202601282407,1,3,2,1,2,4,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.1,0.19,-0.04,0.19,-0.04,0.19,0.01,0.15,0.01,0.14,0.07,0.23,0.16333333333333336
202601282408,1,2,4,1,5,2,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,-0.01,0.22,0.18,0.21,0.12,0.24,0.02,0.26,-0.01,0.14,-0.01,0.19,0.16166666666666665
202601282409,1,2,3,4,2,1,×,○,×,×,逃げ,差し,×,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,6,○,0.22,0.12,0.13,0.12,0.12,0.18,-0.05,0.1,-0.02,0.11,0.4,0.34,0.085
202601282410,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6,○,0.02,0.08,0.07,0.11,-0.01,0.07,0.12,0.08,-0.01,0.05,-0.01,0.1,0.06499999999999999
