レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202606062101,2026-06-06,21,01R,08:32,2026-06-06T08:48:22.866438+09:00,0835,まくり,5,滝沢　　芳行,"1'48""7",3,池田　　紫乃,"1'49""4",1,楠原　　翔太,"1'51""8",4,常盤　　海心,"1'52""8",2,中野　　和裕,,6,長嶺　真李愛,,1,0.09,,2,0.2,,3,0.16,,4,0.14,,5,0.04,,6,0.13,,1,,0.0,1.0,23.4,24.6
202606061001,2026-06-06,10,01R,08:39,2026-06-06T08:56:20.401293+09:00,0842,まくり,3,中本　　大樹,"1'49""1",1,中野　　希一,"1'50""4",5,森　　　雄利,"1'52""7",4,藤原　　　駿,"1'53""2",2,大島　隆乃介,,6,江藤　　敦宏,,1,0.09,,2,0.09,,3,0.14,,4,0.22,,5,0.15,,6,0.19,,2,5,2.0,2.0,19.0,21.0
202606061801,2026-06-06,18,01R,08:46,2026-06-06T09:08:20.030714+09:00,0849,逃　げ,1,黒澤　めぐみ,"1'50""2",3,福田　　翔吾,"1'52""4",5,上野　　秀和,"1'54""4",2,大西　　隆洋,"1'55""8",4,金子　　順一,,6,上馬場　風依,,1,0.12,,2,0.24,,3,0.09,,4,0.13,,5,0.09,,6,0.13,,2,6,2.0,2.0,23.0,21.0
202606062102,2026-06-06,21,02R,08:58,2026-06-06T09:14:25.184522+09:00,0901,逃　げ,1,末永　　由楽,"1'48""0",4,葛原　　大陽,"1'48""8",3,松田　　竜馬,"1'52""0",2,嘉手苅　徹哉,"1'53""1",5,藤田　　美代,,6,知念　　伶奈,,1,0.11,,2,0.14,,3,0.13,,4,0.15,,5,0.28,,6,0.39,,1,3,1.0,1.0,24.7,24.3
202606061002,2026-06-06,10,02R,09:05,2026-06-06T09:22:20.712290+09:00,0908,抜　き,1,西丸　侑太朗,"1'48""5",3,中野　　仁照,"1'51""0",2,沼田　　大都,"1'52""1",6,井上　　慧人,"1'53""1",4,西川　　拓利,,5,谷口　　　丞,,1,0.17,,2,0.18,,3,0.16,,4,0.11,,5,0.08,,6,0.13,,1,4,3.0,3.0,20.0,21.0
202606061802,2026-06-06,18,02R,09:12,2026-06-06T09:38:20.585548+09:00,0915,逃　げ,1,里岡　　右貴,"1'50""7",3,草場　　康幸,"1'52""9",4,茅原　　悠紀,"1'54""3",5,河野　　主樹,"1'54""7",6,渡邉　真奈美,,2,杉山　　貴博,,1,0.04,,3,0.11,,2,0.08,,4,0.09,,6,0.09,,5,0.07,,2,6,1.0,1.0,23.0,21.0
202606062103,2026-06-06,21,03R,09:24,2026-06-06T09:40:20.500030+09:00,0927,逃　げ,1,馬場　　　剛,"1'48""0",4,荒井　　輝年,"1'48""8",2,浦田　　晃嗣,"1'50""4",5,大瀧　明日香,"1'51""7",6,多羅尾　達之,,3,安河内　　健,,1,0.1,,2,0.13,,3,0.1,,4,0.07,,5,0.12,,6,0.23,,1,3,1.0,1.0,25.0,24.5
202606061003,2026-06-06,10,03R,09:31,2026-06-06T09:48:20.994583+09:00,0934,まくり差し,4,佐藤　　永梧,"1'49""0",3,坂本　　雄紀,"1'50""1",1,飛田　　江己,"1'51""5",5,岩下　　巧斗,"1'53""7",2,黒田　　　剛,,6,杉山　　太陽,,1,0.11,,2,0.11,,3,0.04,,4,0.03,,5,0.15,,6,0.11,,1,4,4.0,4.0,21.0,21.0
202606061803,2026-06-06,18,03R,09:38,2026-06-06T10:00:46.297829+09:00,0941,差　し,2,富永　　正人,"1'50""6",1,松村　　　敏,"1'53""0",4,田中　　京介,"1'54""7",6,井内　将太郎,"1'55""7",3,山崎　　鉄平,,5,山下　　奈緒,,1,0.15,,2,0.15,,3,0.14,,4,0.07,,5,0.13,,6,0.09,,2,5,1.0,1.0,23.0,21.0
202606062104,2026-06-06,21,04R,09:50,2026-06-06T10:06:22.873198+09:00,0953,逃　げ,1,谷津　　幸宏,"1'48""9",2,柳瀬　　興志,"1'50""5",6,松尾　　昂明,"1'52""2",4,倉田　　茂将,"1'53""6",3,菅沼　　佳昭,,5,川崎　　智稔,,1,0.02,,2,0.08,,3,0.1,,4,0.16,,5,0.08,,6,0.12,,1,2,4.0,4.0,25.8,24.7
