レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202606082101,2026-06-08,21,01R,08:32,2026-06-08T08:48:18.950071+09:00,0835,抜　き,2,羽野　　　諒,"1'49""0",4,藤田　　美代,"1'50""1",5,栗山　　繁洋,"1'51""4",1,大橋　純一郎,"1'51""6",3,浦田　　晃嗣,,6,長嶺　真李愛,,1,0.15,,2,0.24,,3,0.17,,4,0.04,,5,0.1,,6,0.18,,2,,0.0,1.0,21.9,24.5
202606081001,2026-06-08,10,01R,08:47,2026-06-08T09:04:26.489876+09:00,0850,まくり,4,佐藤　　永梧,"1'49""6",2,川原　　　涼,"1'51""8",3,中本　　大樹,"1'53""2",5,藤森　　拓海,"1'54""6",6,松井　　貫太,,1,畑田　　汰一,,1,0.18,,2,0.12,,3,0.21,,4,0.09,,5,0.11,,6,0.14,,2,4,1.0,1.0,21.0,22.0
202606081801,2026-06-08,18,01R,08:44,2026-06-08T09:06:23.638841+09:00,0847,逃　げ,1,馬野　　　耀,"1'51""6",4,岡部　　　哲,"1'52""8",5,渡邉　真奈美,"1'53""9",2,浅井　　　翼,"1'54""3",3,金子　　順一,,6,田中　　　結,,1,0.09,,2,0.17,,3,0.14,,4,0.16,,5,0.14,,6,0.19,,3,6,1.0,1.0,21.0,22.0
202606082102,2026-06-08,21,02R,08:58,2026-06-08T09:14:27.341567+09:00,0901,逃　げ,1,倉田　　茂将,"1'48""9",3,池田　　紫乃,"1'50""6",4,大瀧　明日香,"1'51""2",5,柳瀬　　興志,"1'51""2",6,中野　　和裕,,2,嘉手苅　徹哉,,1,0.14,,2,0.15,,3,0.21,,4,0.22,,5,0.23,,6,0.22,,2,3,1.0,1.0,21.6,24.5
202606081002,2026-06-08,10,02R,09:13,2026-06-08T09:30:27.435619+09:00,0916,逃　げ,1,藤原　　仙二,"1'50""1",4,黒田　　　剛,"1'51""1",2,小坂　　風太,"1'52""7",5,沼田　　大都,"1'52""7",3,牧村　　俊輝,,6,島川　　海輝,,1,0.2,,2,0.22,,3,0.21,,4,0.09,,5,0.07,,6,0.11,,2,4,2.0,2.0,21.0,22.0
202606081802,2026-06-08,18,02R,09:10,2026-06-08T09:34:21.990052+09:00,0913,まくり,3,井内　将太郎,"1'50""3",1,前沢　　丈史,"1'52""9",2,上野　　秀和,"1'54""2",5,松村　　　敏,"1'55""8",6,鈴木　　茂高,,4,草場　　康幸,,1,0.16,,2,0.14,,3,0.13,,4,0.14,,5,0.11,,6,0.18,,3,7,1.0,1.0,21.0,22.0
202606082103,2026-06-08,21,03R,09:24,2026-06-08T09:40:26.360584+09:00,0927,差　し,2,松本　　　怜,"1'48""3",3,田中　　和也,"1'50""6",1,楠原　　翔太,"1'52""1",4,森林　　　太,"1'53""2",6,久保田　凪紗,,,,,1,0.06,,2,0.05,,3,0.02,,4,0.01,,5,-0.02,F,6,0.01,,2,2,1.0,1.0,21.8,24.4
202606081003,2026-06-08,10,03R,09:39,2026-06-08T09:54:26.627533+09:00,0942,逃　げ,1,井本　　昌也,"1'49""4",3,西川　　拓利,"1'50""9",5,谷口　　　丞,"1'52""9",6,岩下　　巧斗,"1'53""7",4,杉山　　太陽,,2,山下　　拓巳,,1,0.14,,2,0.21,,3,0.11,,4,0.14,,5,0.16,,6,0.13,,2,5,1.0,1.0,21.0,22.0
202606081803,2026-06-08,18,03R,09:36,2026-06-08T10:02:26.320049+09:00,0939,逃　げ,1,里岡　　右貴,"1'50""9",2,福田　　翔吾,"1'52""5",3,谷村　　一哉,"1'54""0",6,川上　　　剛,"1'56""1",4,土屋　　　南,,5,大原　　祥昌,,1,0.12,,2,0.09,,3,0.13,,4,0.23,,6,0.19,,5,0.24,,3,1,1.0,1.0,21.0,22.0
202606082104,2026-06-08,21,04R,09:50,2026-06-08T10:10:22.518159+09:00,0953,逃　げ,1,谷津　　幸宏,"1'54""2",3,常盤　　海心,"1'57""0",2,松尾　　昂明,"1'59""5",5,末永　　由楽,"2'02""3",6,梅原　　祥平,,,,,1,0.08,,2,0.15,,3,0.18,,4,0.08,,5,0.13,,6,0.2,,3,3,1.0,1.0,21.8,24.4
