レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202603160101,2026-03-16,01,01R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,若林 麗,19.37,4.5,7.62,大原 祥昌,18.98,4.49,7.47,萩原 丈太朗,19.5,4.49,7.7,荒木 颯斗,19.44,4.58,7.81,鳥居塚 嶺王,18.53,4.5,7.66,井上 慧人,18.71,4.75,7.58
202603160102,2026-03-16,01,02R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,富永 夏哉人,18.82,4.51,7.65,丸山 祐也,18.88,4.93,7.48,横田 海人,18.78,4.76,7.54,塚越 海斗,19.14,5.06,7.58,瀬川 大地,18.9,4.69,7.37,常盤 海心,18.67,4.46,7.59
202603160103,2026-03-16,01,03R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,秋末 秦悟,18.98,4.54,7.53,高橋 龍治,18.45,4.5,7.69,中本 大樹,19.24,4.64,7.7,金子 怜央,18.99,5.14,7.45,川辺 郭人,19.02,5.3,7.5,仲道 大輔,18.71,4.67,7.63
202603160104,2026-03-16,01,04R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,成貞 琳平,19.13,4.75,7.84,豊田 祥生,19.57,4.96,7.6,花田 凱成,19.11,5.05,7.73,木山 大聖,19.34,4.74,7.7,小宮 涼雅,19.85,5.02,8.05,田中 駿兵,19.22,4.62,7.66
202603160105,2026-03-16,01,05R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,小玉 啓太,18.7,4.7,7.53,牧村 俊輝,18.7,4.62,7.66,西川 拓利,18.65,4.41,7.69,鳥居塚 嶺王,18.62,4.44,7.59,梅原 祥平,19.02,4.58,7.73,若林 義人,18.86,4.45,7.69
202603160106,2026-03-16,01,06R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,竹間 隆晟,18.18,4.17,7.22,江藤 敦宏,18.72,4.78,7.58,岩下 巧斗,18.45,4.71,7.67,小林 京平,18.98,4.62,7.54,大原 祥昌,18.47,4.38,7.55,竹内 来,18.64,4.66,7.58
202603160107,2026-03-16,01,07R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,小林 孝彰,18.65,4.26,7.4,横田 海人,18.5,4.49,7.57,長谷川 晴哉,18.5,4.39,7.52,川辺 郭人,18.89,4.42,7.5,井上 慧人,18.77,4.38,7.56,宮崎 奏磨,19.52,4.88,7.73
202603160108,2026-03-16,01,08R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,荒木 颯斗,18.27,4.42,7.5,鈴木 唯央,18.3,4.21,7.49,秋末 秦悟,18.7,4.34,7.6,花田 凱成,18.62,4.36,7.51,藤原 碧生,18.45,4.26,7.27,瀬川 大地,18.52,4.52,7.29
202603160109,2026-03-16,01,09R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,中本 大樹,18.79,4.45,7.33,倉田 茂将,18.81,4.42,7.42,塚越 海斗,18.91,4.45,7.69,梅原 祥平,18.77,4.56,7.58,齊藤 廉,18.72,4.89,7.75,小宮 涼雅,18.73,4.43,7.62
202603160110,2026-03-16,01,10R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,西川 拓利,18.2,4.25,7.46,田中 駿兵,18.66,4.42,7.76,仲道 大輔,18.58,4.44,7.51,富永 夏哉人,18.56,4.29,7.58,若林 麗,19.16,4.66,7.54,藤森 陸斗,18.74,4.5,7.47
202603160111,2026-03-16,01,11R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,青木 蓮,18.59,4.2,7.42,坂本 雄紀,18.46,4.58,7.36,小林 孝彰,18.32,4.55,7.3,小玉 啓太,18.54,4.5,7.43,豊田 祥生,18.54,4.51,7.46,高橋 龍治,18.51,4.48,7.45
202603160112,2026-03-16,01,12R,,backfill-from-bc-oriten,3,半周ラップ,まわり足,直線,藤原 碧生,18.21,4.31,7.37,若林 義人,18.25,4.22,7.5,中野 希一,18.26,4.59,7.48,鰐部 太空海,18.56,4.36,7.42,竹間 隆晟,18.21,4.22,7.34,長谷川 晴哉,18.3,4.31,7.52
202603160601,2026-03-16,06,01R,,backfill-from-bc-oriten,3,一周,まわり足,直線,野中 義生,36.48,5.15,7.89,櫻井 優,37.11,4.99,7.99,小畑 実成,37.74,5.49,8.06,内田 圭,37.59,5.49,7.89,山下 友貴,38.02,5.73,7.9,堀内 亜海,38.0,5.66,7.81
202603160602,2026-03-16,06,02R,,backfill-from-bc-oriten,3,一周,まわり足,直線,中村 真,36.58,5.23,7.81,牧 宏次,37.22,5.2,7.89,柘植 政浩,37.7,5.3,7.89,大瀧 明日香,37.8,5.71,7.86,松浦 勝,37.39,5.35,8.03,喜井 つかさ,37.82,5.21,7.95
202603160603,2026-03-16,06,03R,,backfill-from-bc-oriten,3,一周,まわり足,直線,荒川 健太,37.07,5.32,8.04,杢野 誓良,37.8,5.34,8.05,赤岩 善生,37.3,5.21,7.97,竹腰 正樹,37.43,5.37,7.94,古川 健,37.21,5.43,7.98,山本 幸也,37.54,5.37,8.18
202603160604,2026-03-16,06,04R,,backfill-from-bc-oriten,3,一周,まわり足,直線,山本 寛久,37.01,5.26,7.98,南野 利騰,37.05,5.35,8.0,塩崎 優司,37.57,5.22,8.08,小池 礼乃,37.35,5.39,7.96,佐口 達也,36.81,5.19,7.9,渥美 卓郎,37.11,5.39,8.05
202603160605,2026-03-16,06,05R,,backfill-from-bc-oriten,3,一周,まわり足,直線,清水 攻二,37.0,5.24,8.0,横井 健太,37.4,5.27,7.99,江口 晃生,37.09,5.2,7.93,鈴木 勝博,36.75,5.27,7.94,堀内 亜海,37.75,5.39,7.89,須藤 博倫,37.36,5.36,7.96
202603160606,2026-03-16,06,06R,,backfill-from-bc-oriten,3,一周,まわり足,直線,原 豊土,37.08,5.09,7.99,柴田 友和,37.58,5.34,8.01,山下 友貴,37.38,5.22,7.91,富永 正人,37.1,5.29,7.77,青木 玄太,37.15,5.19,7.92,木下 大將,36.89,5.16,7.84
202603160607,2026-03-16,06,07R,,backfill-from-bc-oriten,3,一周,まわり足,直線,松下 一也,37.33,5.14,7.81,山本 幸也,37.95,5.24,7.99,渡辺 豊,37.94,5.2,7.95,下寺 秀和,38.21,5.36,7.83,小畑 実成,38.88,5.46,7.82,柘植 政浩,38.29,5.52,7.83
202603160608,2026-03-16,06,08R,,backfill-from-bc-oriten,3,一周,まわり足,直線,刑部 亜里紗,37.37,5.11,7.81,中北 将史,37.95,5.43,7.98,古川 健,37.58,5.29,7.85,松山 将吾,37.34,5.3,7.9,塩崎 優司,37.9,5.28,7.84,櫻井 優,37.4,5.13,8.06
202603160609,2026-03-16,06,09R,,backfill-from-bc-oriten,3,一周,まわり足,直線,鈴木 勝博,37.08,5.16,7.93,本部 めぐみ,37.88,5.41,7.91,野中 義生,37.72,5.22,7.94,喜井 つかさ,37.77,5.32,7.94,藤本 佳史,38.01,5.32,8.01,金子 拓矢,37.2,5.19,7.86
202603160610,2026-03-16,06,10R,,backfill-from-bc-oriten,3,一周,まわり足,直線,江口 晃生,37.09,5.19,7.93,赤岩 善生,37.05,5.3,7.86,竹腰 正樹,37.52,5.32,7.89,原 豊土,37.27,5.22,7.84,南野 利騰,37.01,5.49,7.89,中村 真,36.99,5.33,7.96
202603160611,2026-03-16,06,11R,,backfill-from-bc-oriten,3,一周,まわり足,直線,須藤 博倫,36.94,5.18,7.98,青木 玄太,36.98,5.03,7.95,松下 一也,37.07,5.14,7.86,荒川 健太,37.67,5.21,7.89,大瀧 明日香,37.86,5.43,7.78,山本 寛久,37.02,5.04,7.85
202603160612,2026-03-16,06,12R,,backfill-from-bc-oriten,3,一周,まわり足,直線,松山 将吾,37.01,5.22,7.86,下寺 秀和,37.64,5.64,7.85,小池 礼乃,38.15,5.45,8.0,牧 宏次,37.25,5.56,8.11,柴田 友和,37.77,5.3,7.98,清水 攻二,37.64,5.43,7.91
202603160701,2026-03-16,07,01R,,backfill-from-bc-oriten,3,一周,まわり足,直線,近藤 颯斗,36.94,4.92,6.3,宮村 勇哉,36.71,4.82,6.41,大橋 純一郎,36.97,4.99,6.27,大廣 咲季,37.0,5.08,6.28,犬童 千秋,37.52,5.19,6.36,前沢 丈史,37.45,5.05,6.53
202603160702,2026-03-16,07,02R,,backfill-from-bc-oriten,3,一周,まわり足,直線,深水 慎一郎,36.93,4.95,6.18,宇野 弥生,37.02,4.94,6.21,藤田 美代,37.23,5.04,6.23,山田 雄太,37.7,4.94,6.22,永田 啓二,37.56,5.2,6.25,杉江 浩明,37.52,5.16,6.23
202603160703,2026-03-16,07,03R,,backfill-from-bc-oriten,3,一周,まわり足,直線,山室 展弘,36.8,4.83,6.39,平見 真彦,37.04,5.01,6.28,日笠 勝弘,37.86,5.06,6.35,岡部 貴司,37.77,5.27,6.31,大澤 普司,37.18,5.19,6.21,三好 勇人,37.77,5.15,6.3
202603160704,2026-03-16,07,04R,,backfill-from-bc-oriten,3,一周,まわり足,直線,高濱 芳久,36.93,4.8,6.23,上村 慎太郎,37.28,5.1,6.32,高橋 淳美,38.79,5.32,6.24,仲口 博崇,37.58,5.2,6.33,野長瀬 正孝,37.05,4.93,6.2,志賀 美優,37.49,5.4,6.23
202603160705,2026-03-16,07,05R,,backfill-from-bc-oriten,3,一周,まわり足,直線,伊藤 誠二,37.03,4.79,6.34,犬童 千秋,37.69,5.12,6.32,山口 裕二,37.75,5.13,6.3,岩永 節也,37.45,5.23,6.21,眞田 英二,37.67,5.2,6.27,岡村 仁,36.59,5.11,6.21
202603160706,2026-03-16,07,06R,,backfill-from-bc-oriten,3,一周,まわり足,直線,烏野 賢太,37.13,5.05,6.22,寺本 昇平,37.24,5.08,6.24,近藤 颯斗,37.01,4.94,6.31,藤田 美代,37.19,5.07,6.25,小川 晃司,37.0,5.03,6.28,中村 魁生,37.03,5.05,6.41
202603160707,2026-03-16,07,07R,,backfill-from-bc-oriten,3,一周,まわり足,直線,落合 直子,36.86,5.33,6.14,乃村 康友,37.04,5.13,6.33,飯山 泰,36.8,5.2,6.24,松井 賢治,37.63,5.41,6.23,杉江 浩明,37.43,5.25,6.27,藤本 元輝,37.93,5.2,6.4
202603160708,2026-03-16,07,08R,,backfill-from-bc-oriten,3,一周,まわり足,直線,清水 沙樹,36.78,4.92,6.21,大廣 咲季,37.69,5.64,6.19,岡部 貴司,37.96,5.33,6.33,上村 慎太郎,37.79,5.43,6.4,松下 知幸,37.29,5.2,6.25,林 祐介,37.4,5.07,6.33
202603160709,2026-03-16,07,09R,,backfill-from-bc-oriten,3,一周,まわり足,直線,前沢 丈史,37.12,4.91,6.34,大澤 普司,36.9,4.9,6.25,高濱 芳久,36.91,5.0,6.27,深水 慎一郎,37.3,5.13,6.3,伊藤 誠二,37.08,5.05,6.27,山口 裕二,37.27,4.97,6.27
202603160710,2026-03-16,07,10R,,backfill-from-bc-oriten,3,一周,まわり足,直線,岡村 仁,36.16,4.78,6.32,永田 啓二,37.44,5.0,6.3,仲口 博崇,36.79,5.03,6.23,大橋 純一郎,36.87,5.03,6.27,平見 真彦,37.03,5.1,6.4,烏野 賢太,37.19,5.16,6.22
202603160711,2026-03-16,07,11R,,backfill-from-bc-oriten,3,一周,まわり足,直線,中村 魁生,36.71,4.83,6.31,野長瀬 正孝,36.61,4.92,6.31,松井 賢治,37.43,5.13,6.4,落合 直子,36.92,5.46,6.17,宇野 弥生,36.63,5.27,6.2,山室 展弘,36.61,5.01,6.23
202603160712,2026-03-16,07,12R,,backfill-from-bc-oriten,3,一周,まわり足,直線,飯山 泰,36.74,5.06,6.32,岩永 節也,37.0,4.93,6.3,林 祐介,37.21,5.06,6.27,三好 勇人,37.39,5.11,6.42,高橋 淳美,38.33,5.57,6.28,小川 晃司,37.15,5.08,6.37
202603161001,2026-03-16,10,01R,,backfill-from-bc-oriten,3,一周,まわり足,直線,藤原 啓史朗,36.67,5.37,6.67,田代 達也,36.2,5.32,6.63,伊藤 啓三,37.27,5.77,6.7,藤山 湧太,36.7,5.52,6.6,井上 茂,36.95,5.62,6.72,加藤 優弥,36.6,5.57,6.63
202603161002,2026-03-16,10,02R,,backfill-from-bc-oriten,3,一周,まわり足,直線,柳生 泰二,36.85,5.58,6.73,岡村 将也,37.17,5.88,6.62,森 竜也,37.47,6.02,6.7,貫地谷 直人,37.17,5.82,6.75,櫻井 隼,37.85,6.17,6.85,花田 和明,37.72,5.98,6.82
202603161003,2026-03-16,10,03R,,backfill-from-bc-oriten,3,一周,まわり足,直線,松村 康太,37.33,5.6,6.7,相馬 翔,37.53,5.92,6.65,平本 真之,36.87,5.58,6.65,佃 來紀,36.68,5.63,6.67,西岡 蒼志,37.03,5.77,6.67,石渡 翔一郎,37.52,5.8,6.77
202603161004,2026-03-16,10,04R,,backfill-from-bc-oriten,3,一周,まわり足,直線,一宮 稔弘,37.45,5.7,6.65,鈴木 孝明,37.08,5.65,6.68,吉田 和仁,37.47,6.02,6.6,高山 敬悟,38.78,6.33,6.53,中岡 正彦,38.03,5.98,6.68,鳥本 智史,37.68,6.18,6.65
202603161005,2026-03-16,10,05R,,backfill-from-bc-oriten,3,一周,まわり足,直線,大谷 直弘,37.37,6.08,6.72,坪内 実,37.3,5.88,6.78,森作 雄大,37.8,5.95,6.97,栗原 直也,37.02,5.75,6.87,齋藤 真之,37.63,5.93,6.8,久田 敏之,37.12,5.78,6.73
202603161006,2026-03-16,10,06R,,backfill-from-bc-oriten,3,一周,まわり足,直線,冨田 秀幸,37.45,5.9,6.82,横川 聖志,37.12,5.53,6.85,上野 拓馬,37.25,5.7,6.77,田代 達也,36.87,5.82,6.72,黒田 剛,37.28,5.98,6.77,濱崎 直矢,36.98,5.83,6.75
202603161007,2026-03-16,10,07R,,backfill-from-bc-oriten,3,一周,まわり足,直線,小川 日紀太,36.55,5.6,6.7,上田 龍星,36.32,5.45,6.75,加藤 優弥,37.67,5.98,6.83,花田 和明,37.68,5.93,6.83,相馬 翔,37.4,6.02,6.7,茶谷 信次,37.03,5.72,6.72
202603161008,2026-03-16,10,08R,,backfill-from-bc-oriten,3,一周,まわり足,直線,間嶋 仁志,37.65,5.88,6.88,貫地谷 直人,37.18,5.82,6.87,鈴木 孝明,37.68,6.02,6.93,松村 康太,38.33,6.18,6.97,松田 大志郎,37.18,5.88,6.7,内山 文典,37.28,5.8,6.8
202603161009,2026-03-16,10,09R,,backfill-from-bc-oriten,3,一周,まわり足,直線,吉田 和仁,37.47,5.82,6.82,西岡 蒼志,37.22,5.77,6.85,栗原 直也,36.93,5.8,6.73,本橋 克洋,38.02,6.13,6.97,藤山 湧太,38.0,6.37,6.75,加木 郁,37.68,5.97,7.02
202603161010,2026-03-16,10,10R,,backfill-from-bc-oriten,3,一周,まわり足,直線,森 竜也,37.68,6.05,6.88,濱崎 直矢,37.12,5.73,6.73,井上 茂,37.65,5.9,6.78,森作 雄大,37.57,5.82,6.85,一宮 稔弘,37.38,5.78,6.77,佃 來紀,37.42,6.02,6.82
202603161011,2026-03-16,10,11R,,backfill-from-bc-oriten,3,一周,まわり足,直線,中岡 正彦,37.75,6.2,6.85,茶谷 信次,37.2,5.7,6.9,横川 聖志,38.08,6.15,6.92,石渡 翔一郎,37.87,5.82,6.92,岡村 将也,37.43,5.9,6.88,伊藤 啓三,38.1,6.32,6.9
202603161012,2026-03-16,10,12R,,backfill-from-bc-oriten,3,一周,まわり足,直線,平本 真之,37.27,5.63,6.82,久田 敏之,37.82,6.03,6.92,松田 大志郎,37.43,5.78,6.82,柳生 泰二,37.88,5.98,6.95,藤原 啓史朗,38.25,6.17,6.98,上田 龍星,37.28,5.78,6.97
202603161301,2026-03-16,13,01R,,backfill-from-bc-oriten,2,一周,まわり足,,古結 宏,36.22,11.24,,海野 康志郎,37.09,11.56,,中村 晃朋,37.03,11.53,,山口 剛,36.54,11.32,,吉田 拡郎,37.24,11.59,,岩瀬 裕亮,36.6,11.46,
202603161302,2026-03-16,13,02R,,backfill-from-bc-oriten,2,一周,まわり足,,安河内 将,36.52,11.2,,秦 英悟,36.53,11.35,,村岡 賢人,36.45,11.31,,宮之原 輝紀,36.72,11.42,,山下 大輝,37.41,11.7,,吉川 元浩,36.56,11.45,
202603161303,2026-03-16,13,03R,,backfill-from-bc-oriten,2,一周,まわり足,,宮田 龍馬,36.57,11.28,,森高 一真,37.23,11.69,,平尾 崇典,37.31,11.69,,池田 浩二,36.91,11.69,,中澤 和志,37.32,11.69,,篠崎 仁志,37.28,11.75,
202603161304,2026-03-16,13,04R,,backfill-from-bc-oriten,2,一周,まわり足,,坪井 康晴,36.26,11.19,,和田 兼輔,37.21,11.44,,山口 達也,37.22,11.57,,齊藤 仁,37.42,11.64,,佐藤 翼,36.75,11.6,,篠崎 元志,36.8,11.45,
202603161305,2026-03-16,13,05R,,backfill-from-bc-oriten,2,一周,まわり足,,石本 裕武,36.54,11.4,,茅原 悠紀,36.26,11.41,,萩原 秀人,36.26,11.21,,長田 頼宗,37.35,11.49,,深谷 知博,36.39,11.29,,吉田 俊彦,36.92,11.52,
202603161306,2026-03-16,13,06R,,backfill-from-bc-oriten,2,一周,まわり足,,徳増 秀樹,37.47,11.61,,中島 孝平,36.88,11.5,,入海 馨,37.46,11.48,,大峯 豊,36.88,11.62,,桐生 順平,36.92,11.46,,高野 哲史,37.09,11.66,
202603161307,2026-03-16,13,07R,,backfill-from-bc-oriten,2,一周,まわり足,,中澤 和志,36.56,11.44,,山下 大輝,37.27,11.51,,末永 和也,37.64,11.59,,和田 拓也,37.33,11.55,,山口 剛,36.81,11.34,,片岡 雅裕,37.58,11.63,
202603161308,2026-03-16,13,08R,,backfill-from-bc-oriten,2,一周,まわり足,,宮地 元輝,36.42,11.14,,池永 太,37.62,11.93,,稲田 浩二,37.65,11.68,,杉山 裕也,37.19,11.67,,秦 英悟,37.04,11.4,,海野 康志郎,37.52,11.77,
202603161309,2026-03-16,13,09R,,backfill-from-bc-oriten,2,一周,まわり足,,大上 卓人,35.95,11.0,,篠崎 元志,36.94,11.15,,近江 翔吾,36.23,10.95,,井上 忠政,36.36,11.11,,茅原 悠紀,36.51,11.18,,藤岡 俊介,36.81,11.39,
202603161310,2026-03-16,13,10R,,backfill-from-bc-oriten,2,一周,まわり足,,吉田 拡郎,36.55,11.16,,吉川 元浩,37.02,11.34,,石本 裕武,36.77,11.17,,中島 孝平,36.87,11.28,,和田 兼輔,37.68,11.62,,森高 一真,37.29,11.41,
