レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202007022401,スポーツニッポン杯,第1日,2020/07/02,大村,01R,予選,1800,晴,西,1,1,逃げ,1,120,1,100,4,160,1-4,470,2,1-4,600,3,1-4,210,2,1-3,220,3,3-4,480,9,1-4-3,2410,8,1-3-4,650,4,1,1,4695,尾 崎 雄 二,32,51,7.0,1,0.13,110.9,2,4,3843,上 之 晃 弘,52,19,7.02,4,0.16,112.7,3,3,3891,谷 口 健 一,57,29,7.03,3,0.15,114.6,4,5,3741,松 尾 基 成,53,59,6.98,5,0.15,115.2,5,2,4563,齋 藤 真 之,67,31,6.97,2,0.11,,6,6,5131,江 藤 敦 宏,41,63,6.99,6,0.14,
202007022402,スポーツニッポン杯,第1日,2020/07/02,大村,02R,予選,1800,晴,南西,1,1,逃げ,1,300,1,100,2,210,1-2,870,4,1-2,470,3,1-2,200,4,1-3,110,1,2-3,260,5,1-2-3,2580,8,1-2-3,520,2,1,1,4056,小 西 英 輝,33,14,7.02,1,0.09,111.6,2,2,3627,井 上 恵 一,50,30,7.02,2,0.15,111.9,3,3,4715,村 上 遼,35,57,6.97,3,0.11,113.6,4,5,4171,榎 幸 司,62,75,6.99,5,0.09,114.9,5,6,4041,小 林 基 樹,74,72,6.99,6,0.17,,6,4,3928,林 恵 祐,47,73,7.03,4,0.15,
202007022403,スポーツニッポン杯,第1日,2020/07/02,大村,03R,予選,1800,晴,北,1,1,,6,760,6,320,1,290,6-1,1530,6,1-6,570,3,1-6,130,1,5-6,1110,12,1-5,760,10,6-1-5,9570,31,1-5-6,2070,9,1,6,3541,三 嶌 誠 司,46,21,7.03,6,0.19,110.4,2,1,4153,佐々木 巌,58,55,6.97,1,0.24,111.9,3,5,3982,福 田 理,48,58,7.0,5,0.18,113.7,4,3,4574,東 潤 樹,34,74,7.08,3,0.21,114.5,5,2,4704,河 野 大,16,70,6.98,2,0.22,,6,4,3714,梶 原 正,73,76,6.97,4,0.16,
202007022404,スポーツニッポン杯,第1日,2020/07/02,大村,04R,予選,1800,晴,北西,1,1,逃げ,1,130,1,150,3,530,1-3,570,3,1-3,550,2,1-3,140,1,1-5,220,4,3-5,780,9,1-3-5,1780,8,1-3-5,990,5,1,1,4434,田 中 辰 彦,60,67,6.93,1,0.16,115.3,2,3,3304,烏 野 賢 太,49,26,6.97,3,0.19,117.9,3,5,4040,廣 瀬 将 亨,43,24,6.93,5,0.13,120.9,4,4,3081,岡 本 慎 治,44,23,6.95,4,0.15,122.1,5,2,4136,江 夏 満,61,48,6.97,2,0.16,,,,,,,,,,,
202007022405,スポーツニッポン杯,第1日,2020/07/02,大村,05R,予選,1800,曇り,北西,1,1,逃げ,1,120,1,130,6,100,1-6,240,1,1-6,160,1,1-6,100,1,1-3,200,3,3-6,240,5,1-6-3,620,2,1-3-6,290,2,1,1,4092,岡 部 大 輔,36,28,6.94,1,0.08,109.6,2,6,4296,岡 崎 恭 裕,68,49,6.93,4,0.06,111.0,3,3,3976,内 田 圭,37,53,6.97,3,0.06,113.1,4,2,3338,出 本 正 博,63,13,7.01,2,0.07,114.9,5,5,4563,齋 藤 真 之,67,31,7.0,6,0.16,,6,4,5031,渡 辺 空 依,39,71,6.96,5,0.14,
202007022406,スポーツニッポン杯,第1日,2020/07/02,大村,06R,予選,1800,曇り,北西,1,1,まくり,2,180,2,110,4,120,2-4,310,1,2-4,340,2,2-4,150,1,2-5,200,4,4-5,420,7,2-4-5,650,1,2-4-5,300,1,1,2,4371,西 山 貴 浩,69,60,6.98,2,0.17,109.6,2,4,3158,島 川 光 男,55,56,6.94,4,0.11,110.6,3,5,3726,桂 林 寛,38,22,7.04,5,0.09,113.1,4,1,3498,白 石 浩 二,56,11,6.96,1,0.23,115.0,5,3,4041,小 林 基 樹,74,72,6.99,3,0.34,,6,6,5085,中 村 栄 治,65,65,6.99,6,0.11,
202007022407,スポーツニッポン杯,第1日,2020/07/02,大村,07R,予選  進入固定,1800,曇り,西,1,1,逃げ,1,100,1,790,3,2020,1-3,460,2,1-3,340,2,1-3,150,3,1-2,100,1,2-3,260,5,1-3-2,1000,4,1-2-3,290,2,1,1,4171,榎 幸 司,62,75,7.0,1,0.11,110.8,2,3,4695,尾 崎 雄 二,32,51,6.99,3,0.15,111.4,3,2,4583,古 田 祐 貴,40,12,6.96,2,0.11,113.1,4,4,4153,佐々木 巌,58,55,6.97,4,0.31,114.0,5,5,4126,吉 本 玲 緒,75,61,6.97,5,0.24,,6,6,5102,原 田 雄 次,66,50,6.95,6,0.27,
202007022408,スポーツニッポン杯,第1日,2020/07/02,大村,08R,予選,1800,曇り,西,1,1,逃げ,1,140,1,100,3,110,1-3,180,1,1-3,140,1,1-3,100,1,1-2,170,3,2-3,240,4,1-3-2,590,2,1-2-3,340,2,1,1,3304,烏 野 賢 太,49,26,7.0,1,0.13,111.4,2,3,4361,柳 生 泰 二,64,66,6.94,3,0.14,112.9,3,2,3982,福 田 理,48,58,7.01,2,0.16,114.5,4,4,3891,谷 口 健 一,57,29,6.99,4,0.17,115.1,5,5,3928,林 恵 祐,47,73,7.03,5,0.15,,6,6,4155,長 野 壮志郎,51,25,6.96,6,0.15,
202007022409,スポーツニッポン杯,第1日,2020/07/02,大村,09R,予選特賞,1800,曇り,北,1,1,逃げ,1,120,1,100,2,100,1-2,230,1,1-2,210,1,1-2,130,1,1-3,220,4,2-3,450,8,1-2-3,670,2,1-2-3,410,2,1,1,4356,長 岡 良 也,59,52,6.96,1,0.04,110.3,2,2,3081,岡 本 慎 治,44,23,6.98,2,0.05,112.0,3,3,3832,下 田 哲 也,71,64,7.01,3,0.11,114.3,4,5,3714,梶 原 正,73,76,7.0,5,0.21,115.4,5,6,3787,天 野 誠,45,54,7.02,6,0.25,,,,,,,,,,,
202007022410,スポーツニッポン杯,第1日,2020/07/02,大村,10R,予選特賞,1800,曇り,南西,2,1,逃げ,1,120,1,110,2,250,1-2,230,2,1-2,220,1,1-2,120,2,1-3,110,1,2-3,160,3,1-2-3,480,1,1-2-3,180,1,1,1,3158,島 川 光 男,55,56,6.9,1,0.12,109.6,2,2,4092,岡 部 大 輔,36,28,6.96,2,0.09,111.5,3,3,4040,廣 瀬 将 亨,43,24,6.96,3,0.11,113.9,4,6,3643,米 田 隆 弘,72,47,6.98,6,0.21,114.4,5,5,4704,河 野 大,16,70,6.96,5,0.16,,6,4,3627,井 上 恵 一,50,30,6.98,4,0.22,
