レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202008032301,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,01R,一般,1800,晴,南西,4,4,逃げ,1,100,1,100,3,150,1-3,280,2,1-3,230,1,1-3,140,2,1-2,130,1,2-3,180,3,1-3-2,630,2,1-2-3,240,1,1,1,3527,中 嶋 誠一郎,47,60,6.77,1,0.14,110.9,2,3,4866,橋 本 英 一,16,87,6.75,3,0.15,113.0,3,2,4855,江 頭 賢 太,45,48,6.77,2,0.13,114.3,4,5,5105,富 田 恕 生,22,41,6.69,6,0.13,115.3,5,4,3234,金 森 史 吉,27,79,6.78,4,0.21,115.4,6,6,3506,宮 西 真 昭,51,36,6.82,5,0.26,117.9
202008032302,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,02R,一般,1800,晴,南西,4,4,逃げ,1,110,1,100,2,100,1-2,180,1,1-2,140,1,1-2,100,1,1-3,120,2,2-3,180,3,1-2-3,380,1,1-2-3,180,1,1,1,4027,松 江 秀 徳,68,57,6.73,1,0.16,110.0,2,2,3876,中 辻 崇 人,41,81,6.75,2,0.16,112.1,3,3,4654,篠 田 優 也,57,64,6.73,3,0.19,113.5,4,4,3709,田 中 浩 之,63,34,6.76,4,0.22,113.9,5,6,4393,田 中 孝 明,12,71,6.82,6,0.21,114.1,6,5,5085,中 村 栄 治,44,58,6.77,5,0.18,119.0
202008032303,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,03R,一般,1800,晴,南,4,4,逃げ,1,340,1,110,4,230,1-4,1190,4,1-4,640,3,1-4,170,3,1-3,120,1,3-4,160,2,1-4-3,1780,5,1-3-4,190,1,1,1,4000,松 本 博 昭,32,40,6.73,1,0.16,110.2,2,4,3508,久 富 政 弘,25,70,6.66,3,0.21,111.6,3,3,3514,山 一 鉄 也,18,35,6.7,2,0.2,113.3,4,2,4374,永 田 義 紘,26,59,6.79,5,0.18,115.0,5,5,3108,松 本 真 吾,40,54,6.74,6,0.17,115.9,6,6,3246,星 野 政 彦,62,33,6.76,4,0.18,118.4
202008032304,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,04R,一般,1800,晴,南,4,4,逃げ,1,230,1,100,3,100,1-3,300,1,1-3,130,1,1-3,130,1,1-2,160,2,2-3,240,5,1-3-2,790,2,1-2-3,290,1,1,1,4154,森 安 弘 雅,48,76,6.73,1,0.18,110.1,2,3,4102,益 田 啓 司,58,86,6.75,3,0.22,111.4,3,2,4879,山 崎 鉄 平,15,90,6.76,2,0.16,111.6,4,5,4022,待 鳥 雄 紀,23,47,6.78,5,0.26,114.1,5,4,3273,石 田 豪,17,89,6.73,4,0.23,114.2,6,6,4232,笠 雅 雄,11,88,6.81,6,0.24,115.4
202008032305,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,05R,一般,1800,晴,南西,4,4,差し,2,250,2,130,3,160,2-3,920,4,2-3,890,4,2-3,170,1,2-4,170,2,3-4,360,7,2-3-4,2280,4,2-3-4,740,2,1,2,3711,江 本 真 治,66,72,6.76,2,0.11,110.6,2,3,4151,下 河 誉 史,13,50,6.81,3,0.14,111.6,3,4,4195,前 川 守 嗣,42,39,6.82,4,0.15,113.3,4,6,3541,三 嶌 誠 司,49,43,6.8,6,0.14,114.4,5,1,5012,加 倉 侑 征,38,83,6.82,1,0.19,114.7,6,5,3543,福 田 雅 一,29,49,6.78,5,0.12,117.5
202008032306,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,06R,一般,1800,晴,南,4,4,差し,6,2700,6,1050,3,110,6-3,5280,16,3-6,820,4,3-6,380,5,1-6,720,10,1-3,500,7,6-3-1,44420,90,1-3-6,2600,11,1,6,4330,奈 須 啓 太,19,31,6.75,5,0.16,110.0,2,3,3024,西 島 義 則,50,67,6.79,2,0.16,111.4,3,1,4866,橋 本 英 一,16,87,6.75,1,0.1,113.9,4,4,3527,中 嶋 誠一郎,47,60,6.83,4,0.22,114.1,5,2,3853,岩 崎 正 哉,14,63,6.71,3,0.39,116.2,6,5,4771,下 寺 秀 和,67,73,6.78,6,0.15,119.3
202008032307,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,07R,一般,1800,晴,南,4,4,逃げ,3,120,3,100,5,100,3-5,240,1,3-5,150,1,3-5,120,1,3-6,150,3,5-6,220,5,3-5-6,380,1,3-5-6,200,1,1,3,4296,岡 崎 恭 裕,61,75,6.72,1,0.16,115.3,2,5,4364,池 永 太,46,80,6.71,5,0.19,117.1,3,6,4351,里 岡 右 貴,56,74,6.79,6,0.18,118.2,4,2,3709,田 中 浩 之,63,34,6.75,3,0.3,120.6,5,1,4881,檀 将 太,24,37,6.72,2,0.36,128.2,,,,,,,,,,
202008032308,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,08R,一般,1800,晴,南,4,4,逃げ,1,140,1,100,3,240,1-3,350,2,1-3,340,2,1-3,200,3,1-5,850,11,3-5,850,11,1-3-5,3370,11,1-3-5,1880,8,1,1,4126,吉 本 玲 緒,39,51,6.7,1,0.18,111.5,2,3,3361,岡 部 浩,30,82,6.75,3,0.15,112.7,3,5,3884,豊 田 聡,34,66,6.81,5,0.18,113.8,4,6,5085,中 村 栄 治,44,58,6.74,6,0.17,114.6,5,4,3246,星 野 政 彦,62,33,6.71,4,0.16,116.4,6,2,4368,山 口 隆 史,35,78,6.7,2,0.15,117.1
202008032309,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,09R,一般,1800,晴,南,4,4,逃げ,1,180,1,360,4,980,1-4,680,3,1-4,420,3,1-4,200,4,1-3,120,1,3-4,150,2,1-4-3,1570,6,1-3-4,610,3,1,1,4930,佐 藤 悠,65,85,6.7,1,0.22,110.7,2,4,4151,下 河 誉 史,13,50,6.73,4,0.26,111.8,3,3,4022,待 鳥 雄 紀,23,47,6.74,3,0.22,114.2,4,2,3543,福 田 雅 一,29,49,6.79,2,0.2,114.4,5,6,4958,溝 口 海義也,43,65,6.8,6,0.22,116.2,6,5,4855,江 頭 賢 太,45,48,6.84,5,0.2,119.1
202008032310,トータリゼータエンジニアリング杯,第5日,2020/08/03,唐津,10R,準優勝戦,1800,晴,南,4,4,逃げ,1,110,1,100,2,100,1-2,170,1,1-2,180,1,1-2,120,1,1-3,130,2,2-3,240,5,1-2-3,650,2,1-2-3,350,2,1,1,4102,益 田 啓 司,58,86,6.72,1,0.17,110.0,2,2,3514,山 一 鉄 也,18,35,6.65,2,0.15,111.0,3,3,3508,久 富 政 弘,25,70,6.7,3,0.17,112.8,4,4,4330,奈 須 啓 太,19,31,6.74,4,0.15,114.1,5,5,3711,江 本 真 治,66,72,6.71,5,0.15,114.7,6,6,4027,松 江 秀 徳,68,57,6.73,6,0.1,116.2
