レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202511230201,2025-11-23,02,01R,,backfill-from-daily,1,0.07,2,0.15,3,0.01,4,0.01,6,0.25,5,0.01
202511230202,2025-11-23,02,02R,,backfill-from-daily,1,0.01,2,0.04,3,-0.05,4,0.26,5,-0.16,6,-0.03
202511230203,2025-11-23,02,03R,,backfill-from-daily,1,0.07,2,0.11,3,0.12,4,-0.04,5,-0.05,6,-0.06
202511230204,2025-11-23,02,04R,,backfill-from-daily,1,-0.08,2,-0.04,3,0.17,4,0.06,5,0.01,6,0.08
202511230205,2025-11-23,02,05R,,backfill-from-daily,1,0.04,2,0.06,3,0.06,4,0.04,5,0.15,6,0.11
202511230206,2025-11-23,02,06R,,backfill-from-daily,1,0.01,2,-0.09,3,0.16,4,0.18,5,-0.02,6,-0.03
202511230207,2025-11-23,02,07R,,backfill-from-daily,1,0.07,2,0.09,3,0.25,4,0.01,5,0.01,6,0.02
202511230208,2025-11-23,02,08R,,backfill-from-daily,1,0.11,2,0.02,3,0.02,4,0.03,5,-0.13,6,0.08
202511230209,2025-11-23,02,09R,,backfill-from-daily,1,0.05,2,0.09,3,0.02,4,0.11,5,0.15,6,0.22
202511230210,2025-11-23,02,10R,,backfill-from-daily,1,0.16,2,0.03,3,-0.04,4,0.06,6,0.11,5,0.38
202511230211,2025-11-23,02,11R,,backfill-from-daily,1,0.07,2,0.21,3,-0.07,4,0.24,5,0.24,6,0.08
202511230212,2025-11-23,02,12R,,backfill-from-daily,1,0.11,2,0.09,3,0.13,4,0.23,5,0.17,6,0.25
202511230301,2025-11-23,03,01R,,backfill-from-daily,1,0.13,2,0.07,3,0.23,4,0.01,5,0.18,6,0.11
202511230302,2025-11-23,03,02R,,backfill-from-daily,1,0.06,2,0.05,3,0.01,4,-0.05,5,-0.07,6,-0.06
202511230303,2025-11-23,03,03R,,backfill-from-daily,1,0.05,2,0.02,3,0.18,4,-0.06,5,0.03,6,0.04
202511230304,2025-11-23,03,04R,,backfill-from-daily,1,-0.01,2,0.04,3,0.11,4,0.07,5,0.02,6,0.03
202511230305,2025-11-23,03,05R,,backfill-from-daily,1,0.05,2,0.08,3,-0.08,4,0.21,5,0.21,6,0.38
202511230306,2025-11-23,03,06R,,backfill-from-daily,1,0.13,2,0.37,3,0.27,4,0.35,5,0.15,6,0.32
202511230307,2025-11-23,03,07R,,backfill-from-daily,1,0.13,2,0.29,3,0.14,4,0.13,5,0.13,6,0.21
202511230308,2025-11-23,03,08R,,backfill-from-daily,1,0.08,2,0.01,3,-0.06,4,0.01,5,-0.04,6,-0.02
202511230309,2025-11-23,03,09R,,backfill-from-daily,1,0.07,2,0.15,3,0.06,4,-0.03,5,0.09,6,-0.03
202511230310,2025-11-23,03,10R,,backfill-from-daily,1,-0.04,2,0.14,3,0.03,4,0.04,5,0.15,6,-0.08
202511230311,2025-11-23,03,11R,,backfill-from-daily,1,0.22,2,0.0,3,-0.02,4,0.01,5,-0.04,6,-0.01
202511230312,2025-11-23,03,12R,,backfill-from-daily,1,-0.02,2,0.12,3,0.03,4,0.06,5,0.09,6,0.16
202511230501,2025-11-23,05,01R,,backfill-from-daily,1,0.11,2,0.1,3,0.13,4,0.1,5,0.04,6,-0.02
202511230502,2025-11-23,05,02R,,backfill-from-daily,1,-0.09,2,0.12,3,-0.03,4,-0.11,5,-0.04,6,-0.05
202511230503,2025-11-23,05,03R,,backfill-from-daily,1,-0.02,2,0.06,3,0.04,4,0.03,5,0.04,6,0.08
202511230504,2025-11-23,05,04R,,backfill-from-daily,1,0.05,2,0.08,3,0.13,4,-0.02,5,0.07,6,-0.01
