レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202605042301,2026-05-04,23,01R,,,,逃　げ,1,古賀　　繁輝,"1'57""9",3,松江　　秀徳,"2'01""0",2,竹田　　広樹,"2'03""5",6,山浦　　　槙,"2'04""6",5,吉田　　　光,"2'05""9",,,,1,0.16,,2,0.17,,3,0.11,,5,0.14,,4,0.15,,6,0.14,,1,7,5.0,5.0,,
202605042302,2026-05-04,23,02R,,,,逃　げ,1,峰　　　竜太,"1'48""2",2,山本　　梨菜,"1'49""4",3,桑原　　　啓,"1'51""4",6,間庭　　菜摘,"1'52""3",4,恵良　　琴美,"1'53""6",5,中島　　友和,"1'56""6",1,0.14,,2,0.16,,3,0.14,,4,0.22,,5,0.15,,6,0.12,,1,8,3.0,3.0,,
202605042303,2026-05-04,23,03R,,,,逃　げ,1,末永　　和也,"1'48""1",2,高橋　　龍治,"1'49""6",3,町田　　洸希,"1'50""9",4,定松　　勇樹,"1'51""6",5,中島　　真二,"1'52""6",6,下河　　雅史,"1'53""6",1,0.08,,2,0.08,,3,0.14,,4,0.23,,5,0.23,,6,0.26,,2,8,3.0,3.0,,
202605042304,2026-05-04,23,04R,,,,逃　げ,3,山田　　康二,"1'48""1",2,津留　浩一郎,"1'49""6",4,小柳　　勝希,"1'51""4",1,宮地　　博士,"1'51""6",5,高田　　　明,"1'53""1",6,知念　　伶奈,"1'56""8",3,0.16,,1,0.23,,2,0.21,,4,0.16,,5,0.19,,6,0.24,,1,8,3.0,3.0,,
202605042305,2026-05-04,23,05R,,,,逃　げ,1,深川　　真二,"1'48""2",2,冨成　　謙児,"1'49""4",4,藤田　　浩人,"1'50""6",3,小玉　　啓太,"1'51""5",5,田中　　宏典,"1'52""4",6,飯田　　庄吾,"1'54""8",1,0.04,,2,0.12,,3,0.12,,4,0.11,,5,0.14,,6,0.21,,1,7,4.0,4.0,,
202605042306,2026-05-04,23,06R,10:52,,,逃　げ,1,池田　奈津美,"1'47""9",4,安河内　　将,"1'50""0",3,小野　　勇作,"1'50""7",2,酒見　　峻介,"1'51""6",6,岩永　　節也,"1'53""5",5,山浦　　　槙,"1'55""5",1,0.11,,2,0.16,,3,0.2,,4,0.19,,6,0.23,,5,0.2,,1,7,4.0,4.0,17.0,19.0
202605042307,2026-05-04,23,07R,11:22,,,まくり,2,上野　真之介,"1'48""2",3,間庭　　菜摘,"1'48""8",4,常住　　　蓮,"1'50""7",6,久保田　凪紗,"1'52""0",5,竹田　　広樹,"1'53""6",1,浦田　　晃嗣,"1'55""5",1,0.26,,2,0.11,,3,0.21,,4,0.16,,5,0.19,,6,0.02,,1,8,3.0,3.0,18.0,19.0
202605042308,2026-05-04,23,08R,11:51,,,抜　き,2,武富　　智亮,"1'48""9",1,松江　　秀徳,"1'49""8",3,高田　　　明,"1'51""4",4,町田　　洸希,"1'52""9",6,田中　太一郎,"1'54""7",5,恵良　　琴美,"1'55""6",1,0.2,,2,0.2,,3,0.24,,4,0.28,,5,0.27,,6,0.22,,1,8,4.0,4.0,18.0,19.0
202605042309,2026-05-04,23,09R,12:27,,,逃　げ,1,山田　　康二,"1'47""6",4,末永　　和也,"1'49""0",3,富永　夏哉人,"1'49""9",2,田中　　宏典,"1'51""9",5,中野　　和裕,"1'53""4",6,古園井　綾南,"1'57""4",1,0.09,,2,0.18,,3,0.23,,4,0.27,,5,0.21,,6,0.12,,1,8,5.0,5.0,18.0,19.0
202605042310,2026-05-04,23,10R,13:00,,,逃　げ,4,古賀　　繁輝,"1'48""9",1,高橋　　龍治,"1'50""3",2,安河内　　将,"1'51""2",6,藤田　　浩人,"1'53""6",5,桑原　　　啓,"1'53""7",3,津留　浩一郎,"1'55""3",4,0.04,,1,0.09,,2,0.05,,3,0.12,,5,0.17,,6,0.12,,1,8,3.0,3.0,19.0,19.0
