レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202601050101,2026-01-05,01,01R,,backfill-from-daily,1,-0.06,2,0.03,3,-0.06,4,0.09,5,0.19,6,0.23
202601050102,2026-01-05,01,02R,,backfill-from-daily,1,0.21,2,0.19,3,0.43,4,0.13,5,0.11,6,0.01
202601050103,2026-01-05,01,03R,,backfill-from-daily,1,0.05,2,0.14,3,0.09,4,0.12,6,0.05,5,-0.01
202601050104,2026-01-05,01,04R,,backfill-from-daily,1,0.24,2,0.12,3,0.11,4,0.03,5,0.08,6,-0.01
202601050105,2026-01-05,01,05R,,backfill-from-daily,1,0.13,2,0.23,6,0.27,4,0.34,3,0.42,5,0.21
202601050106,2026-01-05,01,06R,,backfill-from-daily,1,0.09,2,0.12,3,0.05,4,0.16,5,0.19,6,0.21
202601050107,2026-01-05,01,07R,,backfill-from-daily,1,0.06,2,0.01,3,0.01,4,0.18,5,0.01,6,-0.03
202601050108,2026-01-05,01,08R,,backfill-from-daily,1,0.08,2,0.08,3,0.09,4,0.15,5,0.12,6,0.01
202601050110,2026-01-05,01,10R,,backfill-from-daily,1,0.09,2,0.08,3,0.07,4,0.15,5,0.24,6,0.07
202601050111,2026-01-05,01,11R,,backfill-from-daily,1,-0.07,2,0.11,3,-0.02,4,-0.11,5,0.01,6,0.05
202601050112,2026-01-05,01,12R,,backfill-from-daily,1,-0.03,2,0.06,3,-0.01,4,0.22,5,0.34,6,0.06
202601050201,2026-01-05,02,01R,,backfill-from-daily,1,0.23,2,0.08,3,0.03,4,0.06,5,-0.12,6,0.02
202601050202,2026-01-05,02,02R,,backfill-from-daily,1,0.16,2,0.13,3,0.19,4,0.04,5,0.13,6,0.01
202601050203,2026-01-05,02,03R,,backfill-from-daily,1,0.09,2,0.13,3,0.11,4,0.06,5,0.07,6,0.24
202601050204,2026-01-05,02,04R,,backfill-from-daily,1,0.15,2,0.31,3,0.05,4,0.14,5,0.18,6,0.11
202601050205,2026-01-05,02,05R,,backfill-from-daily,1,0.03,2,0.03,3,0.09,4,0.01,5,-0.01,6,0.04
202601050206,2026-01-05,02,06R,,backfill-from-daily,1,0.16,2,0.37,3,0.23,5,0.12,6,0.17,4,0.08
202601050207,2026-01-05,02,07R,,backfill-from-daily,1,0.15,2,0.19,3,0.09,4,0.17,5,0.25,6,0.09
202601050208,2026-01-05,02,08R,,backfill-from-daily,1,0.02,2,0.01,3,0.23,4,0.12,5,0.25,6,0.06
202601050209,2026-01-05,02,09R,,backfill-from-daily,1,-0.01,2,0.03,3,0.01,4,0.19,5,0.21,6,0.13
202601050210,2026-01-05,02,10R,,backfill-from-daily,1,0.14,2,0.23,3,0.01,4,-0.03,5,-0.07,6,0.02
202601050211,2026-01-05,02,11R,,backfill-from-daily,1,0.05,2,-0.04,3,-0.02,4,0.07,5,0.14,6,0.11
202601050212,2026-01-05,02,12R,,backfill-from-daily,1,0.17,2,0.05,3,0.01,4,0.14,5,0.11,6,0.22
202601050301,2026-01-05,03,01R,,backfill-from-daily,1,-0.01,2,0.08,3,0.29,4,-0.07,5,0.15,6,0.11
202601050302,2026-01-05,03,02R,,backfill-from-daily,1,-0.03,2,-0.03,3,0.2,4,0.03,5,-0.07,6,-0.07
202601050303,2026-01-05,03,03R,,backfill-from-daily,1,0.03,2,0.16,3,0.06,4,-0.12,5,-0.05,6,0.08
202601050304,2026-01-05,03,04R,,backfill-from-daily,1,0.06,2,0.14,3,0.01,4,0.07,5,0.15,6,0.16
202601050305,2026-01-05,03,05R,,backfill-from-daily,1,0.13,2,0.32,3,0.26,4,-0.01,5,-0.09,6,-0.03
202601050306,2026-01-05,03,06R,,backfill-from-daily,1,0.27,2,0.07,3,0.07,4,0.12,5,0.01,6,0.16
202601050307,2026-01-05,03,07R,,backfill-from-daily,1,0.18,2,0.2,3,0.31,4,0.47,5,0.07,6,0.11
202601050308,2026-01-05,03,08R,,backfill-from-daily,1,0.19,2,0.26,3,0.44,4,0.13,5,0.04,6,0.06
202601050309,2026-01-05,03,09R,,backfill-from-daily,1,0.32,2,0.24,3,0.05,4,0.04,5,0.01,6,0.06
202601050310,2026-01-05,03,10R,,backfill-from-daily,1,0.08,2,0.15,3,0.18,4,-0.01,5,0.13,6,-0.02
202601050311,2026-01-05,03,11R,,backfill-from-daily,1,0.11,2,0.16,3,0.23,4,0.11,5,0.2,6,0.04
202601050312,2026-01-05,03,12R,,backfill-from-daily,1,0.29,2,0.19,3,0.28,4,0.07,5,0.13,6,0.04
202601050401,2026-01-05,04,01R,,backfill-from-daily,1,0.04,2,0.12,3,0.02,4,-0.04,5,0.06,6,-0.03
202601050402,2026-01-05,04,02R,,backfill-from-daily,1,0.05,2,0.05,3,0.05,4,0.09,5,0.03,6,0.06
202601050403,2026-01-05,04,03R,,backfill-from-daily,1,0.03,2,0.05,3,0.16,4,0.06,5,0.08,6,-0.02
202601050404,2026-01-05,04,04R,,backfill-from-daily,1,0.16,2,0.17,3,0.02,4,0.08,5,0.06,6,0.15
202601050405,2026-01-05,04,05R,,backfill-from-daily,1,-0.02,2,0.03,3,0.07,4,0.06,5,0.07,6,0.06
202601050406,2026-01-05,04,06R,,backfill-from-daily,1,0.32,2,0.17,3,0.2,4,0.36,5,0.16,6,0.18
202601050407,2026-01-05,04,07R,,backfill-from-daily,1,0.01,2,0.08,3,0.19,4,0.09,5,0.08,6,0.23
202601050408,2026-01-05,04,08R,,backfill-from-daily,1,0.09,2,0.14,3,0.17,4,0.03,5,0.05,6,0.02
202601050409,2026-01-05,04,09R,,backfill-from-daily,1,0.03,2,0.07,3,0.11,4,0.15,5,0.05,6,-0.02
202601050410,2026-01-05,04,10R,,backfill-from-daily,6,0.26,1,0.17,2,0.07,3,0.08,4,0.05,5,-0.04
202601050411,2026-01-05,04,11R,,backfill-from-daily,1,0.06,2,0.0,3,0.01,4,0.21,5,0.14,6,0.11
202601050412,2026-01-05,04,12R,,backfill-from-daily,1,0.01,2,0.15,3,0.13,4,0.09,5,0.01,6,-0.1
202601050501,2026-01-05,05,01R,,backfill-from-daily,1,0.09,2,0.16,3,0.11,4,0.01,5,0.04,6,-0.05
202601050502,2026-01-05,05,02R,,backfill-from-daily,1,0.06,2,0.11,3,0.04,4,-0.14,5,-0.01,6,-0.01
