レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202601150101,2026-01-15,01,01R,,backfill-from-daily,1,0.06,2,0.07,3,0.05,4,0.01,5,0.07,6,0.34
202601150102,2026-01-15,01,02R,,backfill-from-daily,1,0.09,2,-0.05,3,0.05,4,0.33,5,0.05,6,-0.03
202601150103,2026-01-15,01,03R,,backfill-from-daily,1,-0.02,2,0.02,3,0.06,4,0.15,6,-0.03,5,0.05
202601150104,2026-01-15,01,04R,,backfill-from-daily,1,0.05,2,0.06,3,-0.01,4,0.03,5,0.07,6,-0.12
202601150105,2026-01-15,01,05R,,backfill-from-daily,2,0.13,3,0.15,1,0.09,4,0.14,5,0.01,6,-0.08
202601150107,2026-01-15,01,07R,,backfill-from-daily,1,0.13,2,0.22,3,0.15,4,0.11,5,0.19,6,0.1
202601150108,2026-01-15,01,08R,,backfill-from-daily,1,0.16,2,0.08,3,0.13,4,0.12,5,0.04,6,0.14
202601150109,2026-01-15,01,09R,,backfill-from-daily,1,-0.09,2,-0.09,3,-0.08,4,0.01,5,-0.01,6,-0.06
202601150110,2026-01-15,01,10R,,backfill-from-daily,1,0.13,2,-0.01,3,0.12,4,-0.01,5,0.08,6,0.04
202601150112,2026-01-15,01,12R,,backfill-from-daily,1,0.05,2,0.29,3,0.14,4,0.11,5,0.03,6,0.19
202601150301,2026-01-15,03,01R,,backfill-from-daily,1,-0.02,2,-0.06,3,-0.2,4,-0.02,5,-0.1,6,-0.05
202601150302,2026-01-15,03,02R,,backfill-from-daily,1,-0.13,2,0.21,3,-0.03,4,0.21,5,0.14,6,0.08
202601150303,2026-01-15,03,03R,,backfill-from-daily,1,0.23,2,-0.01,3,0.11,4,0.09,5,0.07,6,0.17
202601150304,2026-01-15,03,04R,,backfill-from-daily,1,0.04,2,-0.01,3,0.06,4,0.04,5,0.03,6,0.03
202601150305,2026-01-15,03,05R,,backfill-from-daily,1,0.11,2,0.12,3,0.05,4,0.14,5,0.17,6,0.09
202601150306,2026-01-15,03,06R,,backfill-from-daily,1,0.12,2,0.01,3,0.14,4,0.01,5,0.19,6,0.21
202601150307,2026-01-15,03,07R,,backfill-from-daily,1,0.11,2,0.37,3,0.26,4,0.21,5,0.31,6,0.1
202601150308,2026-01-15,03,08R,,backfill-from-daily,1,0.23,2,0.09,3,0.13,4,0.18,5,0.23,6,0.31
202601150309,2026-01-15,03,09R,,backfill-from-daily,1,0.01,2,0.05,3,0.06,4,0.45,5,0.27,6,0.55
202601150310,2026-01-15,03,10R,,backfill-from-daily,1,0.07,2,0.06,3,0.04,4,0.08,5,0.17,6,0.09
202601150311,2026-01-15,03,11R,,backfill-from-daily,1,-0.09,2,0.2,3,0.24,4,0.23,5,0.1,6,0.07
202601150312,2026-01-15,03,12R,,backfill-from-daily,1,-0.12,2,0.13,3,-0.08,4,-0.14,5,-0.06,6,0.02
202601150401,2026-01-15,04,01R,,backfill-from-daily,1,-0.11,2,-0.03,3,-0.02,4,-0.07,5,-0.02,6,0.05
202601150402,2026-01-15,04,02R,,backfill-from-daily,1,-0.02,2,0.12,3,0.08,4,0.16,5,-0.01,6,-0.04
202601150403,2026-01-15,04,03R,,backfill-from-daily,1,0.01,2,0.0,3,-0.01,4,0.34,5,0.01,6,0.01
202601150404,2026-01-15,04,04R,,backfill-from-daily,1,0.04,2,0.13,3,0.07,4,0.18,5,0.13,6,0.13
202601150405,2026-01-15,04,05R,,backfill-from-daily,1,0.01,2,0.19,3,0.01,4,0.22,5,0.03,6,-0.08
