レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202511142101,2025-11-14,21,01R,,,,逃　げ,1,谷川　　祐一,"1'48""0",2,吉村　　正明,"1'49""7",6,崎　　　利仁,"1'50""2",5,後藤　　美翼,"1'50""5",3,山戸　　信二,,4,川村　　正輝,,1,0.11,,2,0.18,,3,0.26,,4,0.25,,5,0.15,,6,0.12,,1,5,2.0,2.0,19.0,16.0
202511142102,2025-11-14,21,02R,,,,逃　げ,1,中田　　夕貴,"1'47""4",2,山谷　　　央,"1'49""4",3,成貞　　琳平,"1'50""8",4,今井　　裕梨,"1'52""4",6,小柳　　勝希,,5,三原　　　司,,1,0.26,,2,0.16,,3,0.22,,4,0.17,,5,0.27,,6,0.28,,1,1,1.0,1.0,11.0,16.0
202511142103,2025-11-14,21,03R,,,,まくり差し,3,江本　　真治,"1'47""5",2,松田　　真実,"1'48""7",5,香川　　素子,"1'50""5",4,平川　　香織,"1'51""5",1,松下　　直也,,6,岡　　　暢祐,,1,0.19,,2,0.11,,3,0.13,,4,0.33,,5,0.26,,6,0.26,,1,1,1.0,1.0,12.0,16.0
202511142104,2025-11-14,21,04R,,,,逃　げ,1,竹田　　和哉,"1'48""4",5,鶴田　　勇雄,"1'49""0",3,黒野　　元基,"1'50""3",2,稲生　　夏季,"1'51""2",4,富永　　正人,,6,宮本　　琉正,,1,0.13,,2,0.13,,3,0.12,,4,0.27,,5,0.22,,6,0.24,,1,1,1.0,1.0,13.0,16.0
202511142105,2025-11-14,21,05R,,,,まくり,4,茶谷　　信次,"1'47""8",3,松尾　　宣邦,"1'49""7",1,麻生　　慎介,"1'50""3",2,三苫　　晃幸,"1'52""5",6,川村　　正輝,,5,吉村　　正明,,1,0.11,,2,0.13,,3,0.12,,4,0.05,,5,0.06,,6,0.07,,1,1,1.0,1.0,15.0,16.0
202511142106,2025-11-14,21,06R,,,,差　し,2,櫻本　あゆみ,"1'47""4",1,山戸　　信二,"1'49""6",5,宮武　　英司,"1'50""5",4,三原　　　司,"1'51""3",3,崎　　　利仁,,6,島川　　光男,,1,0.17,,2,0.12,,3,0.13,,4,0.09,,5,0.06,,6,0.07,,1,1,0.0,1.0,16.0,16.0
202511142107,2025-11-14,21,07R,,,,逃　げ,1,熊本　　英一,"1'48""9",3,小川　　知行,"1'50""5",4,後藤　　美翼,"1'51""7",5,成貞　　琳平,"1'52""4",2,田中　太一郎,,6,安武　　一也,,1,0.19,,2,0.25,,3,0.18,,4,0.33,,5,0.35,,6,0.38,,1,1,0.0,1.0,16.0,16.0
202511142108,2025-11-14,21,08R,,,,差　し,2,鶴田　　勇雄,"1'47""9",3,稲生　　夏季,"1'49""3",1,松田　　真実,"1'50""7",6,山田　　竜一,"1'52""0",4,岡　　　暢祐,,5,小柳　　勝希,,1,0.13,,2,0.23,,3,0.12,,4,0.18,,6,0.14,,5,0.04,,1,1,1.0,1.0,17.0,16.0
202511142109,2025-11-14,21,09R,,,,まくり差し,6,谷川　　祐一,"1'48""4",1,茶谷　　信次,"1'49""3",2,平川　　香織,"1'50""6",4,宮本　　琉正,"1'52""3",5,今井　　裕梨,,3,富永　　正人,,1,0.13,,2,0.15,,3,0.19,,5,0.07,,6,0.11,,4,0.08,,1,1,3.0,3.0,18.0,16.0
202511142110,2025-11-14,21,10R,,,,逃　げ,1,島川　　光男,"1'48""3",4,香川　　素子,"1'50""1",2,宮武　　英司,"1'51""9",3,山谷　　　央,"1'51""9",5,三苫　　晃幸,,6,麻生　　慎介,,1,0.14,,2,0.16,,3,0.13,,4,0.18,,5,0.19,,6,0.2,,1,1,1.0,1.0,18.0,16.0
