レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202511092201,2025-11-09,22,01R,,,,まくり,4,小宮　　涼雅,"1'50""3",5,尾道　　佳諭,"1'52""6",2,城間　　盛渚,"1'53""4",3,山本　　幸也,"1'55""2",6,上岡　　巧汰,,1,石本　　裕武,,1,0.21,,2,0.19,,3,0.24,,4,0.09,,5,0.06,,6,0.09,,2,1,2.0,2.0,19.0,21.0
202511092202,2025-11-09,22,02R,,,,差　し,2,山田　　　丈,"1'50""7",6,佐野　　優都,"1'51""9",3,上原　　　崚,"1'53""5",4,田中　　宏典,"1'55""0",1,田中　　勇輔,,5,木山　　大聖,,1,0.11,,2,0.12,,3,0.16,,4,0.15,,5,0.12,,6,0.16,,2,8,3.0,3.0,20.0,21.0
202511092203,2025-11-09,22,03R,,,,逃　げ,1,荒木　　颯斗,"1'50""9",4,村上　宗太郎,"1'52""6",3,高井　　雄基,"1'53""2",6,笹木　　香吾,"1'54""9",5,柳瀬　　幹太,,2,川辺　　郭人,,1,0.07,,2,0.04,,3,0.02,,4,0.07,,5,0.08,,6,0.08,,1,8,3.0,3.0,20.0,21.0
202511092204,2025-11-09,22,04R,,,,差　し,2,登玉　　隼百,"1'51""9",1,山本　稔太朗,"1'54""1",4,土井　　歩夢,"1'54""9",3,宮田　　龍馬,"1'56""2",6,大江　　　純,,5,嘉手苅　徹哉,,1,0.17,,2,0.21,,3,0.27,,4,0.31,,5,0.31,,6,0.3,,1,8,3.0,3.0,21.0,21.0
202511092205,2025-11-09,22,05R,,,,まくり差し,3,水谷　　理人,"1'50""1",2,鰐部　太空海,"1'51""5",4,中村　　魁生,"1'52""7",1,岩下　　巧斗,"1'55""1",6,高山　　敬悟,,5,上岡　　巧汰,,1,0.11,,2,0.02,,3,0.06,,4,0.09,,6,0.1,,5,0.34,,2,8,3.0,3.0,20.0,21.0
202511092206,2025-11-09,22,06R,,,,差　し,2,竹下　　大樹,"1'51""8",3,杉山　　喜一,"1'52""8",4,西丸　　敦基,"1'54""6",5,田中　　勇輔,"1'55""2",1,山本　　幸也,,6,村松　　将平,,1,0.14,,2,0.16,,3,0.19,,4,0.27,,5,0.28,,6,0.32,,3,8,3.0,3.0,20.0,21.0
202511092207,2025-11-09,22,07R,,,,差　し,2,長谷川　　暖,"1'51""2",4,宮脇　　遼太,"1'52""7",1,小宮　　涼雅,"1'53""8",6,川辺　　郭人,"1'54""9",5,佐野　　優都,,3,大原　　祥昌,,1,0.07,,2,0.04,,3,0.1,,4,0.16,,5,0.09,,6,0.1,,3,8,3.0,3.0,20.0,21.0
202511092208,2025-11-09,22,08R,,,,まくり,2,長谷川　晴哉,"1'51""1",3,尾道　　佳諭,"1'52""4",5,村上　宗太郎,"1'54""1",1,浦野　　　海,"1'55""5",4,野田　　昇吾,,6,田中　　宏典,,1,0.41,,2,0.24,,3,0.2,,4,0.22,,5,0.22,,6,0.21,,3,8,3.0,3.0,19.0,21.0
202511092209,2025-11-09,22,09R,,,,逃　げ,1,上野　　俊樹,"1'50""6",4,山田　　　丈,"1'51""2",3,岩下　　巧斗,"1'54""0",6,生方　　靖亜,"1'55""7",2,柳瀬　　幹太,,,,,1,0.14,,2,0.16,,3,0.17,,4,0.14,,6,0.1,,,,,3,1,3.0,3.0,19.0,21.0
202511092210,2025-11-09,22,10R,,,,逃　げ,1,津田　　陸翔,"1'51""1",5,山本　稔太朗,"1'52""7",6,鰐部　太空海,"1'53""2",3,笹木　　香吾,"1'54""7",2,上原　　　崚,,4,竹下　　大樹,,1,0.09,,2,0.1,,3,0.14,,4,0.18,,5,0.11,,6,0.1,,2,1,3.0,3.0,19.0,21.0
