レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202504120201,2025-04-12,02,01R,1,3,一周,まわり足,直線,金子 順一,37.39,5.31,7.05,小黒 竜吾,37.21,5.3,7.03,根岸 真優,38.09,5.7,7.03,國弘 翔平,37.53,5.83,7.05,小林 孝弘,37.29,5.61,7.14,桑原 啓,37.83,5.7,7.17
202504120202,2025-04-12,02,02R,1,3,一周,まわり足,直線,齋藤 達希,37.11,5.56,7.0,長尾 章平,37.21,5.66,6.97,森 弘行,37.71,5.59,7.02,岩川 仁士,37.55,5.47,7.03,関根 彰人,37.18,5.49,7.1,野田部 宏子,37.45,5.55,7.03
202504120203,2025-04-12,02,03R,1,3,一周,まわり足,直線,山谷 央,37.5,5.67,7.05,橋口 真樹,37.95,5.85,7.04,石川 真二,37.91,5.73,6.97,古場 輝義,37.8,5.63,6.99,丸岡 正典,37.11,5.57,7.0,横井 健太,37.45,5.55,6.99
202504120204,2025-04-12,02,04R,1,3,一周,まわり足,直線,杉江 浩明,37.03,5.71,6.95,柴田 大輔,37.69,5.53,7.1,三好 勇人,37.04,5.43,7.1,眞田 英二,37.49,5.78,7.01,北川 幸典,37.37,6.05,6.9,川井 萌,37.69,6.01,6.93
202504120205,2025-04-12,02,05R,1,3,一周,まわり足,直線,松山 将吾,37.35,5.74,6.93,宮内 由紀英,37.32,5.8,6.95,吉原 聖人,37.63,5.52,7.08,北野 輝季,37.26,5.95,6.83,深川 和仁,37.31,5.51,7.09,根岸 真優,37.86,5.89,7.17
202504120206,2025-04-12,02,06R,1,3,一周,まわり足,直線,中尾 優香,38.13,5.27,7.01,尾上 雅也,37.7,5.27,7.03,小黒 竜吾,37.87,5.43,7.03,宮崎 奨,37.57,5.73,7.0,桑原 将光,37.7,5.67,7.03,深尾 巴恵,37.37,5.6,6.97
202504120207,2025-04-12,02,07R,1,3,一周,まわり足,直線,大瀧 明日香,37.46,5.36,6.97,桑原 啓,37.86,5.53,7.1,野田部 宏子,38.12,5.55,6.96,山谷 央,38.16,5.24,7.1,横川 聖志,37.47,5.39,7.18,川口 貴久,38.6,5.87,7.1
202504120208,2025-04-12,02,08R,1,3,一周,まわり足,直線,間庭 菜摘,37.19,5.83,6.79,横田 貴満,37.57,5.7,6.88,北川 幸典,37.43,5.43,7.0,橋口 真樹,37.83,5.48,7.03,鈴木 博,37.47,5.36,7.06,渡邉 英児,37.43,5.36,7.0
202504120209,2025-04-12,02,09R,1,3,一周,まわり足,直線,古場 輝義,37.51,5.44,6.93,松下 一也,37.7,5.56,6.98,川井 萌,38.13,5.67,7.0,深川 和仁,37.43,5.4,7.01,國弘 翔平,37.83,5.67,7.0,長尾 章平,38.62,5.87,6.93
202504120210,2025-04-12,02,10R,1,3,一周,まわり足,直線,桑原 将光,37.84,5.73,6.94,千葉 真弥,37.99,5.81,7.01,眞田 英二,37.91,5.47,7.17,関根 彰人,37.62,5.45,7.1,鈴木 峻佑,37.6,5.64,7.02,石川 真二,37.71,6.26,6.86
202504120211,2025-04-12,02,11R,1,3,一周,まわり足,直線,丸岡 正典,36.67,5.44,6.91,深尾 巴恵,37.95,5.58,6.95,大瀧 明日香,37.74,5.53,7.02,松山 将吾,38.46,5.47,7.02,北中 元樹,38.4,5.87,7.14,岩川 仁士,37.86,5.73,7.08
202504120212,2025-04-12,02,12R,1,3,一周,まわり足,直線,北野 輝季,36.61,5.37,6.81,渡邉 英児,37.41,5.63,6.92,横川 聖志,37.18,6.02,6.97,齋藤 達希,37.57,5.64,6.98,宮崎 奨,37.58,5.6,6.93,三好 勇人,37.5,5.47,6.97
202504120501,2025-04-12,05,01R,1,3,一周,まわり足,直線,高橋 二朗,37.07,5.96,6.84,寺本 昇平,37.29,5.71,6.9,古川 誠之,37.14,5.7,7.07,今坂 晃広,37.17,5.6,7.12,竹上 真司,37.25,5.59,7.02,早川 颯太,37.63,6.42,6.82
202504120502,2025-04-12,05,02R,1,3,一周,まわり足,直線,日笠 勝弘,37.29,6.27,6.75,酒井 陽祐,37.66,6.1,6.89,宮田 龍馬,37.24,5.87,7.02,泉 具巳,37.24,5.57,7.03,井手 良太,37.12,5.94,6.95,若林 将,36.86,5.63,7.14
202504120503,2025-04-12,05,03R,1,3,一周,まわり足,直線,小坂 宗司,36.93,5.82,6.95,鹿島 敏弘,37.33,5.69,6.94,小坂 尚哉,36.85,5.68,6.92,齋藤 勇,37.75,5.84,6.91,坪内 実,37.25,5.63,6.89,大塚 雅治,37.67,5.85,6.84
202504120504,2025-04-12,05,04R,1,3,一周,まわり足,直線,清水 紀克,37.52,5.84,7.0,多田 有佑,37.27,5.68,7.02,岡瀬 正人,37.2,5.37,7.11,西川 真人,37.7,5.71,6.94,花本 夏樹,38.11,5.95,7.04,黒井 達矢,37.28,5.86,7.04
202504120505,2025-04-12,05,05R,1,3,一周,まわり足,直線,山本 兼士,37.64,5.97,6.81,加瀬 智宏,37.48,5.87,6.87,田代 達也,37.2,5.87,6.89,平尾 崇典,36.8,5.95,6.77,黒野 元基,37.15,5.57,6.95,倉田 茂将,37.41,5.71,6.93
202504120506,2025-04-12,05,06R,1,3,一周,まわり足,直線,橋本 久和,36.66,6.02,6.93,井手 良太,37.21,5.96,6.97,金子 貴志,38.07,5.77,7.03,星野 太郎,38.14,6.16,7.0,東本 勝利,37.04,5.56,7.1,早川 颯太,38.13,6.97,6.68
202504120507,2025-04-12,05,07R,1,3,一周,まわり足,直線,金田 智博,37.03,5.64,7.0,鈴木 孝明,37.74,5.74,7.01,坪内 実,37.31,5.52,6.98,高橋 二朗,37.31,6.24,6.88,日笠 勝弘,37.73,5.97,7.0,青木 蓮,36.81,5.34,7.04
