タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,2R,予選,1800,09:01,1,4732,堀本和也,36,徳島,54.0,A1,6.16,45.0,,,52,35,32,28,,,,,,,,,,,,,,2,5145,島川海輝,22,山口,55.0,A2,6.01,43.24,,,26,23,58,39,,,,,,,,,,,,,,3,4792,杉村賢也,35,東京,50.0,B1,5.41,32.65,,,80,25,20,42,,,,,,,,,,,,,,4,3642,大塚浩二,54,静岡,52.0,B1,3.91,16.22,,,38,38,15,38,,,,,,,,,,,,,,5,4902,山川雄大,32,兵庫,51.0,B1,4.3,28.16,,,21,29,65,32,,,,,,,,,,,,,,6,4977,馬野 耀,31,大阪,56.0,A2,5.7,40.4,,,61,21,59,39,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,3R,予選,1800,09:27,1,4053,芦澤 望,47,東京,56.0,A2,5.49,34.04,,,51,22,70,36,,,,,,,,,,,,,,2,4370,山口達也,39,岡山,53.0,A1,7.18,54.96,,,28,33,35,22,,,,,,,,,,,,,,3,4832,権藤俊光,38,大阪,52.0,A2,6.59,46.81,,,39,41,56,35,,,,,,,,,,,,,,4,3257,田頭 実,58,福岡,52.0,B1,6.16,52.44,,,83,40,25,38,,,,,,,,,,,,,,5,4567,上村慎太,37,山口,51.0,B1,4.58,26.92,,,15,26,26,28,,,,,,,,,,,,,,6,5410,今泉 澪,20,愛知,49.0,B2,1.22,,,,32,34,78,45,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,4R,予選,1800,09:53,1,4624,高田 明,40,佐賀,51.0,A2,6.88,56.76,,,65,29,21,29,,,,,,,,,,,,,,2,3631,田添康介,56,長崎,54.0,B1,3.27,10.81,,,14,30,74,33,,,,,,,,,,,,,,3,5228,若林樹蘭,23,東京,52.0,A2,6.0,38.1,,,75,25,79,40,,,,,,,,,,,,,,4,3915,繁野谷圭,51,大阪,52.0,A2,5.62,35.85,,,84,20,72,34,,,,,,,,,,,,,,5,4861,田中宏樹,37,福岡,52.0,B1,4.68,28.42,,,54,33,69,46,,,,,,,,,,,,,,6,3454,井川大作,54,岡山,58.0,B1,5.58,33.75,,,30,24,28,29,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,5R,予選,1800,10:19,1,5193,米丸乃絵,24,福岡,47.0,A2,6.77,51.35,,,66,24,24,38,,,,,,,,,,,,,,2,5296,永田 楽,23,愛知,46.0,B1,4.63,27.1,,,82,30,52,40,,,,,,,,,,,,,,3,4694,高田 綾,40,福岡,44.0,B1,4.7,25.58,,,24,32,33,30,,,,,,,,,,,,,,4,5019,柴田百恵,26,静岡,44.0,B1,5.69,41.56,,,81,30,76,31,,,,,,,,,,,,,,5,4936,戸敷晃美,29,福岡,47.0,A2,5.94,41.94,,,16,25,29,30,,,,,,,,,,,,,,6,3579,中里優子,52,埼玉,48.0,B1,4.63,26.15,,,34,34,18,33,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,6R,予選,1800,10:47,1,3920,正木聖賢,51,広島,56.0,B1,5.71,39.76,,,78,36,67,26,,,,,,,,,,,,,,2,4610,佐藤大佑,35,東京,54.0,A2,5.61,40.82,,,23,39,14,27,,,,,,,,,,,,,,3,4902,山川雄大,32,兵庫,51.0,B1,4.3,28.16,,,21,29,65,32,,,,,,,,,,,,,,4,4082,濱崎 誠,46,大阪,52.0,B1,5.19,35.29,,,74,28,17,29,,,,,,,,,,,,,,5,4477,篠崎仁志,38,福岡,57.0,A1,6.4,42.42,,,58,45,11,33,,,,,,,,,,,,,,6,4112,大久保信,45,佐賀,53.0,B1,5.56,36.84,,,70,47,81,38,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,7R,予選,1800,11:15,1,4039,村上功祐,46,大阪,58.0,B1,5.81,41.11,,,20,35,71,26,,,,,,,,,,,,,,2,4567,上村慎太,37,山口,51.0,B1,4.58,26.92,,,15,26,26,28,,,,,,,,,,,,,,3,5126,山下大輝,29,兵庫,52.0,A2,6.16,45.97,,,69,36,63,25,,,,,,,,,,,,,,4,3159,江口晃生,60,群馬,52.0,A1,6.63,51.25,,,53,47,10,36,,,,,,,,,,,,,,5,4390,松本弓雄,39,徳島,53.0,B1,3.18,9.84,,,71,30,82,36,,,,,,,,,,,,,,6,3105,内山文典,62,東京,53.0,B1,4.42,19.18,,,68,28,60,31,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,8R,予選,1800,11:52,1,3619,長谷川充,51,群馬,52.0,B1,5.24,33.71,,,50,35,62,24,,,,,,,,,,,,,,2,4359,横川聖志,41,徳島,57.0,B1,5.4,38.27,,,59,46,80,33,,,,,,,,,,,,,,3,3454,井川大作,54,岡山,58.0,B1,5.58,33.75,,,30,24,28,29,,,,,,,,,,,,,,4,4848,仲谷颯仁,31,福岡,52.0,A1,7.08,47.83,,,60,25,68,31,,,,,,,,,,,,,,5,4792,杉村賢也,35,東京,50.0,B1,5.41,32.65,,,80,25,20,42,,,,,,,,,,,,,,6,5423,高橋嗣穏,23,徳島,50.0,B2,,,,,13,28,55,32,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,9R,特賞,1800,12:27,1,3642,大塚浩二,54,静岡,52.0,B1,3.91,16.22,,,38,38,15,38,,,,,,,,,,,,,,2,5243,三馬崇史,25,広島,55.0,B1,5.56,37.93,,,36,34,27,35,,,,,,,,,,,,,,3,4747,山戸信二,40,長崎,52.0,B1,4.49,26.8,,,57,31,36,39,,,,,,,,,,,,,,4,5193,米丸乃絵,24,福岡,47.0,A2,6.77,51.35,,,66,24,24,38,,,,,,,,,,,,,,5,5228,若林樹蘭,23,東京,52.0,A2,6.0,38.1,,,75,25,79,40,,,,,,,,,,,,,,6,4832,権藤俊光,38,大阪,52.0,A2,6.59,46.81,,,39,41,56,35,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,0R,特賞,1800,13:00,1,3257,田頭 実,58,福岡,52.0,B1,6.16,52.44,,,83,40,25,38,,,,,,,,,,,,,,2,4977,馬野 耀,31,大阪,56.0,A2,5.7,40.4,,,61,21,59,39,,,,,,,,,,,,,,3,3579,中里優子,52,埼玉,48.0,B1,4.63,26.15,,,34,34,18,33,,,,,,,,,,,,,,4,4624,高田 明,40,佐賀,51.0,A2,6.88,56.76,,,65,29,21,29,,,,,,,,,,,,,,5,4197,渥美卓郎,43,静岡,54.0,B1,3.16,6.33,,,37,28,61,37,,,,,,,,,,,,,,6,4610,佐藤大佑,35,東京,54.0,A2,5.61,40.82,,,23,39,14,27,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,1R,特選,1800,13:36,1,3915,繁野谷圭,51,大阪,52.0,A2,5.62,35.85,,,84,20,72,34,,,,,,,,,,,,,,2,4936,戸敷晃美,29,福岡,47.0,A2,5.94,41.94,,,16,25,29,30,,,,,,,,,,,,,,3,3920,正木聖賢,51,広島,56.0,B1,5.71,39.76,,,78,36,67,26,,,,,,,,,,,,,,4,4053,芦澤 望,47,東京,56.0,A2,5.49,34.04,,,51,22,70,36,,,,,,,,,,,,,,5,5145,島川海輝,22,山口,55.0,A2,6.01,43.24,,,26,23,58,39,,,,,,,,,,,,,,6,5126,山下大輝,29,兵庫,52.0,A2,6.16,45.97,,,69,36,63,25,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,2R,ドリーム戦,1800,14:13,1,4848,仲谷颯仁,31,福岡,52.0,A1,7.08,47.83,,,60,25,68,31,,,,,,,,,,,,,,2,3159,江口晃生,60,群馬,52.0,A1,6.63,51.25,,,53,47,10,36,,,,,,,,,,,,,,3,4477,篠崎仁志,38,福岡,57.0,A1,6.4,42.42,,,58,45,11,33,,,,,,,,,,,,,,4,4732,堀本和也,36,徳島,54.0,A1,6.16,45.0,,,52,35,32,28,,,,,,,,,,,,,,5,4504,前田将太,37,福岡,54.0,A1,6.44,39.71,,,19,38,66,32,,,,,,,,,,,,,,6,4370,山口達也,39,岡山,53.0,A1,7.18,54.96,,,28,33,35,22,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,1R,朝からセンプ,1800,10:36,1,5003,来田衣織,29,兵庫,49.0,B1,3.93,24.42,,,2,44,39,22,,,,,,,,,,,,,,2,5194,大久保佑,24,埼玉,45.0,B1,4.56,29.49,,,46,24,11,34,,,,,,,,,,,,,,3,4286,平田さや,41,東京,48.0,A2,5.28,30.08,,,1,29,29,35,,,,,,,,,,,,,,4,5241,門田 栞,25,香川,47.0,B1,4.21,25.86,,,50,40,46,31,,,,,,,,,,,,,,5,5306,河内悠利,22,群馬,48.0,B1,2.59,5.13,,,21,30,51,26,,,,,,,,,,,,,,6,5357,田中瀬里,20,埼玉,55.0,B2,1.75,1.67,,,41,40,66,26,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,2R,予選,1800,11:02,1,5327,西田和加,22,埼玉,50.0,B2,1.55,,,,29,35,55,29,,,,,,,,,,,,,,2,4733,赤井 睦,36,徳島,48.0,B1,4.99,27.63,,,59,24,27,36,,,,,,,,,,,,,,3,3618,海野ゆか,52,広島,43.0,A2,6.29,44.04,,,60,30,43,37,,,,,,,,,,,,,,4,4758,富樫麗加,36,東京,54.0,B1,6.02,43.37,,,53,33,32,31,,,,,,,,,,,,,,5,5188,武井莉里,25,兵庫,45.0,A2,5.71,38.46,,,31,26,52,26,,,,,,,,,,,,,,6,5192,中尾優香,24,福岡,49.0,B1,5.32,35.8,,,22,23,47,30,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,3R,予選,1800,11:29,1,4990,田中博子,28,福岡,48.0,B2,2.67,,,,51,31,34,21,,,,,,,,,,,,,,2,4963,實森美祐,29,広島,47.0,A1,6.3,43.56,,,57,39,44,36,,,,,,,,,,,,,,3,5231,寺田空詩,22,山口,46.0,B1,5.23,33.77,,,42,27,16,42,,,,,,,,,,,,,,4,5118,野田なづ,25,佐賀,44.0,B1,5.47,34.57,,,28,39,70,38,,,,,,,,,,,,,,5,4900,中田夕貴,33,埼玉,46.0,A2,6.09,45.3,,,14,37,24,36,,,,,,,,,,,,,,6,4964,土屋 南,28,岡山,45.0,B2,7.47,58.82,,,18,28,67,51,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,4R,予選,1800,11:56,1,4071,古賀千晶,45,兵庫,45.0,B1,4.63,25.0,,,36,36,69,33,,,,,,,,,,,,,,2,4456,鎌倉 涼,36,大阪,44.0,A1,6.84,52.78,,,9,48,18,38,,,,,,,,,,,,,,3,5198,奥村明日,24,福岡,45.0,B1,4.74,22.37,,,6,49,64,30,,,,,,,,,,,,,,4,5045,平川香織,25,埼玉,46.0,B1,5.88,43.4,,,15,20,35,34,,,,,,,,,,,,,,5,4884,勝浦真帆,29,岡山,49.0,A1,5.5,33.64,,,33,42,49,27,,,,,,,,,,,,,,6,5342,原村百那,24,山口,47.0,B2,1.82,,,,13,32,53,31,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,5R,予選,1800,12:24,1,4974,安井瑞紀,32,岡山,48.0,B1,6.1,41.46,,,7,28,14,33,,,,,,,,,,,,,,2,5129,山口真喜,28,長崎,48.0,A2,5.31,31.48,,,8,46,38,31,,,,,,,,,,,,,,3,4283,石井裕美,41,東京,50.0,B1,4.62,18.92,,,49,37,56,37,,,,,,,,,,,,,,4,5265,大廣咲季,26,香川,46.0,B1,2.92,10.81,,,58,33,30,32,,,,,,,,,,,,,,5,5163,清水愛海,26,山口,45.0,A1,6.67,53.41,,,47,20,54,33,,,,,,,,,,,,,,6,5297,南 彩寧,23,兵庫,48.0,B2,2.22,3.13,,,37,40,23,33,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,6R,昼どきピンク,1800,12:55,1,4791,黒澤めぐ,36,東京,48.0,A2,5.84,43.9,,,12,35,63,32,,,,,,,,,,,,,,2,5264,登みひ果,26,兵庫,45.0,B1,4.34,26.44,,,55,28,65,16,,,,,,,,,,,,,,3,4987,島倉 都,28,群馬,49.0,B1,4.22,14.86,,,56,20,15,37,,,,,,,,,,,,,,4,4738,清埜翔子,34,埼玉,48.0,A2,5.82,42.45,,,39,20,74,33,,,,,,,,,,,,,,5,5241,門田 栞,25,香川,47.0,B1,4.21,25.86,,,50,40,46,31,,,,,,,,,,,,,,6,5281,井上遥妃,22,徳島,46.0,B1,6.58,49.35,,,19,44,12,36,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,7R,予選,1800,13:30,1,5295,田上 凜,23,大阪,47.0,B1,3.57,11.11,,,16,44,73,30,,,,,,,,,,,,,,2,5188,武井莉里,25,兵庫,45.0,A2,5.71,38.46,,,31,26,52,26,,,,,,,,,,,,,,3,4844,村上奈穂,32,広島,49.0,B1,4.46,22.22,,,17,25,22,30,,,,,,,,,,,,,,4,4990,田中博子,28,福岡,48.0,B2,2.67,,,,51,31,34,21,,,,,,,,,,,,,,5,5195,北村寧々,24,長崎,48.0,B1,5.22,26.09,,,40,39,40,33,,,,,,,,,,,,,,6,3435,寺田千恵,56,岡山,46.0,A1,6.56,45.05,,,24,22,62,41,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,8R,予選,1800,14:07,1,4941,孫崎百世,37,滋賀,46.0,B2,4.39,22.37,,,52,37,25,30,,,,,,,,,,,,,,2,4450,平高奈菜,38,香川,48.0,A1,5.68,36.36,,,35,29,61,32,,,,,,,,,,,,,,3,5118,野田なづ,25,佐賀,44.0,B1,5.47,34.57,,,28,39,70,38,,,,,,,,,,,,,,4,4965,福岡泉水,28,兵庫,51.0,B1,3.88,22.39,,,5,36,57,29,,,,,,,,,,,,,,5,5045,平川香織,25,埼玉,46.0,B1,5.88,43.4,,,15,20,35,34,,,,,,,,,,,,,,6,3611,岩崎芳美,53,徳島,48.0,A2,5.58,35.42,,,27,37,42,35,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,9R,予選特賞,1800,14:38,1,5129,山口真喜,28,長崎,48.0,A2,5.31,31.48,,,8,46,38,31,,,,,,,,,,,,,,2,4758,富樫麗加,36,東京,54.0,B1,6.02,43.37,,,53,33,32,31,,,,,,,,,,,,,,3,5326,三嶌さら,22,香川,47.0,B1,3.18,6.32,,,44,31,19,28,,,,,,,,,,,,,,4,4071,古賀千晶,45,兵庫,45.0,B1,4.63,25.0,,,36,36,69,33,,,,,,,,,,,,,,5,5231,寺田空詩,22,山口,46.0,B1,5.23,33.77,,,42,27,16,42,,,,,,,,,,,,,,6,5088,高憧四季,26,大阪,43.0,A1,7.34,61.31,,,3,31,21,43,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,0R,予選特賞,1800,15:09,1,4900,中田夕貴,33,埼玉,46.0,A2,6.09,45.3,,,14,37,24,36,,,,,,,,,,,,,,2,5306,河内悠利,22,群馬,48.0,B1,2.59,5.13,,,21,30,51,26,,,,,,,,,,,,,,3,5281,井上遥妃,22,徳島,46.0,B1,6.58,49.35,,,19,44,12,36,,,,,,,,,,,,,,4,5297,南 彩寧,23,兵庫,48.0,B2,2.22,3.13,,,37,40,23,33,,,,,,,,,,,,,,5,4456,鎌倉 涼,36,大阪,44.0,A1,6.84,52.78,,,9,48,18,38,,,,,,,,,,,,,,6,3618,海野ゆか,52,広島,43.0,A2,6.29,44.04,,,60,30,43,37,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,1R,予選特選,1800,15:42,1,4738,清埜翔子,34,埼玉,48.0,A2,5.82,42.45,,,39,20,74,33,,,,,,,,,,,,,,2,4964,土屋 南,28,岡山,45.0,B2,7.47,58.82,,,18,28,67,51,,,,,,,,,,,,,,3,5173,谷口佳蓮,24,香川,47.0,B1,4.86,31.58,,,23,33,41,19,,,,,,,,,,,,,,4,5163,清水愛海,26,山口,45.0,A1,6.67,53.41,,,47,20,54,33,,,,,,,,,,,,,,5,4286,平田さや,41,東京,48.0,A2,5.28,30.08,,,1,29,29,35,,,,,,,,,,,,,,6,5198,奥村明日,24,福岡,45.0,B1,4.74,22.37,,,6,49,64,30,,,,,,,,,,,,,
ヴィーナスシリーズ第１８戦尼崎プリンセスカップ,第3日,2025-12-09,ボートレース尼崎,2R,予選特選,1800,16:19,1,4963,實森美祐,29,広島,47.0,A1,6.3,43.56,,,57,39,44,36,,,,,,,,,,,,,,2,4884,勝浦真帆,29,岡山,49.0,A1,5.5,33.64,,,33,42,49,27,,,,,,,,,,,,,,3,5295,田上 凜,23,大阪,47.0,B1,3.57,11.11,,,16,44,73,30,,,,,,,,,,,,,,4,4974,安井瑞紀,32,岡山,48.0,B1,6.1,41.46,,,7,28,14,33,,,,,,,,,,,,,,5,4791,黒澤めぐ,36,東京,48.0,A2,5.84,43.9,,,12,35,63,32,,,,,,,,,,,,,,6,4733,赤井 睦,36,徳島,48.0,B1,4.99,27.63,,,59,24,27,36,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,1R,一般,1800,10:31,1,3448,高山秀雄,55,群馬,54.0,B1,4.49,20.27,,,15,27,39,32,,,,,,,,,,,,,,2,3812,山崎聖司,49,東京,52.0,B1,4.6,28.57,,,63,37,21,25,,,,,,,,,,,,,,3,3412,鈴木 博,56,埼玉,54.0,A1,6.2,40.98,,,60,46,48,36,,,,,,,,,,,,,,4,3741,松尾基成,51,福岡,58.0,B1,3.64,15.0,,,62,30,49,32,,,,,,,,,,,,,,5,3857,阿波勝哉,52,東京,56.0,B2,4.79,29.17,,,18,32,69,33,,,,,,,,,,,,,,6,3176,長谷川巌,61,山口,51.0,B1,4.87,24.39,,,65,55,14,33,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,2R,一般,1800,11:00,1,4047,吉永浩則,45,大阪,53.0,B1,4.15,18.29,,,54,22,54,34,,,,,,,,,,,,,,2,3918,深井利寿,51,滋賀,51.0,A2,6.22,45.0,,,34,43,43,38,,,,,,,,,,,,,,3,3891,谷口健一,50,福井,56.0,B1,3.6,15.48,,,14,36,22,29,,,,,,,,,,,,,,4,3893,汐崎正則,49,愛知,54.0,B1,4.59,23.46,,,36,31,33,34,,,,,,,,,,,,,,5,3024,西島義則,64,広島,57.0,A1,6.94,59.26,,,47,30,15,38,,,,,,,,,,,,,,6,3813,佐藤大介,49,愛知,54.0,A1,6.51,53.25,,,69,41,66,33,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,3R,一般,1800,11:27,1,3432,宮迫暢彦,57,大阪,53.0,B1,4.55,29.47,,,21,31,65,35,,,,,,,,,,,,,,2,3564,桑原 啓,55,福岡,53.0,B1,4.92,30.3,,,53,33,20,34,,,,,,,,,,,,,,3,3730,塩崎優司,53,愛知,52.0,B1,3.78,19.57,,,73,31,64,34,,,,,,,,,,,,,,4,3251,平石和男,59,埼玉,52.0,A2,5.65,35.29,,,40,23,68,37,,,,,,,,,,,,,,5,3541,三嶌誠司,57,香川,52.0,A1,6.23,40.98,,,30,39,51,26,,,,,,,,,,,,,,6,3711,江本真治,51,山口,54.0,A2,6.21,45.53,,,29,28,46,35,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,4R,一般,1800,11:54,1,3880,浅見宗孝,52,埼玉,56.0,B1,4.54,24.47,,,58,41,38,23,,,,,,,,,,,,,,2,3876,中辻崇人,48,福岡,53.0,A2,7.76,68.48,,,27,23,13,32,,,,,,,,,,,,,,3,3761,山本光雄,53,滋賀,54.0,B1,5.16,30.0,,,12,27,59,33,,,,,,,,,,,,,,4,3544,豊田訓靖,56,静岡,53.0,B2,3.27,12.5,,,51,39,36,26,,,,,,,,,,,,,,5,3439,大平誉史,56,大阪,52.0,B1,5.65,35.44,,,41,36,72,28,,,,,,,,,,,,,,6,3963,原田秀弥,46,大阪,57.0,A2,5.13,31.4,,,72,25,63,25,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,5R,一般,1800,12:21,1,4025,山本隆幸,48,兵庫,53.0,A1,6.65,47.69,,,24,28,34,21,,,,,,,,,,,,,,2,3741,松尾基成,51,福岡,58.0,B1,3.64,15.0,,,62,30,49,32,,,,,,,,,,,,,,3,3233,小畑実成,58,岡山,55.0,B1,4.77,18.29,,,13,35,37,33,,,,,,,,,,,,,,4,2538,高橋二朗,76,東京,52.0,B1,3.47,10.17,,,35,38,11,36,,,,,,,,,,,,,,5,3940,飯山 泰,47,東京,53.0,A1,6.33,45.61,,,22,22,41,32,,,,,,,,,,,,,,6,3896,上田洋平,49,滋賀,51.0,B1,5.02,28.13,,,23,32,67,39,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,6R,一般,1800,12:50,1,4083,福島勇樹,46,東京,53.0,A2,6.75,54.72,,,52,38,60,40,,,,,,,,,,,,,,2,3828,明石正之,52,兵庫,52.0,B1,4.92,24.68,,,31,30,32,36,,,,,,,,,,,,,,3,3839,川合理司,50,静岡,63.0,B1,4.05,19.05,,,11,40,26,35,,,,,,,,,,,,,,4,3857,阿波勝哉,52,東京,56.0,B2,4.79,29.17,,,18,32,69,33,,,,,,,,,,,,,,5,3596,河上年昭,56,埼玉,56.0,B1,4.63,20.0,,,46,42,56,41,,,,,,,,,,,,,,6,3746,岡瀬正人,50,岡山,52.0,A2,5.46,33.33,,,70,29,19,38,,,,,,,,,,,,,
１Ｒ  一般          Ｈ１８００ｍ  電話投票締切予定１０：３１,第6日,2025-12-09,ボートレースびわこ,7R,一般,1800,13:17,1,4614,石倉洋行,45,福岡,54.0,A1,6.83,51.82,,,43,32,55,26,,,,,,,,,,,,,,2,3891,谷口健一,50,福井,56.0,B1,3.6,15.48,,,14,36,22,29,,,,,,,,,,,,,,3,3432,宮迫暢彦,57,大阪,53.0,B1,4.55,29.47,,,21,31,65,35,,,,,,,,,,,,,,4,3176,長谷川巌,61,山口,51.0,B1,4.87,24.39,,,65,55,14,33,,,,,,,,,,,,,,5,3564,桑原 啓,55,福岡,53.0,B1,4.92,30.3,,,53,33,20,34,,,,,,,,,,,,,,6,3956,横澤剛治,48,静岡,57.0,A2,6.42,51.58,,,45,35,28,34,,,,,,,,,,,,,
