タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,7R,一般戦,1800,17:57,1,4193,郷原章平,44,福岡,51.0,A2,6.67,52.94,,,25,,64,34,,,,,,,,,,,,,,2,3986,沖島広和,47,福岡,56.0,B1,5.11,27.85,,,29,,70,35,,,,,,,,,,,,,,3,4272,大場広孝,43,福岡,57.0,B1,4.78,23.38,,,59,,55,39,,,,,,,,,,,,,,4,4545,岡村慶太,37,福岡,57.0,A1,6.67,50.51,,,7,25,50,32,,,,,,,,,,,,,,5,4368,山口隆史,40,福岡,54.0,B1,3.89,17.07,,,21,12,54,47,,,,,,,,,,,,,,6,4463,三苫晃幸,39,福岡,56.0,A2,5.17,29.89,,,30,,35,39,,,,,,,,,,,,,
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,8R,エイトビート,1800,18:24,1,4402,乙藤智史,40,福岡,55.0,A2,5.49,40.79,,,27,,37,33,,,,,,,,,,,,,,2,4060,島田一生,46,福岡,56.0,B1,5.1,33.33,,,12,,47,30,,,,,,,,,,,,,,3,4023,柴田友和,48,福岡,52.0,B1,4.41,21.88,,,53,,39,43,,,,,,,,,,,,,,4,5258,仲本 舜,20,福岡,55.0,B1,4.68,26.76,,,58,,30,23,,,,,,,,,,,,,,5,4669,井上 茂,40,福岡,54.0,B1,3.87,15.94,,,55,12,31,30,,,,,,,,,,,,,,6,5398,鐘ヶ江真,23,福岡,53.0,B2,2.55,2.74,,,33,25,19,16,,,,,,,,,,,,,
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,9R,準優勝戦,1800,18:54,1,4544,松田大志,38,福岡,53.0,A1,7.91,69.63,,,3,28,72,21,,,,,,,,,,,,,,2,4136,江夏 満,45,福岡,53.0,A1,7.01,54.31,,,45,,61,26,,,,,,,,,,,,,,3,5071,野見山拓,31,福岡,52.0,B1,5.03,28.75,,,39,25,41,30,,,,,,,,,,,,,,4,4151,下河誉史,43,福岡,56.0,A2,5.27,34.58,,,36,12,29,35,,,,,,,,,,,,,,5,4122,安東幸治,44,福岡,56.0,A2,6.02,41.51,,,41,25,32,30,,,,,,,,,,,,,,6,4336,松田竜馬,41,福岡,56.0,A2,5.2,31.3,,,22,50,45,42,,,,,,,,,,,,,
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,0R,準優勝戦,1800,19:25,1,4236,松村 敏,42,福岡,55.0,A1,7.69,63.06,,,52,,21,27,,,,,,,,,,,,,,2,4424,松尾昂明,40,福岡,51.0,A2,5.86,38.14,,,19,,62,34,,,,,,,,,,,,,,3,5104,山田 丈,27,福岡,51.0,A2,6.3,48.89,,,35,25,17,31,,,,,,,,,,,,,,4,4204,柴田大輔,43,福岡,51.0,B2,4.96,28.4,,,13,,52,38,,,,,,,,,,,,,,5,4451,松崎祐太,38,福岡,52.0,A1,6.31,45.3,,,38,33,22,22,,,,,,,,,,,,,,6,3853,岩崎正哉,53,福岡,57.0,A2,5.05,29.36,,,50,12,14,39,,,,,,,,,,,,,
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,1R,準優勝戦,1800,19:58,1,4545,岡村慶太,37,福岡,57.0,A1,6.67,50.51,,,7,25,50,32,,,,,,,,,,,,,,2,3434,松尾宣邦,56,福岡,55.0,B1,5.2,32.39,,,9,25,20,30,,,,,,,,,,,,,,3,5029,中 亮太,28,福岡,53.0,A2,5.66,38.46,,,44,,63,30,,,,,,,,,,,,,,4,5303,土井歩夢,22,福岡,52.0,B1,5.52,33.66,,,51,,51,27,,,,,,,,,,,,,,5,4193,郷原章平,44,福岡,51.0,A2,6.67,52.94,,,25,,64,34,,,,,,,,,,,,,,6,5223,森清友翔,24,福岡,52.0,B1,4.32,22.11,,,54,28,66,39,,,,,,,,,,,,,
若松夜王Ｓ３戦ソフトバンクホークス杯福岡県内選手権,第5日,2025-12-09,ボートレース若松,2R,一般戦,1800,20:30,1,4463,三苫晃幸,39,福岡,56.0,A2,5.17,29.89,,,30,,35,39,,,,,,,,,,,,,,2,3752,宇土泰就,54,福岡,56.0,B1,4.12,20.73,,,43,,24,29,,,,,,,,,,,,,,3,5207,高山敬悟,28,福岡,54.0,B2,4.56,24.05,,,2,50,15,42,,,,,,,,,,,,,,4,4060,島田一生,46,福岡,56.0,B1,5.1,33.33,,,12,,47,30,,,,,,,,,,,,,,5,4272,大場広孝,43,福岡,57.0,B1,4.78,23.38,,,59,,55,39,,,,,,,,,,,,,,6,4402,乙藤智史,40,福岡,55.0,A2,5.49,40.79,,,27,,37,33,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,1R,予選,1800,15:27,1,4028,田村隆信,47,徳島,57.0,A1,6.23,40.0,,,67,37,20,33,,,,,,,,,,,,,,2,4928,栗城 匠,30,東京,53.0,A1,6.77,50.54,,,37,36,48,32,,,,,,,,,,,,,,3,4659,木下翔太,34,大阪,53.0,A1,6.52,41.53,,,47,45,31,32,,,,,,,,,,,,,,4,4985,井本昌也,28,山口,51.0,A1,6.68,50.0,,,34,44,59,31,,,,,,,,,,,,,,5,4262,馬場貴也,41,滋賀,54.0,A1,8.06,58.1,,,22,34,14,35,,,,,,,,,,,,,,6,4503,上野真之,37,佐賀,52.0,A1,7.11,49.14,,,60,33,38,28,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,2R,予選,1800,15:56,1,4397,西村拓也,39,大阪,52.0,A1,6.37,45.83,,,64,32,58,45,,,,,,,,,,,,,,2,5016,宮田龍馬,27,兵庫,52.0,A1,6.74,48.18,,,32,36,49,36,,,,,,,,,,,,,,3,3654,武田光史,52,福井,53.0,A1,6.33,50.0,,,56,40,70,37,,,,,,,,,,,,,,4,4344,新田雄史,40,三重,53.0,A1,7.55,51.49,,,57,46,30,37,,,,,,,,,,,,,,5,4851,関 浩哉,31,群馬,50.0,A1,7.41,46.67,,,51,50,21,41,,,,,,,,,,,,,,6,4075,中野次郎,44,東京,55.0,A1,6.48,46.67,,,42,31,46,33,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,3R,予選,1800,16:25,1,4959,井上忠政,29,大阪,52.0,A1,6.76,50.0,,,71,38,37,35,,,,,,,,,,,,,,2,4573,佐藤 翼,37,埼玉,52.0,A1,6.87,37.0,,,23,33,61,31,,,,,,,,,,,,,,3,4686,丸野一樹,34,滋賀,53.0,A1,7.16,42.0,,,28,27,60,30,,,,,,,,,,,,,,4,4734,安河内将,36,佐賀,52.0,A1,7.03,53.91,,,54,28,57,36,,,,,,,,,,,,,,5,4571,菅 章哉,37,徳島,52.0,A1,6.48,42.7,,,44,34,52,35,,,,,,,,,,,,,,6,4324,海野康志,37,山口,60.0,A1,7.04,51.97,,,29,25,51,36,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,4R,予選,1800,16:53,1,4290,稲田浩二,40,兵庫,52.0,A1,6.35,38.82,,,61,36,36,37,,,,,,,,,,,,,,2,4064,原田篤志,46,山口,53.0,A1,7.6,63.56,,,30,45,66,46,,,,,,,,,,,,,,3,3908,重成一人,47,香川,56.0,A1,6.98,49.59,,,36,34,44,41,,,,,,,,,,,,,,4,3744,徳増秀樹,51,静岡,54.0,A1,6.14,44.14,,,63,38,33,36,,,,,,,,,,,,,,5,4482,守屋美穂,36,岡山,44.0,A1,6.61,47.62,,,40,27,65,35,,,,,,,,,,,,,,6,5121,定松勇樹,24,佐賀,53.0,A1,6.93,52.43,,,17,27,42,44,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,5R,予選,1800,17:20,1,4886,入海 馨,29,岡山,54.0,A1,7.56,57.26,,,45,34,62,30,,,,,,,,,,,,,,2,5042,畑田汰一,27,埼玉,52.0,A1,6.89,49.62,,,70,29,11,31,,,,,,,,,,,,,,3,4739,中村晃朋,34,香川,50.0,A1,6.6,45.45,,,21,29,29,34,,,,,,,,,,,,,,4,4502,遠藤エミ,37,滋賀,45.0,A1,7.93,59.81,,,48,35,16,33,,,,,,,,,,,,,,5,4539,金子賢志,35,群馬,52.0,A1,5.96,45.36,,,31,41,50,33,,,,,,,,,,,,,,6,3415,松井 繁,56,大阪,52.0,A1,6.59,33.0,,,55,31,28,37,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,6R,予選,1800,17:47,1,4030,森高一真,47,香川,50.0,A1,6.29,35.04,,,14,32,43,30,,,,,,,,,,,,,,2,4237,大峯 豊,42,山口,52.0,A1,6.84,42.98,,,49,32,27,34,,,,,,,,,,,,,,3,4503,上野真之,37,佐賀,52.0,A1,7.11,49.14,,,60,33,38,28,,,,,,,,,,,,,,4,4227,安達裕樹,42,三重,54.0,A1,6.01,40.21,,,33,33,53,38,,,,,,,,,,,,,,5,4512,高野哲史,36,兵庫,53.0,A1,6.89,50.0,,,72,33,24,34,,,,,,,,,,,,,,6,4903,吉田凌太,32,愛知,50.0,A1,6.88,50.72,,,52,35,39,28,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,7R,予選,1800,18:15,1,4932,新開 航,29,福岡,52.0,A1,6.83,44.35,,,65,41,63,34,,,,,,,,,,,,,,2,4571,菅 章哉,37,徳島,52.0,A1,6.48,42.7,,,44,34,52,35,,,,,,,,,,,,,,3,4075,中野次郎,44,東京,55.0,A1,6.48,46.67,,,42,31,46,33,,,,,,,,,,,,,,4,4427,秦 英悟,40,大阪,52.0,A1,7.36,53.85,,,73,30,73,34,,,,,,,,,,,,,,5,5034,若林義人,27,静岡,56.0,A1,6.34,48.8,,,16,36,68,36,,,,,,,,,,,,,,6,3388,今垣光太,56,福井,52.0,A1,6.37,38.2,,,59,36,15,40,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,8R,予選,1800,18:44,1,4350,篠崎元志,39,福岡,52.0,A1,6.89,40.38,,,53,37,22,29,,,,,,,,,,,,,,2,4269,杉山裕也,40,愛知,54.0,A1,7.1,56.88,,,41,31,12,36,,,,,,,,,,,,,,3,4064,原田篤志,46,山口,53.0,A1,7.6,63.56,,,30,45,66,46,,,,,,,,,,,,,,4,4659,木下翔太,34,大阪,53.0,A1,6.52,41.53,,,47,45,31,32,,,,,,,,,,,,,,5,4444,桐生順平,39,埼玉,52.0,A1,7.38,44.44,,,13,41,71,31,,,,,,,,,,,,,,6,4961,西橋奈未,29,福井,47.0,A1,7.08,54.05,,,38,30,69,33,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,9R,予選,1800,19:13,1,4344,新田雄史,40,三重,53.0,A1,7.55,51.49,,,57,46,30,37,,,,,,,,,,,,,,2,4739,中村晃朋,34,香川,50.0,A1,6.6,45.45,,,21,29,29,34,,,,,,,,,,,,,,3,4734,安河内将,36,佐賀,52.0,A1,7.03,53.91,,,54,28,57,36,,,,,,,,,,,,,,4,4262,馬場貴也,41,滋賀,54.0,A1,8.06,58.1,,,22,34,14,35,,,,,,,,,,,,,,5,3744,徳増秀樹,51,静岡,54.0,A1,6.14,44.14,,,63,38,33,36,,,,,,,,,,,,,,6,4980,佐々木完,29,山口,51.0,A1,7.29,53.27,,,26,37,67,33,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,0R,予選,1800,19:43,1,4482,守屋美穂,36,岡山,44.0,A1,6.61,47.62,,,40,27,65,35,,,,,,,,,,,,,,2,4445,宮地元輝,39,佐賀,55.0,A1,6.82,35.79,,,62,39,40,44,,,,,,,,,,,,,,3,4539,金子賢志,35,群馬,52.0,A1,5.96,45.36,,,31,41,50,33,,,,,,,,,,,,,,4,4856,豊田健士,29,三重,52.0,A1,6.73,48.48,,,43,36,25,40,,,,,,,,,,,,,,5,4335,若林 将,41,東京,53.0,A1,6.66,47.37,,,19,32,34,35,,,,,,,,,,,,,,6,3654,武田光史,52,福井,53.0,A1,6.33,50.0,,,56,40,70,37,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,1R,予選,1800,20:13,1,3942,寺田 祥,47,山口,56.0,A1,7.08,49.52,,,11,33,55,36,,,,,,,,,,,,,,2,3415,松井 繁,56,大阪,52.0,A1,6.59,33.0,,,55,31,28,37,,,,,,,,,,,,,,3,5016,宮田龍馬,27,兵庫,52.0,A1,6.74,48.18,,,32,36,49,36,,,,,,,,,,,,,,4,4903,吉田凌太,32,愛知,50.0,A1,6.88,50.72,,,52,35,39,28,,,,,,,,,,,,,,5,5142,常住 蓮,24,佐賀,51.0,A1,7.37,61.43,,,20,35,45,30,,,,,,,,,,,,,,6,4686,丸野一樹,34,滋賀,53.0,A1,7.16,42.0,,,28,27,60,30,,,,,,,,,,,,,
開設７１周年記念海響王決定戦,第3日,2025-12-09,ボートレース下関,2R,予選,1800,20:45,1,4851,関 浩哉,31,群馬,50.0,A1,7.41,46.67,,,51,50,21,41,,,,,,,,,,,,,,2,5121,定松勇樹,24,佐賀,53.0,A1,6.93,52.43,,,17,27,42,44,,,,,,,,,,,,,,3,4237,大峯 豊,42,山口,52.0,A1,6.84,42.98,,,49,32,27,34,,,,,,,,,,,,,,4,4886,入海 馨,29,岡山,54.0,A1,7.56,57.26,,,45,34,62,30,,,,,,,,,,,,,,5,4427,秦 英悟,40,大阪,52.0,A1,7.36,53.85,,,73,30,73,34,,,,,,,,,,,,,,6,4573,佐藤 翼,37,埼玉,52.0,A1,6.87,37.0,,,23,33,61,31,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,1R,朝トク一般,1800,08:43,1,4105,松下直也,46,兵庫,53.0,A2,5.52,36.52,,,60,28,69,28,,,,,,,,,,,,,,2,4407,鹿島敏弘,39,群馬,56.0,B1,4.75,26.17,,,35,32,36,31,,,,,,,,,,,,,,3,4676,後藤隼之,37,東京,57.0,B1,5.1,31.11,,,12,39,30,26,,,,,,,,,,,,,,4,3550,都築正治,54,愛知,55.0,B1,5.64,36.14,,,19,44,39,30,,,,,,,,,,,,,,5,4896,花本 剛,34,山口,59.0,B1,4.03,20.69,,,31,26,75,16,,,,,,,,,,,,,,6,5209,小野京平,27,福岡,56.0,B2,3.0,10.0,,,70,31,71,29,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,2R,決めトク一般,1800,09:09,1,4040,廣瀬将亨,46,兵庫,58.0,A2,6.12,45.45,,,33,31,35,40,,,,,,,,,,,,,,2,3912,川原正明,51,福井,52.0,A2,5.76,43.3,,,27,28,21,50,,,,,,,,,,,,,,3,5332,村松遥輝,21,静岡,55.0,B1,3.54,15.38,,,62,22,14,33,,,,,,,,,,,,,,4,4648,木村亮太,41,兵庫,54.0,B1,4.56,21.43,,,71,23,12,35,,,,,,,,,,,,,,5,4564,山本景士,37,広島,52.0,B1,4.1,20.59,,,22,22,32,28,,,,,,,,,,,,,,6,4475,末永祐輝,38,山口,54.0,A1,6.27,42.86,,,26,35,22,47,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,3R,ガチトク一般,1800,09:35,1,4652,酒見峻介,40,佐賀,51.0,A2,5.26,32.18,,,58,36,67,44,,,,,,,,,,,,,,2,4469,土山卓也,38,福井,56.0,A2,5.45,34.0,,,20,25,24,36,,,,,,,,,,,,,,3,4231,鈴木裕隆,42,愛知,55.0,B1,5.59,36.0,,,25,25,11,16,,,,,,,,,,,,,,4,3430,角浜 修,57,広島,55.0,B1,4.3,25.27,,,17,34,60,33,,,,,,,,,,,,,,5,4405,南野利騰,40,福井,52.0,B1,4.37,16.44,,,66,41,59,25,,,,,,,,,,,,,,6,4740,齋藤達希,33,静岡,53.0,B1,4.87,29.07,,,16,30,17,27,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,4R,買っトク一般,1800,10:01,1,5166,仲道大輔,25,愛知,50.0,A2,6.2,37.29,,,30,35,52,25,,,,,,,,,,,,,,2,4383,竹田吉行,40,徳島,52.0,A2,5.82,42.31,,,13,30,23,50,,,,,,,,,,,,,,3,4142,平野和明,44,愛知,54.0,B1,5.44,32.0,,,15,45,73,50,,,,,,,,,,,,,,4,3851,森田昭彦,53,福岡,56.0,B1,3.23,14.49,,,34,33,74,50,,,,,,,,,,,,,,5,5312,川辺郭人,25,佐賀,54.0,B2,2.94,9.86,,,24,19,40,52,,,,,,,,,,,,,,6,4144,石塚久也,44,埼玉,53.0,A1,5.78,43.75,,,64,27,27,11,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,5R,一般,1800,10:28,1,4718,北川太一,32,佐賀,52.0,A2,6.1,41.84,,,18,25,19,33,,,,,,,,,,,,,,2,4425,大井清貴,40,山口,53.0,B1,5.21,26.76,,,61,37,63,14,,,,,,,,,,,,,,3,5209,小野京平,27,福岡,56.0,B2,3.0,10.0,,,70,31,71,29,,,,,,,,,,,,,,4,4052,興津 藍,44,徳島,50.0,A1,5.96,44.66,,,68,38,25,52,,,,,,,,,,,,,,5,4054,福嶋智之,47,岡山,54.0,B1,4.18,21.52,,,57,40,13,23,,,,,,,,,,,,,,6,5010,宇留田翔,28,三重,54.0,A2,6.01,44.83,,,11,23,43,26,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,6R,一般,1800,10:57,1,4049,荒川健太,45,三重,57.0,A2,5.93,34.26,,,73,45,28,5,,,,,,,,,,,,,,2,5332,村松遥輝,21,静岡,55.0,B1,3.54,15.38,,,62,22,14,33,,,,,,,,,,,,,,3,4728,山口 亮,38,東京,55.0,B1,4.87,32.53,,,59,33,29,5,,,,,,,,,,,,,,4,4407,鹿島敏弘,39,群馬,56.0,B1,4.75,26.17,,,35,32,36,31,,,,,,,,,,,,,,5,4648,木村亮太,41,兵庫,54.0,B1,4.56,21.43,,,71,23,12,35,,,,,,,,,,,,,,6,5002,上田健太,29,愛知,51.0,A1,6.23,44.32,,,21,22,70,31,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,7R,一般,1800,11:31,1,4108,吉村正明,45,山口,50.0,B2,4.81,28.43,,,14,38,33,42,,,,,,,,,,,,,,2,3430,角浜 修,57,広島,55.0,B1,4.3,25.27,,,17,34,60,33,,,,,,,,,,,,,,3,5242,高山弘斗,25,埼玉,55.0,B1,4.17,23.26,,,28,39,61,33,,,,,,,,,,,,,,4,4252,松下哲也,42,福岡,52.0,B1,4.6,25.27,,,67,20,20,31,,,,,,,,,,,,,,5,3550,都築正治,54,愛知,55.0,B1,5.64,36.14,,,19,44,39,30,,,,,,,,,,,,,,6,4840,鈴木秀茉,34,静岡,52.0,B1,4.97,31.58,,,69,44,62,42,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,8R,一般,1800,12:01,1,4896,花本 剛,34,山口,59.0,B1,4.03,20.69,,,31,26,75,16,,,,,,,,,,,,,,2,4740,齋藤達希,33,静岡,53.0,B1,4.87,29.07,,,16,30,17,27,,,,,,,,,,,,,,3,5312,川辺郭人,25,佐賀,54.0,B2,2.94,9.86,,,24,19,40,52,,,,,,,,,,,,,,4,4465,大西 賢,39,東京,54.0,B1,3.93,17.86,,,63,49,38,42,,,,,,,,,,,,,,5,4469,土山卓也,38,福井,56.0,A2,5.45,34.0,,,20,25,24,36,,,,,,,,,,,,,,6,4557,松尾光広,35,岡山,58.0,A2,4.49,27.03,,,36,45,18,11,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,9R,トクっちゃ特,1800,12:31,1,4052,興津 藍,44,徳島,50.0,A1,5.96,44.66,,,68,38,25,52,,,,,,,,,,,,,,2,4231,鈴木裕隆,42,愛知,55.0,B1,5.59,36.0,,,25,25,11,16,,,,,,,,,,,,,,3,4054,福嶋智之,47,岡山,54.0,B1,4.18,21.52,,,57,40,13,23,,,,,,,,,,,,,,4,4564,山本景士,37,広島,52.0,B1,4.1,20.59,,,22,22,32,28,,,,,,,,,,,,,,5,4383,竹田吉行,40,徳島,52.0,A2,5.82,42.31,,,13,30,23,50,,,,,,,,,,,,,,6,3912,川原正明,51,福井,52.0,A2,5.76,43.3,,,27,28,21,50,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,0R,のんた選抜,1800,13:04,1,4144,石塚久也,44,埼玉,53.0,A1,5.78,43.75,,,64,27,27,11,,,,,,,,,,,,,,2,5010,宇留田翔,28,三重,54.0,A2,6.01,44.83,,,11,23,43,26,,,,,,,,,,,,,,3,4049,荒川健太,45,三重,57.0,A2,5.93,34.26,,,73,45,28,5,,,,,,,,,,,,,,4,4652,酒見峻介,40,佐賀,51.0,A2,5.26,32.18,,,58,36,67,44,,,,,,,,,,,,,,5,4040,廣瀬将亨,46,兵庫,58.0,A2,6.12,45.45,,,33,31,35,40,,,,,,,,,,,,,,6,4425,大井清貴,40,山口,53.0,B1,5.21,26.76,,,61,37,63,14,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,1R,それっちゃ選,1800,13:40,1,5002,上田健太,29,愛知,51.0,A1,6.23,44.32,,,21,22,70,31,,,,,,,,,,,,,,2,4108,吉村正明,45,山口,50.0,B2,4.81,28.43,,,14,38,33,42,,,,,,,,,,,,,,3,5166,仲道大輔,25,愛知,50.0,A2,6.2,37.29,,,30,35,52,25,,,,,,,,,,,,,,4,4718,北川太一,32,佐賀,52.0,A2,6.1,41.84,,,18,25,19,33,,,,,,,,,,,,,,5,4475,末永祐輝,38,山口,54.0,A1,6.27,42.86,,,26,35,22,47,,,,,,,,,,,,,,6,4105,松下直也,46,兵庫,53.0,A2,5.52,36.52,,,60,28,69,28,,,,,,,,,,,,,
ニッカン・コム杯争奪戦,第6日,2025-12-09,ボートレース徳山,2R,優勝戦,1800,14:21,1,4446,和田兼輔,38,兵庫,52.0,A1,6.78,53.54,,,32,30,65,18,,,,,,,,,,,,,,2,4584,村岡賢人,35,岡山,54.0,A1,7.17,57.14,,,23,22,64,23,,,,,,,,,,,,,,3,4645,上村純一,45,群馬,53.0,A2,6.47,48.62,,,29,39,68,52,,,,,,,,,,,,,,4,3874,山本寛久,49,岡山,52.0,A1,6.39,49.07,,,75,17,72,12,,,,,,,,,,,,,,5,4302,西野翔太,42,広島,52.0,A1,6.4,50.86,,,74,50,66,21,,,,,,,,,,,,,,6,4277,金田大輔,42,岡山,50.0,B1,4.48,27.06,,,65,32,37,47,,,,,,,,,,,,,
サンマックアワライズ杯競走,第1日,2025-12-09,ボートレース鳴門,1R,予選,1800,08:35,1,4504,前田将太,37,福岡,54.0,A1,6.44,39.71,,,19,38,66,32,,,,,,,,,,,,,,2,4390,松本弓雄,39,徳島,53.0,B1,3.18,9.84,,,71,30,82,36,,,,,,,,,,,,,,3,4197,渥美卓郎,43,静岡,54.0,B1,3.16,6.33,,,37,28,61,37,,,,,,,,,,,,,,4,5296,永田 楽,23,愛知,46.0,B1,4.63,27.1,,,82,30,52,40,,,,,,,,,,,,,,5,4747,山戸信二,40,長崎,52.0,B1,4.49,26.8,,,57,31,36,39,,,,,,,,,,,,,,6,4359,横川聖志,41,徳島,57.0,B1,5.4,38.27,,,59,46,80,33,,,,,,,,,,,,,
