タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,1R,一般,1800,10:31,1,3251,平石和男,,,35.29,,42.86,40.0,,,37.50,6,165141,11,,,,,,,,,,,,,,2,3812,山崎聖司,,,28.57,,7.69,63.0,,,25.71,4,253613,10,,,,,,,,,,,,,,3,3448,高山秀雄,,,20.27,,22.22,15.0,,,32.37,453,631,8,,,,,,,,,,,,,,4,3596,河上年昭,,,20.0,,22.22,46.0,,,41.84,6,53536,7,,,,,,,,,,,,,,5,2538,高橋二朗,,,10.17,,,35.0,,,36.49,4,54344,5,,,,,,,,,,,,,,6,4047,吉永浩則,,,18.29,,17.07,54.0,,,34.29,552,326,6,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,2R,一般,1800,10:57,1,3828,明石正之,,,24.68,,37.5,31.0,,,36.30,2,454234,12,,,,,,,,,,,,,,2,3839,川合理司,,,19.05,,25.0,11.0,,,35.92,3,56652,7,,,,,,,,,,,,,,3,3544,豊田訓靖,,,12.5,,,51.0,,,26.87,636,6,66,,,,,,,,,,,,,,4,3024,西島義則,,,59.26,,59.09,47.0,,,38.57,56425,32,9,,,,,,,,,,,,,,5,3893,汐崎正則,,,23.46,,11.11,36.0,,,34.25,8,,,,,,,,,,,,,,,,6,4102,益田啓司,,,47.31,,37.5,64.0,,,32.35,1,112251,10,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,3R,一般,1800,11:26,1,3176,長谷川巌,,,24.39,,17.65,65.0,,,33.79,356,141,7,,,,,,,,,,,,,,2,3439,大平誉史,,,35.44,,42.27,41.0,,,28.99,5,333124,12,,,,,,,,,,,,,,3,3876,中辻崇人,,,68.48,,63.64,27.0,,,32.82,2521241,11,,,,,,,,,,,,,,,4,3978,齊藤 仁,,,44.72,,29.73,57.0,,,34.75,12214444,10,,,,,,,,,,,,,,,5,3741,松尾基成,,,15.0,,45.45,62.0,,,32.41,9,,,,,,,,,,,,,,,,6,3432,宮迫暢彦,,,29.47,,32.35,21.0,,,35.25,4,255256,,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,6R,一般,1800,12:47,1,3918,深井利寿,,,45.0,,46.75,34.0,,,38.73,2,242635,10,,,,,,,,,,,,,,2,3896,上田洋平,,,28.13,,36.51,23.0,,,39.74,4,442555,,,,,,,,,,,,,,,3,3880,浅見宗孝,,,24.47,,11.11,58.0,,,23.08,325,5625,,,,,,,,,,,,,,,4,4047,吉永浩則,,,18.29,,17.07,54.0,,,34.29,552,326,1,,,,,,,,,,,,,,5,3711,江本真治,,,45.53,,22.22,29.0,,,35.00,1,361223,12,,,,,,,,,,,,,,6,3557,太田和美,,,48.09,,53.57,68.0,,,35.92,23211611,11,,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,7R,一般,1800,13:15,1,3233,小畑実成,,,18.29,,33.33,13.0,,,33.59,135,3453,,,,,,,,,,,,,,,2,3596,河上年昭,,,20.0,,22.22,46.0,,,41.84,6,53536,1,,,,,,,,,,,,,,3,3176,長谷川巌,,,24.39,,17.65,65.0,,,33.79,356,141,3,,,,,,,,,,,,,,4,4614,石倉洋行,,,51.82,,50.0,43.0,,,26.72,21424323,11,,,,,,,,,,,,,,,5,3839,川合理司,,,19.05,,25.0,11.0,,,35.92,3,56652,2,,,,,,,,,,,,,,6,3737,上平真二,,,49.41,,63.33,67.0,,,31.65,11132331,12,,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,8R,一般,1800,13:42,1,3963,原田秀弥,,,31.4,,51.43,72.0,,,25.00,541,1653,,,,,,,,,,,,,,,2,3893,汐崎正則,,,23.46,,11.11,36.0,,,34.25,2,,,,,,,,,,,,,,,,3,4025,山本隆幸,,,47.69,,38.55,24.0,,,21.43,16611315,12,,,,,,,,,,,,,,,4,3564,桑原 啓,,,30.3,,,53.0,,,34.72,66,,,,,,,,,,,,,,,,5,3891,谷口健一,,,15.48,,21.43,14.0,,,29.79,655,6,56,,,,,,,,,,,,,,6,3448,高山秀雄,,,20.27,,22.22,15.0,,,32.37,453,631,1,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,9R,一般,1800,14:10,1,3024,西島義則,,,59.26,,59.09,47.0,,,38.57,56425,32,2,,,,,,,,,,,,,,2,3412,鈴木 博,,,40.98,,38.71,60.0,,,36.88,12354166,,,,,,,,,,,,,,,,3,3741,松尾基成,,,15.0,,45.45,62.0,,,32.41,3,,,,,,,,,,,,,,,,4,3746,岡瀬正人,,,33.33,,40.0,70.0,,,38.10,1443445,4,,,,,,,,,,,,,,,5,3922,菅沼佳昭,,,21.98,,21.82,61.0,,,50.00,4,566,44,,,,,,,,,,,,,,6,3541,三嶌誠司,,,40.98,,70.0,30.0,,,26.61,6,534532,,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,0R,準優勝戦,1800,14:44,1,4102,益田啓司,,,47.31,,37.5,64.0,,,32.35,1,112251,2,,,,,,,,,,,,,,2,4083,福島勇樹,,,54.72,,42.86,52.0,,,40.85,23341,12,5,,,,,,,,,,,,,,3,3978,齊藤 仁,,,44.72,,29.73,57.0,,,34.75,12214444,3,,,,,,,,,,,,,,,4,3940,飯山 泰,,,45.61,,51.28,22.0,,,32.35,31422522,4,,,,,,,,,,,,,,,5,3812,山崎聖司,,,28.57,,7.69,63.0,,,25.71,4,253613,1,,,,,,,,,,,,,,6,3918,深井利寿,,,45.0,,46.75,34.0,,,38.73,2,242635,6,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,1R,準優勝戦,1800,15:19,1,3557,太田和美,,,48.09,,53.57,68.0,,,35.92,23211611,6,,,,,,,,,,,,,,,2,3813,佐藤大介,,,53.25,,24.14,69.0,,,33.33,42141142,4,,,,,,,,,,,,,,,3,4614,石倉洋行,,,51.82,,50.0,43.0,,,26.72,21424323,7,,,,,,,,,,,,,,,4,3876,中辻崇人,,,68.48,,63.64,27.0,,,32.82,2521241,3,,,,,,,,,,,,,,,5,3251,平石和男,,,35.29,,42.86,40.0,,,37.50,6,165141,1,,,,,,,,,,,,,,6,4012,中村有裕,,,45.19,,46.67,32.0,,,30.77,3236352,5,,,,,,,,,,,,,,
８  本モーターボート選,第5日,2025-12-08,ボートレースびわこ,2R,準優勝戦,1800,16:03,1,3737,上平真二,,,49.41,,63.33,67.0,,,31.65,11132331,7,,,,,,,,,,,,,,,2,3711,江本真治,,,45.53,,22.22,29.0,,,35.00,1,361223,6,,,,,,,,,,,,,,3,3740,大澤普司,,,53.13,,80.0,56.0,,,41.61,3,126114,5,,,,,,,,,,,,,,4,4025,山本隆幸,,,47.69,,38.55,24.0,,,21.43,16611315,8,,,,,,,,,,,,,,,5,3439,大平誉史,,,35.44,,42.27,41.0,,,28.99,5,333124,3,,,,,,,,,,,,,,6,3828,明石正之,,,24.68,,37.5,31.0,,,36.30,2,454234,2,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,1R,みくにあさイ,1800,08:47,1,4842,山下昂大,,,31.46,,55.17,31.0,,,26.22,152224,10,,,,,,,,,,,,,,,2,4918,川島拓郎,,,25.88,,21.74,64.0,,,37.50,5,2514,9,,,,,,,,,,,,,,3,2878,富山弘幸,,,40.66,,31.03,60.0,,,21.97,145,34,8,,,,,,,,,,,,,,4,5345,牧村俊輝,,,4.0,,,27.0,,,28.75,656,6,6,,,,,,,,,,,,,,5,5187,小坂風太,,,21.05,,30.56,68.0,,,36.96,3,566,8,,,,,,,,,,,,,,6,4393,田中孝明,,,18.89,,16.67,48.0,,,38.25,4,455,7,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,3R,みくにあさズ,1800,09:39,1,4376,藤田靖弘,,,42.11,,44.0,20.0,,,34.24,261424,10,,,,,,,,,,,,,,,2,3583,齋藤智裕,,,15.63,,12.5,55.0,,,37.43,423,45,,,,,,,,,,,,,,,3,5137,川原 涼,,,22.0,,40.0,37.0,,,32.42,2,6415,7,,,,,,,,,,,,,,4,5313,鈴木唯央,,,9.52,,,11.0,,,27.84,4,2661,,,,,,,,,,,,,,,5,3796,長野道臣,,,27.27,,40.0,39.0,,,38.83,341,24,11,,,,,,,,,,,,,,6,5430,鳥本智史,,,12.5,,,42.0,,,35.43,6,666,8,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,4R,みくにあさ推,1800,10:05,1,4062,後藤陽介,,,17.59,,30.77,66.0,,,38.80,3,1635,11,,,,,,,,,,,,,,2,3589,西村 勝,,,23.44,,32.56,67.0,,,35.58,411,56,10,,,,,,,,,,,,,,3,5275,松田淳平,,,50.54,,15.15,22.0,,,32.78,536,5,8,,,,,,,,,,,,,,4,4228,吉田慎二,,,32.73,,26.67,43.0,,,35.14,3,4425,9,,,,,,,,,,,,,,5,4700,金子和之,,,40.3,,44.44,57.0,,,32.57,52534,9,,,,,,,,,,,,,,,6,4889,後藤盛也,,,29.85,,40.0,26.0,,,29.95,6,265,8,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,5R,一般,1800,10:33,1,3989,熊本英一,,,19.12,,15.38,70.0,,,30.72,6,464,9,,,,,,,,,,,,,,2,5096,上原 崚,,,38.71,,45.45,29.0,,,29.55,352,66,,,,,,,,,,,,,,,3,4180,上野秀和,,,28.4,,16.67,59.0,,,28.11,351,15,10,,,,,,,,,,,,,,4,3587,武田信一,,,22.34,,36.84,50.0,,,29.45,5,4363,,,,,,,,,,,,,,,5,4509,平見真彦,,,32.71,,28.57,47.0,,,31.07,253313,11,,,,,,,,,,,,,,,6,4435,服部達哉,,,31.58,,25.0,34.0,,,37.02,6,352,9,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,6R,一般,1800,11:06,1,5130,上野拓馬,,,21.18,,17.24,33.0,,,28.57,365,5,2,,,,,,,,,,,,,,2,5100,栗原一馬,,,23.44,,16.67,28.0,,,34.62,243,51,10,,,,,,,,,,,,,,3,4281,大澤大夢,,,23.44,,25.0,24.0,,,36.56,5,2662,,,,,,,,,,,,,,,4,4366,前沢丈史,,,46.15,,33.33,52.0,,,35.03,131245,11,,,,,,,,,,,,,,,5,4496,内堀 学,,,53.21,,40.0,15.0,,,42.39,161423,10,,,,,,,,,,,,,,,6,5345,牧村俊輝,,,4.0,,,27.0,,,28.75,656,6,1,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,7R,一般,1800,11:36,1,4393,田中孝明,,,18.89,,16.67,48.0,,,38.25,4,455,1,,,,,,,,,,,,,,2,3814,金子貴志,,,21.35,,26.52,49.0,,,28.49,214,36,11,,,,,,,,,,,,,,3,3929,杢野誓良,,,22.83,,33.33,54.0,,,31.58,336,31,2,,,,,,,,,,,,,,4,5137,川原 涼,,,22.0,,40.0,37.0,,,32.42,2,6415,3,,,,,,,,,,,,,,5,4537,渡邉和将,,,43.75,,34.21,56.0,,,28.89,225311,,,,,,,,,,,,,,,,6,4871,菊池宏志,,,32.14,,25.0,32.0,,,24.18,6,351,2,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,9R,一般特選,1800,12:39,1,4435,服部達哉,,,31.58,,25.0,34.0,,,37.02,6,352,5,,,,,,,,,,,,,,2,4700,金子和之,,,40.3,,44.44,57.0,,,32.57,52534,4,,,,,,,,,,,,,,,3,4228,吉田慎二,,,32.73,,26.67,43.0,,,35.14,3,4425,4,,,,,,,,,,,,,,4,4918,川島拓郎,,,25.88,,21.74,64.0,,,37.50,5,2514,1,,,,,,,,,,,,,,5,4263,武重雄介,,,42.99,,20.0,23.0,,,32.97,46413,2,,,,,,,,,,,,,,,6,3989,熊本英一,,,19.12,,15.38,70.0,,,30.72,6,464,5,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,0R,選抜戦,1800,13:17,1,4496,内堀 学,,,53.21,,40.0,15.0,,,42.39,161423,6,,,,,,,,,,,,,,,2,4842,山下昂大,,,31.46,,55.17,31.0,,,26.22,152224,1,,,,,,,,,,,,,,,3,4376,藤田靖弘,,,42.11,,44.0,20.0,,,34.24,261424,3,,,,,,,,,,,,,,,4,4180,上野秀和,,,28.4,,16.67,59.0,,,28.11,351,15,5,,,,,,,,,,,,,,5,3589,西村 勝,,,23.44,,32.56,67.0,,,35.58,411,56,4,,,,,,,,,,,,,,6,5100,栗原一馬,,,23.44,,16.67,28.0,,,34.62,243,51,6,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,1R,選抜戦,1800,13:49,1,4509,平見真彦,,,32.71,,28.57,47.0,,,31.07,253313,5,,,,,,,,,,,,,,,2,3796,長野道臣,,,27.27,,40.0,39.0,,,38.83,341,24,3,,,,,,,,,,,,,,3,4366,前沢丈史,,,46.15,,33.33,52.0,,,35.03,131245,6,,,,,,,,,,,,,,,4,4062,後藤陽介,,,17.59,,30.77,66.0,,,38.80,3,1635,4,,,,,,,,,,,,,,5,3814,金子貴志,,,21.35,,26.52,49.0,,,28.49,214,36,7,,,,,,,,,,,,,,6,5038,金田智博,,,45.05,,44.3,65.0,,,28.18,144,26,2,,,,,,,,,,,,,
８  道の駅みくに・ふれあ,第4日,2025-12-08,ボートレース三国,2R,優勝戦,1800,14:25,1,5196,鰐部太空,,,50.98,,,19.0,,,34.24,121141,,,,,,,,,,,,,,,,2,3995,重野哲之,,,48.19,,29.03,30.0,,,32.22,112341,,,,,,,,,,,,,,,,3,4631,新井英孝,,,32.58,,44.44,18.0,,,32.61,411,32,,,,,,,,,,,,,,,4,4058,野末智一,,,37.5,,21.43,21.0,,,39.88,2,2222,,,,,,,,,,,,,,,5,5026,安河内健,,,50.0,,45.45,36.0,,,31.89,341232,,,,,,,,,,,,,,,,6,3951,石川吉鎬,,,37.62,,38.24,44.0,,,31.82,213533,,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,1R,ツッキーレー,1800,10:29,1,4278,藤岡俊介,,,50.83,,63.41,32.0,,,31.40,542,9,,,,,,,,,,,,,,,2,3793,高橋真吾,,,24.68,,,59.0,,,31.53,262,11,,,,,,,,,,,,,,,3,4177,萬 正嗣,,,29.31,,27.27,52.0,,,37.13,1,55,,,,,,,,,,,,,,,4,4358,松本庸平,,,24.0,,30.23,17.0,,,38.42,432,5,,,,,,,,,,,,,,,5,4173,岡谷健吾,,,36.47,,11.11,21.0,,,34.04,666,6,,,,,,,,,,,,,,,6,4904,松本一毅,,,32.56,,35.29,26.0,,,34.19,264,7,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,2R,予選,1800,10:56,1,4565,西村豪洋,,,28.57,,23.81,27.0,,,37.39,552,10,,,,,,,,,,,,,,,2,3934,鋤柄貴俊,,,31.33,,24.49,24.0,,,29.70,6,35,,,,,,,,,,,,,,,3,3516,吉原聖人,,,27.03,,13.16,22.0,,,30.43,456,6,,,,,,,,,,,,,,,4,5077,滝沢 崚,,,12.5,,,45.0,,,40.89,655,7,,,,,,,,,,,,,,,5,3563,堤 昇,,,33.78,,35.85,34.0,,,32.91,535,9,,,,,,,,,,,,,,,6,5366,塩嶋泰空,,,,,,60.0,,,34.82,6,6,8,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,3R,予選,1800,11:23,1,5175,島崎丈一,,,22.22,,,50.0,,,30.09,466,,,,,,,,,,,,,,,,2,3656,伯母芳恒,,,36.14,,37.04,76.0,,,33.78,232,7,,,,,,,,,,,,,,,3,4466,南 佑典,,,35.63,,38.74,74.0,,,26.86,144,12,,,,,,,,,,,,,,,4,3872,岡田憲行,,,35.0,,43.33,75.0,,,27.67,445,9,,,,,,,,,,,,,,,5,4516,野口勝弘,,,40.5,,59.52,12.0,,,38.43,2,41,10,,,,,,,,,,,,,,6,3436,柏野幸二,,,40.51,,31.25,28.0,,,35.74,1,66,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,4R,予選,1800,11:50,1,4656,大崎 翔,,,25.3,,65.22,63.0,,,31.47,1,55,,,,,,,,,,,,,,,2,4179,広次 修,,,30.77,,10.0,55.0,,,31.84,1,12,12,,,,,,,,,,,,,,3,3497,後藤 浩,,,26.47,,40.0,20.0,,,42.53,536,8,,,,,,,,,,,,,,,4,4086,寺本重宣,,,32.0,,38.89,43.0,,,42.38,153,10,,,,,,,,,,,,,,,5,4945,上村宏太,,,14.13,,29.41,38.0,,,33.12,364,9,,,,,,,,,,,,,,,6,4630,岩永雅人,,,38.3,,40.0,19.0,,,32.61,2,36,11,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,5R,５ールドレー,1800,12:18,1,4096,石橋道友,,,47.25,,55.0,65.0,,,35.81,5631,12,,,,,,,,,,,,,,,2,4257,古川 健,,,28.57,,33.33,39.0,,,38.10,1,46,,,,,,,,,,,,,,,3,4007,榮田将彦,,,26.58,,15.79,41.0,,,31.39,3,15,,,,,,,,,,,,,,,4,3831,安藤裕貴,,,34.72,,28.57,72.0,,,32.76,6,15,,,,,,,,,,,,,,,5,4003,表 憲一,,,31.58,,44.44,71.0,,,34.72,4,54,,,,,,,,,,,,,,,6,4358,松本庸平,,,24.0,,30.23,17.0,,,38.42,432,1,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,6R,予選,1800,12:48,1,4173,岡谷健吾,,,36.47,,11.11,21.0,,,34.04,666,1,,,,,,,,,,,,,,,2,5304,井田涼介,,,5.26,,,35.0,,,39.47,6,66,,,,,,,,,,,,,,,3,4261,岡 祐臣,,,44.55,,45.83,61.0,,,34.85,413,11,,,,,,,,,,,,,,,4,4572,渡部 悟,,,44.64,,35.0,51.0,,,34.82,3,23,,,,,,,,,,,,,,,5,4044,湯川浩司,,,51.33,,51.72,29.0,,,42.42,1542,12,,,,,,,,,,,,,,,6,3516,吉原聖人,,,27.03,,13.16,22.0,,,30.43,456,2,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,7R,予選,1800,13:20,1,5077,滝沢 崚,,,12.5,,,45.0,,,40.89,655,2,,,,,,,,,,,,,,,2,4398,船岡洋一,,,54.46,,40.0,31.0,,,37.21,111,11,,,,,,,,,,,,,,,3,4904,松本一毅,,,32.56,,35.29,26.0,,,34.19,264,1,,,,,,,,,,,,,,,4,4430,永田秀二,,,37.72,,35.71,36.0,,,33.85,3,32,,,,,,,,,,,,,,,5,3656,伯母芳恒,,,36.14,,37.04,76.0,,,33.78,232,3,,,,,,,,,,,,,,,6,4578,藤山雅弘,,,48.84,,43.14,69.0,,,37.17,212,12,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,8R,予選,1800,13:53,1,3497,後藤 浩,,,26.47,,40.0,20.0,,,42.53,536,4,,,,,,,,,,,,,,,2,3777,樋口 亮,,,43.3,,66.67,73.0,,,33.33,4,54,,,,,,,,,,,,,,,3,4748,渡邉雄朗,,,55.2,,39.13,46.0,,,36.55,2314,,,,,,,,,,,,,,,,4,4342,谷野錬志,,,69.05,,47.06,48.0,,,29.76,231,12,,,,,,,,,,,,,,,5,5366,塩嶋泰空,,,,,,60.0,,,34.82,6,6,2,,,,,,,,,,,,,,6,3621,天野晶夫,,,25.56,,35.29,25.0,,,33.03,4,23,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,9R,予選特賞,1800,14:27,1,3872,岡田憲行,,,35.0,,43.33,75.0,,,27.67,445,3,,,,,,,,,,,,,,,2,3563,堤 昇,,,33.78,,35.85,34.0,,,32.91,535,2,,,,,,,,,,,,,,,3,4133,高橋正男,,,46.09,,,56.0,,,33.20,554,,,,,,,,,,,,,,,,4,4278,藤岡俊介,,,50.83,,63.41,32.0,,,31.40,542,1,,,,,,,,,,,,,,,5,4989,石原 翼,,,37.23,,56.52,54.0,,,35.11,2,61,,,,,,,,,,,,,,,6,4945,上村宏太,,,14.13,,29.41,38.0,,,33.12,364,4,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,0R,予選特賞,1800,15:02,1,3826,村田修次,,,38.36,,36.36,64.0,,,34.32,4,42,,,,,,,,,,,,,,,2,4516,野口勝弘,,,40.5,,59.52,12.0,,,38.43,2,41,3,,,,,,,,,,,,,,3,4939,宮之原輝,,,58.24,,46.67,68.0,,,39.57,2211,,,,,,,,,,,,,,,,4,4565,西村豪洋,,,28.57,,23.81,27.0,,,37.39,552,2,,,,,,,,,,,,,,,5,4086,寺本重宣,,,32.0,,38.89,43.0,,,42.38,153,4,,,,,,,,,,,,,,,6,3834,細川明人,,,17.65,,33.33,37.0,,,28.57,2,33,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,1R,予選特選,1800,15:37,1,4436,渋谷明憲,,,46.67,,48.0,15.0,,,37.71,3,33,,,,,,,,,,,,,,,2,4630,岩永雅人,,,38.3,,40.0,19.0,,,32.61,2,36,4,,,,,,,,,,,,,,3,4398,船岡洋一,,,54.46,,40.0,31.0,,,37.21,111,7,,,,,,,,,,,,,,,4,4520,高倉孝太,,,24.42,,8.7,30.0,,,34.27,3,14,,,,,,,,,,,,,,,5,4261,岡 祐臣,,,44.55,,45.83,61.0,,,34.85,413,6,,,,,,,,,,,,,,,6,3793,高橋真吾,,,24.68,,,59.0,,,31.53,262,1,,,,,,,,,,,,,,
２８  津ＰＲ,第3日,2025-12-08,ボートレース津,2R,ツッキー選抜,1800,16:08,1,4044,湯川浩司,,,51.33,,51.72,29.0,,,42.42,1542,6,,,,,,,,,,,,,,,2,4578,藤山雅弘,,,48.84,,43.14,69.0,,,37.17,212,7,,,,,,,,,,,,,,,3,4342,谷野錬志,,,69.05,,47.06,48.0,,,29.76,231,8,,,,,,,,,,,,,,,4,4466,南 佑典,,,35.63,,38.74,74.0,,,26.86,144,3,,,,,,,,,,,,,,,5,4096,石橋道友,,,47.25,,55.0,65.0,,,35.81,5631,5,,,,,,,,,,,,,,,6,4179,広次 修,,,30.77,,10.0,55.0,,,31.84,1,12,4,,,,,,,,,,,,,
８  開設７２周記念競走,第5日,2025-12-08,ボートレース常滑,1R,一般,1800,10:24,1,4084,杉山正樹,,,45.37,,53.1,56.0,,,34.04,1,4,632,,,,,,,,,,,,,,2,4264,長尾章平,,,48.12,,56.67,59.0,,,33.71,366,3,31,,,,,,,,,,,,,,3,4528,黒井達矢,,,52.14,,60.0,7.0,,,28.89,6,2,352,,,,,,,,,,,,,,4,4566,塩田北斗,,,41.59,,63.33,41.0,,,30.39,116,524,5,,,,,,,,,,,,,,5,4352,下條雄太,,,56.31,,40.0,38.0,,,38.53,6,521,6,,,,,,,,,,,,,,6,4074,柳沢 一,,,49.18,,55.24,25.0,,,33.03,5,4,546,,,,,,,,,,,,,
８  開設７２周記念競走,第5日,2025-12-08,ボートレース常滑,2R,一般,1800,10:51,1,5043,中村日向,,,45.0,,50.0,54.0,,,32.04,2,415,42,,,,,,,,,,,,,,2,4794,和田拓也,,,50.0,,51.61,30.0,,,32.11,5,642,16,,,,,,,,,,,,,,3,3716,石渡鉄兵,,,34.55,,43.75,5.0,,,29.52,1,632,45,,,,,,,,,,,,,,4,4910,中村泰平,,,63.89,,35.82,21.0,,,32.04,3,1,366,,,,,,,,,,,,,,5,4601,森野正弘,,,44.04,,28.57,14.0,,,30.11,4,552,22,,,,,,,,,,,,,,6,4287,今井貴士,,,52.44,,36.36,47.0,,,44.90,6,6,555,,,,,,,,,,,,,
