記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-22,A1,G2_G3_一般,1,44.5592,12.6877,2654
2026-09-22,A1,G2_G3_一般,2,33.5901,16.352,1947
2026-09-22,A1,G2_G3_一般,3,32.1687,17.7208,1826
2026-09-22,A1,G2_G3_一般,4,31.044,16.1726,1839
2026-09-22,A1,G2_G3_一般,5,27.3753,16.9123,1764
2026-09-22,A1,G2_G3_一般,6,21.3445,15.917,1376
2026-09-22,A1,SG_G1,1,85.2436,26.2307,431
2026-09-22,A1,SG_G1,2,51.7815,34.5436,421
2026-09-22,A1,SG_G1,3,51.7453,33.1203,424
2026-09-22,A1,SG_G1,4,45.0698,31.8918,430
2026-09-22,A1,SG_G1,5,40.4215,30.7717,427
2026-09-22,A1,SG_G1,6,29.42,27.5763,431
2026-09-22,A2,G2_G3_一般,1,61.7365,20.6314,2364
2026-09-22,A2,G2_G3_一般,2,45.2808,24.3106,2137
2026-09-22,A2,G2_G3_一般,3,44.0065,24.0091,2164
2026-09-22,A2,G2_G3_一般,4,39.7654,23.9612,2046
2026-09-22,A2,G2_G3_一般,5,34.7252,22.6808,2020
2026-09-22,A2,G2_G3_一般,6,26.6694,21.4244,1800
2026-09-22,A2,SG_G1,1,99.1071,29.4913,28
2026-09-22,A2,SG_G1,2,53.5714,53.5,35
2026-09-22,A2,SG_G1,3,50.0,51.2348,30
2026-09-22,A2,SG_G1,4,43.1034,54.4948,29
2026-09-22,A2,SG_G1,5,48.2759,40.4346,29
2026-09-22,A2,SG_G1,6,41.4062,31.6286,32
2026-09-22,B1,全,1,68.4342,34.0989,3602
2026-09-22,B1,全,2,47.2854,32.4526,4450
2026-09-22,B1,全,3,45.1791,33.3099,4495
2026-09-22,B1,全,4,39.8976,32.7401,4491
2026-09-22,B1,全,5,35.4327,30.5743,4541
2026-09-22,B1,全,6,25.7007,26.4962,4003
2026-09-22,B2,全,1,79.6218,45.6589,238
2026-09-22,B2,全,2,48.8818,43.9052,313
2026-09-22,B2,全,3,48.1618,41.55,340
2026-09-22,B2,全,4,33.781,38.1028,484
2026-09-22,B2,全,5,29.3557,37.2804,551
2026-09-22,B2,全,6,13.825,26.8762,1651
2026-09-22,A1,G2_G3_一般,0,33.0659,17.4212,11406
2026-09-22,A1,SG_G1,0,50.624,35.3421,2564
2026-09-22,A2,G2_G3_一般,0,42.8896,25.3292,12531
2026-09-22,A2,SG_G1,0,55.3279,48.7791,183
2026-09-22,B1,全,0,43.1147,34.0532,25582
2026-09-22,B2,全,0,29.6268,39.5527,3577
