記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-05,A1,G2_G3_一般,1,44.2908,12.8312,2820
2026-09-05,A1,G2_G3_一般,2,33.5249,15.9281,2105
2026-09-05,A1,G2_G3_一般,3,32.1617,17.3016,1966
2026-09-05,A1,G2_G3_一般,4,30.5589,16.4506,1968
2026-09-05,A1,G2_G3_一般,5,27.4038,17.0296,1845
2026-09-05,A1,G2_G3_一般,6,21.575,16.5354,1473
2026-09-05,A1,SG_G1,1,84.7863,26.0374,234
2026-09-05,A1,SG_G1,2,50.6608,36.5591,227
2026-09-05,A1,SG_G1,3,48.4979,34.6394,233
2026-09-05,A1,SG_G1,4,45.8009,31.6793,231
2026-09-05,A1,SG_G1,5,42.1186,30.319,236
2026-09-05,A1,SG_G1,6,30.3766,27.6156,239
2026-09-05,A2,G2_G3_一般,1,61.8009,20.6087,2421
2026-09-05,A2,G2_G3_一般,2,44.9053,23.9827,2218
2026-09-05,A2,G2_G3_一般,3,44.2372,24.5091,2268
2026-09-05,A2,G2_G3_一般,4,39.5872,24.0726,2071
2026-09-05,A2,G2_G3_一般,5,34.3738,22.6686,2076
2026-09-05,A2,G2_G3_一般,6,26.6027,21.7457,1850
2026-09-05,A2,SG_G1,1,99.1071,29.4913,28
2026-09-05,A2,SG_G1,2,53.5714,53.5,35
2026-09-05,A2,SG_G1,3,50.0,51.2348,30
2026-09-05,A2,SG_G1,4,43.1034,54.4948,29
2026-09-05,A2,SG_G1,5,48.2759,40.4346,29
2026-09-05,A2,SG_G1,6,41.4062,31.6286,32
2026-09-05,B1,全,1,69.2138,33.2934,3727
2026-09-05,B1,全,2,47.1799,32.615,4585
2026-09-05,B1,全,3,44.8786,32.9742,4612
2026-09-05,B1,全,4,40.2165,32.4823,4711
2026-09-05,B1,全,5,35.5995,30.1686,4704
2026-09-05,B1,全,6,25.3073,25.993,4100
2026-09-05,B2,全,1,81.3559,44.9442,236
2026-09-05,B2,全,2,47.3906,43.562,297
2026-09-05,B2,全,3,45.1023,41.9698,342
2026-09-05,B2,全,4,32.62,36.97,479
2026-09-05,B2,全,5,29.4949,36.4893,584
2026-09-05,B2,全,6,13.2756,26.5751,1789
2026-09-05,A1,G2_G3_一般,0,32.9457,17.3852,12177
2026-09-05,A1,SG_G1,0,50.3,35.5274,1400
2026-09-05,A2,G2_G3_一般,0,42.786,25.4391,12904
2026-09-05,A2,SG_G1,0,55.3279,48.7791,183
2026-09-05,B1,全,0,43.1915,33.8415,26439
2026-09-05,B2,全,0,28.2533,38.836,3727
