記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-18,A1,G2_G3_一般,1,44.51,12.4374,2663
2026-09-18,A1,G2_G3_一般,2,33.476,16.4154,1962
2026-09-18,A1,G2_G3_一般,3,32.1902,17.734,1840
2026-09-18,A1,G2_G3_一般,4,30.8288,16.2095,1846
2026-09-18,A1,G2_G3_一般,5,27.3604,17.2118,1773
2026-09-18,A1,G2_G3_一般,6,21.3838,16.2548,1373
2026-09-18,A1,SG_G1,1,85.544,26.0199,386
2026-09-18,A1,SG_G1,2,52.7513,34.5086,378
2026-09-18,A1,SG_G1,3,51.504,32.7235,379
2026-09-18,A1,SG_G1,4,43.75,31.7297,384
2026-09-18,A1,SG_G1,5,40.2611,31.0804,383
2026-09-18,A1,SG_G1,6,29.0956,28.1737,387
2026-09-18,A2,G2_G3_一般,1,61.5567,20.7833,2319
2026-09-18,A2,G2_G3_一般,2,45.3004,24.3613,2097
2026-09-18,A2,G2_G3_一般,3,44.12,23.8446,2125
2026-09-18,A2,G2_G3_一般,4,39.5674,24.1784,1988
2026-09-18,A2,G2_G3_一般,5,34.6018,22.8654,1984
2026-09-18,A2,G2_G3_一般,6,26.6188,21.5381,1776
2026-09-18,A2,SG_G1,1,99.1071,29.4913,28
2026-09-18,A2,SG_G1,2,53.5714,53.5,35
2026-09-18,A2,SG_G1,3,50.0,51.2348,30
2026-09-18,A2,SG_G1,4,43.1034,54.4948,29
2026-09-18,A2,SG_G1,5,48.2759,40.4346,29
2026-09-18,A2,SG_G1,6,41.4062,31.6286,32
2026-09-18,B1,全,1,68.3263,34.0464,3567
2026-09-18,B1,全,2,47.3335,32.3337,4399
2026-09-18,B1,全,3,44.9774,33.4136,4432
2026-09-18,B1,全,4,39.87,32.7268,4461
2026-09-18,B1,全,5,35.5615,30.2957,4479
2026-09-18,B1,全,6,25.574,26.407,3972
2026-09-18,B2,全,1,80.6522,45.4519,230
2026-09-18,B2,全,2,49.1694,44.2187,301
2026-09-18,B2,全,3,47.4474,41.791,333
2026-09-18,B2,全,4,34.1991,38.6712,462
2026-09-18,B2,全,5,30.0731,37.6479,547
2026-09-18,B2,全,6,13.2904,26.1009,1629
2026-09-18,A1,G2_G3_一般,0,33.0121,17.4712,11457
2026-09-18,A1,SG_G1,0,50.4832,35.4851,2297
2026-09-18,A2,G2_G3_一般,0,42.8094,25.4019,12289
2026-09-18,A2,SG_G1,0,55.3279,48.7791,183
2026-09-18,B1,全,0,43.066,33.9812,25310
2026-09-18,B2,全,0,29.426,39.5764,3502
