記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-20,A1,G2_G3_一般,1,44.5317,12.6959,2648
2026-09-20,A1,G2_G3_一般,2,33.4691,16.4152,1940
2026-09-20,A1,G2_G3_一般,3,32.1623,17.7387,1836
2026-09-20,A1,G2_G3_一般,4,31.0163,16.1548,1840
2026-09-20,A1,G2_G3_一般,5,27.2557,17.239,1760
2026-09-20,A1,G2_G3_一般,6,21.3285,16.2818,1370
2026-09-20,A1,SG_G1,1,85.1834,26.2493,409
2026-09-20,A1,SG_G1,2,51.7207,34.9889,401
2026-09-20,A1,SG_G1,3,51.9403,32.762,402
2026-09-20,A1,SG_G1,4,44.0196,32.0159,408
2026-09-20,A1,SG_G1,5,40.5419,30.7973,406
2026-09-20,A1,SG_G1,6,29.5122,27.8367,410
2026-09-20,A2,G2_G3_一般,1,61.5294,20.8035,2331
2026-09-20,A2,G2_G3_一般,2,45.2429,24.2872,2100
2026-09-20,A2,G2_G3_一般,3,44.0417,24.0106,2134
2026-09-20,A2,G2_G3_一般,4,39.6225,24.0467,2000
2026-09-20,A2,G2_G3_一般,5,34.7529,22.6807,1983
2026-09-20,A2,G2_G3_一般,6,26.7335,21.3766,1771
2026-09-20,A2,SG_G1,1,99.1071,29.4913,28
2026-09-20,A2,SG_G1,2,53.5714,53.5,35
2026-09-20,A2,SG_G1,3,50.0,51.2348,30
2026-09-20,A2,SG_G1,4,43.1034,54.4948,29
2026-09-20,A2,SG_G1,5,48.2759,40.4346,29
2026-09-20,A2,SG_G1,6,41.4062,31.6286,32
2026-09-20,B1,全,1,68.2887,34.0744,3588
2026-09-20,B1,全,2,47.4253,32.2599,4420
2026-09-20,B1,全,3,45.1472,33.3953,4449
2026-09-20,B1,全,4,39.7266,32.7305,4462
2026-09-20,B1,全,5,35.5072,30.485,4505
2026-09-20,B1,全,6,25.4827,26.4103,3998
2026-09-20,B2,全,1,80.0866,45.8044,231
2026-09-20,B2,全,2,49.1803,44.1141,305
2026-09-20,B2,全,3,47.9167,41.7187,336
2026-09-20,B2,全,4,33.6702,38.2195,470
2026-09-20,B2,全,5,29.6703,36.8914,546
2026-09-20,B2,全,6,13.663,26.9798,1623
2026-09-20,A1,G2_G3_一般,0,33.0139,17.5253,11394
2026-09-20,A1,SG_G1,0,50.4844,35.4228,2436
2026-09-20,A2,G2_G3_一般,0,42.8545,25.3283,12319
2026-09-20,A2,SG_G1,0,55.3279,48.7791,183
2026-09-20,B1,全,0,43.0572,34.014,25422
2026-09-20,B2,全,0,29.5642,39.624,3511
