記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-17,A1,G2_G3_一般,1,44.5002,12.4011,2731
2026-09-17,A1,G2_G3_一般,2,33.4834,16.2714,2021
2026-09-17,A1,G2_G3_一般,3,32.2018,17.6418,1903
2026-09-17,A1,G2_G3_一般,4,30.9784,15.87,1901
2026-09-17,A1,G2_G3_一般,5,27.2922,17.167,1817
2026-09-17,A1,G2_G3_一般,6,21.4951,16.1802,1418
2026-09-17,A1,SG_G1,1,85.6354,25.9038,362
2026-09-17,A1,SG_G1,2,52.1469,34.9078,354
2026-09-17,A1,SG_G1,3,51.5169,33.0976,356
2026-09-17,A1,SG_G1,4,43.8333,31.6539,360
2026-09-17,A1,SG_G1,5,40.7242,31.0006,359
2026-09-17,A1,SG_G1,6,29.2308,28.2932,364
2026-09-17,A2,G2_G3_一般,1,61.5637,21.0044,2379
2026-09-17,A2,G2_G3_一般,2,45.1684,24.4182,2168
2026-09-17,A2,G2_G3_一般,3,44.2025,24.0537,2188
2026-09-17,A2,G2_G3_一般,4,39.5799,24.1229,2059
2026-09-17,A2,G2_G3_一般,5,34.5415,22.8064,2050
2026-09-17,A2,G2_G3_一般,6,26.7496,21.4497,1829
2026-09-17,A2,SG_G1,1,99.1071,29.4913,28
2026-09-17,A2,SG_G1,2,53.5714,53.5,35
2026-09-17,A2,SG_G1,3,50.0,51.2348,30
2026-09-17,A2,SG_G1,4,43.1034,54.4948,29
2026-09-17,A2,SG_G1,5,48.2759,40.4346,29
2026-09-17,A2,SG_G1,6,41.4062,31.6286,32
2026-09-17,B1,全,1,68.5613,33.9907,3670
2026-09-17,B1,全,2,47.4468,32.3496,4512
2026-09-17,B1,全,3,44.8627,33.4972,4553
2026-09-17,B1,全,4,39.843,32.573,4585
2026-09-17,B1,全,5,35.6471,30.2892,4590
2026-09-17,B1,全,6,25.6554,26.3026,4074
2026-09-17,B2,全,1,80.8824,45.7438,238
2026-09-17,B2,全,2,47.9773,44.8157,309
2026-09-17,B2,全,3,46.657,41.7602,344
2026-09-17,B2,全,4,34.2021,37.92,470
2026-09-17,B2,全,5,30.2798,37.587,554
2026-09-17,B2,全,6,13.3776,25.8603,1695
2026-09-17,A1,G2_G3_一般,0,33.0286,17.3524,11791
2026-09-17,A1,SG_G1,0,50.5058,35.5569,2155
2026-09-17,A2,G2_G3_一般,0,42.7941,25.4379,12673
2026-09-17,A2,SG_G1,0,55.3279,48.7791,183
2026-09-17,B1,全,0,43.1335,33.9713,25984
2026-09-17,B2,全,0,29.2659,39.3746,3610
