記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-01,A1,G2_G3_一般,1,44.3406,12.5934,2783
2026-09-01,A1,G2_G3_一般,2,33.3349,16.1719,2066
2026-09-01,A1,G2_G3_一般,3,32.2102,17.2388,1941
2026-09-01,A1,G2_G3_一般,4,30.3969,16.4723,1940
2026-09-01,A1,G2_G3_一般,5,27.2344,17.0068,1826
2026-09-01,A1,G2_G3_一般,6,21.6906,16.3116,1461
2026-09-01,A1,SG_G1,1,85.4545,25.3243,242
2026-09-01,A1,SG_G1,2,50.6838,36.1437,234
2026-09-01,A1,SG_G1,3,47.8189,34.6614,243
2026-09-01,A1,SG_G1,4,46.6383,31.8002,235
2026-09-01,A1,SG_G1,5,42.0968,30.3547,248
2026-09-01,A1,SG_G1,6,30.2041,27.2621,245
2026-09-01,A2,G2_G3_一般,1,61.5959,20.8227,2403
2026-09-01,A2,G2_G3_一般,2,44.9797,23.9712,2219
2026-09-01,A2,G2_G3_一般,3,44.2765,24.7263,2260
2026-09-01,A2,G2_G3_一般,4,39.6873,23.7758,2047
2026-09-01,A2,G2_G3_一般,5,34.3814,22.2899,2053
2026-09-01,A2,G2_G3_一般,6,26.3592,21.9283,1832
2026-09-01,A2,SG_G1,1,99.1071,29.4913,28
2026-09-01,A2,SG_G1,2,53.5714,53.5,35
2026-09-01,A2,SG_G1,3,50.0,51.2348,30
2026-09-01,A2,SG_G1,4,43.1034,54.4948,29
2026-09-01,A2,SG_G1,5,48.2759,40.4346,29
2026-09-01,A2,SG_G1,6,41.4062,31.6286,32
2026-09-01,B1,全,1,69.3914,33.2673,3697
2026-09-01,B1,全,2,47.3048,32.6173,4534
2026-09-01,B1,全,3,44.7393,33.1039,4545
2026-09-01,B1,全,4,40.1791,32.3726,4690
2026-09-01,B1,全,5,35.6368,30.2416,4680
2026-09-01,B1,全,6,25.076,25.9022,4015
2026-09-01,B2,全,1,79.9356,45.3562,233
2026-09-01,B2,全,2,45.6169,44.2867,308
2026-09-01,B2,全,3,43.9802,41.9626,353
2026-09-01,B2,全,4,33.5609,37.5732,476
2026-09-01,B2,全,5,29.4314,36.4501,598
2026-09-01,B2,全,6,13.4426,26.7483,1830
2026-09-01,A1,G2_G3_一般,0,32.8851,17.3603,12017
2026-09-01,A1,SG_G1,0,50.4216,35.4694,1447
2026-09-01,A2,G2_G3_一般,0,42.7661,25.4225,12814
2026-09-01,A2,SG_G1,0,55.3279,48.7791,183
2026-09-01,B1,全,0,43.204,33.8848,26161
2026-09-01,B2,全,0,28.0082,38.7358,3798
