記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-09-19,A1,G2_G3_一般,1,44.5026,12.7034,2654
2026-09-19,A1,G2_G3_一般,2,33.4883,16.4101,1958
2026-09-19,A1,G2_G3_一般,3,32.1817,17.7418,1838
2026-09-19,A1,G2_G3_一般,4,30.9902,16.1905,1838
2026-09-19,A1,G2_G3_一般,5,27.3198,17.2136,1776
2026-09-19,A1,G2_G3_一般,6,21.3066,16.2723,1370
2026-09-19,A1,SG_G1,1,85.3769,26.0697,398
2026-09-19,A1,SG_G1,2,52.1026,34.6882,390
2026-09-19,A1,SG_G1,3,51.7647,32.7855,391
2026-09-19,A1,SG_G1,4,43.8889,31.9094,396
2026-09-19,A1,SG_G1,5,40.3544,30.9328,395
2026-09-19,A1,SG_G1,6,29.3233,27.9866,399
2026-09-19,A2,G2_G3_一般,1,61.5159,20.8093,2332
2026-09-19,A2,G2_G3_一般,2,45.2652,24.3254,2093
2026-09-19,A2,G2_G3_一般,3,44.0009,24.049,2137
2026-09-19,A2,G2_G3_一般,4,39.6988,24.1447,1992
2026-09-19,A2,G2_G3_一般,5,34.7625,22.6775,1979
2026-09-19,A2,G2_G3_一般,6,26.7099,21.3163,1772
2026-09-19,A2,SG_G1,1,99.1071,29.4913,28
2026-09-19,A2,SG_G1,2,53.5714,53.5,35
2026-09-19,A2,SG_G1,3,50.0,51.2348,30
2026-09-19,A2,SG_G1,4,43.1034,54.4948,29
2026-09-19,A2,SG_G1,5,48.2759,40.4346,29
2026-09-19,A2,SG_G1,6,41.4062,31.6286,32
2026-09-19,B1,全,1,68.3709,34.0228,3591
2026-09-19,B1,全,2,47.4181,32.3313,4427
2026-09-19,B1,全,3,45.1087,33.4348,4463
2026-09-19,B1,全,4,39.8529,32.7227,4486
2026-09-19,B1,全,5,35.5437,30.2824,4506
2026-09-19,B1,全,6,25.597,26.4346,3995
2026-09-19,B2,全,1,80.8442,45.4468,231
2026-09-19,B2,全,2,49.505,44.171,303
2026-09-19,B2,全,3,47.6048,41.7375,334
2026-09-19,B2,全,4,33.9056,38.4948,466
2026-09-19,B2,全,5,29.7273,38.054,550
2026-09-19,B2,全,6,13.5601,26.5232,1639
2026-09-19,A1,G2_G3_一般,0,33.0156,17.5204,11434
2026-09-19,A1,SG_G1,0,50.4686,35.4455,2369
2026-09-19,A2,G2_G3_一般,0,42.8631,25.3489,12305
2026-09-19,A2,SG_G1,0,55.3279,48.7791,183
2026-09-19,B1,全,0,43.1114,33.9896,25468
2026-09-19,B2,全,0,29.5061,39.7099,3523
