レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202605210101,2026-05-21,01,1R,daily,68.87,24.75,48.54,9.94,47.76,14.74,50.0,3.12,50.0,3.24,55.79,51.12,18.37,46.58,9.54,50.58,15.61,50.0,3.12,50.0,3.24,49.88,50.98,18.32,42.66,8.73,50.0,15.43,50.0,3.12,50.0,3.24,48.85,47.58,17.1,44.62,9.14,50.52,15.59,50.0,3.12,50.0,3.24,48.19,45.87,16.49,42.66,8.73,50.0,15.43,50.0,3.12,50.0,3.24,47.01,35.02,12.59,54.41,11.14,47.23,14.57,50.0,3.12,50.0,3.24,44.67
202605210102,2026-05-21,01,2R,daily,68.87,24.75,42.66,8.73,60.63,18.71,50.0,3.12,50.0,3.24,58.56,51.12,18.37,42.66,8.73,50.0,15.43,50.0,3.12,50.0,3.24,48.9,50.98,18.32,50.49,10.34,66.74,20.59,50.0,3.12,50.0,3.24,55.62,47.58,17.1,50.49,10.34,49.66,15.32,50.0,3.12,50.0,3.24,49.13,45.87,16.49,46.58,9.54,50.0,15.43,50.0,3.12,50.0,3.24,47.82,35.02,12.59,64.2,13.14,66.08,20.39,50.0,3.12,50.0,3.24,52.49
202605210103,2026-05-21,01,3R,daily,68.87,24.75,44.62,9.14,52.95,16.34,50.0,3.12,50.0,3.24,56.59,51.12,18.37,60.28,12.34,48.02,14.82,50.0,3.12,50.0,3.24,51.9,50.98,18.32,46.58,9.54,50.0,15.43,50.0,3.12,50.0,3.24,49.65,47.58,17.1,42.66,8.73,47.5,14.65,50.0,3.12,50.0,3.24,46.86,45.87,16.49,42.66,8.73,52.16,16.09,50.0,3.12,50.0,3.24,47.68,35.02,12.59,46.58,9.54,50.0,15.43,50.0,3.12,50.0,3.24,43.92
202605210104,2026-05-21,01,4R,daily,68.87,24.75,44.62,9.14,53.8,16.6,50.0,3.12,50.0,3.24,56.85,51.12,18.37,46.58,9.54,44.74,13.8,50.0,3.12,50.0,3.24,48.08,50.98,18.32,46.58,9.54,45.92,14.17,50.0,3.12,50.0,3.24,48.39,47.58,17.1,48.54,9.94,50.0,15.43,50.0,3.12,50.0,3.24,48.83,45.87,16.49,52.45,10.74,63.52,19.6,50.0,3.12,50.0,3.24,53.19,35.02,12.59,64.2,13.14,46.77,14.43,50.0,3.12,50.0,3.24,46.53
202605210105,2026-05-21,01,5R,daily,68.87,24.75,48.54,9.94,47.23,14.57,50.0,3.12,50.0,3.24,55.63,51.12,18.37,40.7,8.33,64.97,20.05,50.0,3.12,50.0,3.24,53.12,50.98,18.32,46.58,9.54,43.95,13.56,50.0,3.12,50.0,3.24,47.78,47.58,17.1,54.41,11.14,63.52,19.6,50.0,3.12,50.0,3.24,54.21,45.87,16.49,42.66,8.73,50.0,15.43,50.0,3.12,50.0,3.24,47.01,35.02,12.59,54.41,11.14,69.37,21.4,50.0,3.12,50.0,3.24,51.5
202605210106,2026-05-21,01,6R,daily,68.87,24.75,52.45,10.74,53.34,16.46,50.0,3.12,50.0,3.24,58.31,51.12,18.37,36.79,7.53,58.4,18.02,50.0,3.12,50.0,3.24,50.29,50.98,18.32,46.58,9.54,50.0,15.43,50.0,3.12,50.0,3.24,49.65,47.58,17.1,40.7,8.33,71.01,21.91,50.0,3.12,50.0,3.24,53.71,45.87,16.49,48.54,9.94,47.76,14.74,50.0,3.12,50.0,3.24,47.52,35.02,12.59,48.54,9.94,35.74,11.03,50.0,3.12,50.0,3.24,39.92
202605210107,2026-05-21,01,7R,daily,68.87,24.75,46.58,9.54,50.58,15.61,50.0,3.12,50.0,3.24,56.26,51.12,18.37,50.49,10.34,50.0,15.43,50.0,3.12,50.0,3.24,50.51,50.98,18.32,54.41,11.14,50.0,15.43,50.0,3.12,50.0,3.24,51.26,47.58,17.1,42.66,8.73,50.0,15.43,50.0,3.12,50.0,3.24,47.63,45.87,16.49,46.58,9.54,50.0,15.43,50.0,3.12,50.0,3.24,47.82,35.02,12.59,44.62,9.14,56.95,17.57,50.0,3.12,50.0,3.24,45.66
202605210108,2026-05-21,01,8R,daily,68.87,24.75,48.54,9.94,45.59,14.07,50.0,3.12,50.0,3.24,55.12,51.12,18.37,42.66,8.73,34.88,10.76,50.0,3.12,50.0,3.24,44.24,50.98,18.32,44.62,9.14,52.95,16.34,50.0,3.12,50.0,3.24,50.16,47.58,17.1,42.66,8.73,60.63,18.71,50.0,3.12,50.0,3.24,50.91,45.87,16.49,50.49,10.34,60.63,18.71,50.0,3.12,50.0,3.24,51.9,35.02,12.59,46.58,9.54,44.74,13.8,50.0,3.12,50.0,3.24,42.29
202605210109,2026-05-21,01,9R,daily,68.87,24.75,40.7,8.33,64.97,20.05,50.0,3.12,50.0,3.24,59.5,51.12,18.37,50.49,10.34,49.66,15.32,50.0,3.12,50.0,3.24,50.4,50.98,18.32,54.41,11.14,47.23,14.57,50.0,3.12,50.0,3.24,50.4,47.58,17.1,48.54,9.94,50.0,15.43,50.0,3.12,50.0,3.24,48.83,45.87,16.49,46.58,9.54,45.92,14.17,50.0,3.12,50.0,3.24,46.56,35.02,12.59,54.41,11.14,33.24,10.26,50.0,3.12,50.0,3.24,40.35
202605210110,2026-05-21,01,10R,daily,68.87,24.75,42.66,8.73,47.5,14.65,50.0,3.12,50.0,3.24,54.51,51.12,18.37,50.49,10.34,50.0,15.43,50.0,3.12,50.0,3.24,50.51,50.98,18.32,64.2,13.14,66.08,20.39,50.0,3.12,50.0,3.24,58.22,47.58,17.1,52.45,10.74,53.34,16.46,50.0,3.12,50.0,3.24,50.66,45.87,16.49,44.62,9.14,53.8,16.6,50.0,3.12,50.0,3.24,48.59,35.02,12.59,52.45,10.74,49.66,15.32,50.0,3.12,50.0,3.24,45.02
