レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202605090401,2026-05-09,04,1R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090402,2026-05-09,04,2R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090403,2026-05-09,04,3R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090404,2026-05-09,04,4R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090405,2026-05-09,04,5R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090406,2026-05-09,04,6R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090407,2026-05-09,04,7R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090408,2026-05-09,04,8R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090409,2026-05-09,04,9R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
202605090410,2026-05-09,04,10R,daily,68.81,22.2,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,56.07,53.05,17.12,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.99,51.66,16.67,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,50.54,49.89,16.1,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,49.96,42.41,13.68,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,47.55,34.18,11.03,50.0,14.45,50.0,13.74,50.0,5.57,50.0,0.12,44.9
