レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609190501,2026-09-19,05,01R,10:30,2026-09-19T10:20:26.359630+09:00,18,10,08,06,04,02,01,A1,4907,小池 修平,4.40,35,00,,5.33,0,5.00,0,4.67,0,4.33,0,4.00,0,3.83,0,A1,4686,丸野 一樹,7.00,4,01,11,7.60,5,7.20,5,6.80,3,6.40,3,6.00,3,5.80,2,A1,4364,池永 太,3.50,42,00,9,4.80,0,4.40,0,4.00,0,3.60,0,3.20,0,3.00,0,A1,4828,松山 将吾,3.50,42,00,7,4.80,0,4.40,0,4.00,0,3.60,0,3.20,0,3.00,0,A1,4297,山田 哲也,2.50,46,00,8,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,A1,4266,長田 頼宗,6.00,18,01,6,6.80,3,6.40,3,6.00,3,5.60,2,5.20,2,5.00,0
202609191301,2026-09-19,13,01R,10:34,2026-09-19T10:24:24.691016+09:00,18,10,08,06,04,02,01,B1,5318,河内 一馬,5.25,27,00,11,6.20,3,5.80,3,5.40,2,5.00,2,4.60,0,4.40,0,B1,4405,南野 利騰,3.75,37,00,9,5.00,2,4.60,0,4.20,0,3.80,0,3.40,0,3.20,0,A1,4025,山本 隆幸,6.60,8,01,10,7.17,5,6.83,5,6.50,3,6.17,3,5.83,3,5.67,2,B1,3949,今出 晋二,2.50,41,00,7,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,B2,4818,伏見 俊介,1.60,42,00,,3.00,0,2.67,0,2.33,0,2.00,0,1.67,0,1.50,0,B1,3226,浦田 信義,4.75,30,00,6,5.80,3,5.40,2,5.00,2,4.60,0,4.20,0,4.00,0
202609191701,2026-09-19,17,01R,10:40,2026-09-19T10:30:34.380774+09:00,18,10,08,06,04,02,01,A2,4450,平高 奈菜,8.00,9,01,11,9.00,5,8.00,3,7.00,3,6.00,2,5.00,2,4.50,2,B1,4784,向井田 真紀,4.00,28,00,8,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,4400,加藤 奈月,2.00,35,00,10,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B2,4997,濱崎 寿里矢,4.00,28,00,7,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,4678,水野 望美,2.00,35,00,9,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B2,5464,宮田 栞,1.00,42,00,6,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0
202609190201,2026-09-19,02,01R,10:47,2026-09-19T10:38:20.843661+09:00,18,10,08,06,04,02,01,B1,3546,中里 昌志,4.00,28,00,,6.00,0,5.33,0,4.67,0,4.00,0,3.33,0,3.00,0,B1,5322,根岸 真優,4.00,28,00,5,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,3544,豊田 訓靖,4.00,28,00,10,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,3950,石川 哲秀,6.00,19,00,6,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B1,3889,須藤 隆雄,-8.00,44,00,7,1.00,0,0.00,0,-1.00,0,-2.00,0,-3.00,0,-3.50,0,B2,5444,林 風音,1.00,40,00,8,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0
202609191601,2026-09-19,16,01R,10:49,2026-09-19T10:40:25.617100+09:00,18,10,08,06,04,02,01,A2,4069,山本 修一,4.67,27,00,11,6.00,3,5.50,2,5.00,2,4.50,2,4.00,0,3.75,0,B1,5336,瀬川 大地,1.33,43,00,6,3.50,0,3.00,0,2.50,0,2.00,0,1.50,0,1.25,0,B1,3773,津留 浩一郎,2.00,40,00,10,4.00,0,3.50,0,3.00,0,2.50,0,2.00,0,1.75,0,B1,4129,宇野 博之,2.33,38,00,8,4.25,0,3.75,0,3.25,0,2.75,0,2.25,0,2.00,0,B1,4145,小澤 学,2.00,40,00,7,4.00,0,3.50,0,3.00,0,2.50,0,2.00,0,1.75,0,B1,3870,寺嶋 雄,4.00,33,00,9,5.50,2,5.00,2,4.50,0,4.00,0,3.50,0,3.25,0
202609190502,2026-09-19,05,02R,10:57,2026-09-19T10:48:23.325309+09:00,18,10,08,06,04,02,01,A1,4075,中野 次郎,4.00,38,00,8,5.20,0,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,A1,4398,船岡 洋一郎,3.00,44,00,7,4.40,0,4.00,0,3.60,0,3.20,0,2.80,0,2.60,0,A1,3984,坂口 周,3.60,41,00,,4.67,0,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0,A1,4573,佐藤 翼,5.50,24,00,9,6.40,3,6.00,2,5.60,2,5.20,0,4.80,0,4.60,0,A1,4030,森高 一真,6.50,10,01,10,7.20,3,6.80,3,6.40,3,6.00,2,5.60,2,5.40,0,A1,4688,永井 彪也,8.00,2,01,11,8.40,5,8.00,5,7.60,5,7.20,3,6.80,3,6.60,3
202609191302,2026-09-19,13,02R,11:00,2026-09-19T10:50:19.483493+09:00,18,10,08,06,04,02,01,B1,4202,浮田 圭浩,6.00,13,01,12,6.80,5,6.40,5,6.00,3,5.60,2,5.20,2,5.00,2,A2,3422,服部 幸男,3.80,36,00,7,4.83,0,4.50,0,4.17,0,3.83,0,3.50,0,3.33,0,B1,3535,渡 修平,0.50,43,00,6,2.40,0,2.00,0,1.60,0,1.20,0,0.80,0,0.60,0,B2,3372,加藤 雅之,2.60,40,00,,3.83,0,3.50,0,3.17,0,2.83,0,2.50,0,2.33,0,A1,4584,村岡 賢人,9.60,1,01,9,9.67,5,9.33,5,9.00,5,8.67,5,8.33,5,8.17,5,B1,3891,谷口 健一,3.25,38,00,8,4.60,0,4.20,0,3.80,0,3.40,0,3.00,0,2.80,0
202609191702,2026-09-19,17,02R,11:07,2026-09-19T10:58:25.474209+09:00,18,10,08,06,04,02,01,B2,4244,鈴木 成美,2.00,37,00,9,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,A2,4372,原田 佑実,7.00,15,01,10,8.00,3,7.33,3,6.67,3,6.00,2,5.33,2,5.00,0,B1,4844,村上 奈穂,8.00,10,01,7,9.00,3,8.00,3,7.00,3,6.00,2,5.00,2,4.50,0,B1,4283,石井 裕美,6.00,20,00,12,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B2,4940,白石 有美,2.00,37,00,8,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,A2,5189,藤原 早菜,10.00,1,01,11,10.00,5,9.00,5,8.00,3,7.00,3,6.00,2,5.50,2
202609190301,2026-09-19,03,01R,11:14,2026-09-19T11:04:26.322298+09:00,6,10,08,06,04,02,01,B1,4245,高橋 直哉,2.00,39,00,8,6.00,0,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,B1,5294,豊田 祥生,1.00,43,00,6,5.50,0,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,5381,有山 望,1.50,42,00,,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0,B1,5405,竹内 来,1.00,43,00,7,5.50,0,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,5293,眞崎 武蔵,6.00,19,00,9,8.00,0,7.00,0,6.00,0,5.00,0,4.00,0,3.50,0,B1,4664,東口 晃,6.00,19,00,11,8.00,0,7.00,0,6.00,0,5.00,0,4.00,0,3.50,0
202609190202,2026-09-19,02,02R,11:16,2026-09-19T11:06:23.437974+09:00,18,10,08,06,04,02,01,B1,3660,長谷川 親王,2.00,38,00,6,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,B1,3543,福田 雅一,6.00,20,00,,7.33,5,6.67,0,6.00,0,5.33,0,4.67,0,4.33,0,A2,4120,柘植 政浩,6.00,20,00,11,7.33,3,6.67,2,6.00,2,5.33,0,4.67,0,4.33,0,A2,4286,平田 さやか,8.50,9,01,10,9.00,5,8.33,3,7.67,3,7.00,3,6.33,2,6.00,2,A1,3556,田中 信一郎,9.00,5,01,8,9.33,5,8.67,3,8.00,3,7.33,3,6.67,2,6.33,2,B2,5461,板頭 里緒,1.00,40,00,9,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0
