レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609231001,2026-09-23,10,01R,08:32,2026-09-23T08:22:22.809240+09:00,18,10,08,06,04,02,01,A1,3965,北中 元樹,6.60,14,01,8,7.17,3,6.83,3,6.50,3,6.17,2,5.83,0,5.67,0,B1,5344,谷口 丞,8.25,2,01,10,8.60,5,8.20,5,7.80,5,7.40,3,7.00,3,6.80,3,B1,4197,渥美 卓郎,4.00,29,00,7,5.20,0,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B1,3652,森下 勇,2.75,35,00,5,4.20,0,3.80,0,3.40,0,3.00,0,2.60,0,2.40,0,B1,4888,金児 隆太,4.00,29,00,9,5.20,0,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B1,5143,常盤 海心,7.20,6,01,,7.67,5,7.33,5,7.00,5,6.67,5,6.33,0,6.17,0
202609231801,2026-09-23,18,01R,08:44,2026-09-23T08:34:17.848453+09:00,18,10,08,06,04,02,01,A2,4388,是澤 孝宏,5.50,20,00,11,6.40,3,6.00,3,5.60,2,5.20,2,4.80,0,4.60,0,B1,5206,梅原 祥平,2.33,37,00,6,4.25,0,3.75,0,3.25,0,2.75,0,2.25,0,2.00,0,B1,5124,上瀧 絢也,1.00,42,00,10,3.25,0,2.75,0,2.25,0,1.75,0,1.25,0,1.00,0,B2,4663,籾山 佳岳,3.33,35,00,,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,3401,上田 隆章,4.00,31,00,7,5.50,2,5.00,2,4.50,0,4.00,0,3.50,0,3.25,0,B1,4943,八木 治樹,4.33,26,00,8,5.75,2,5.25,2,4.75,0,4.25,0,3.75,0,3.50,0
202609231002,2026-09-23,10,02R,08:58,2026-09-23T08:48:24.314156+09:00,18,10,08,06,04,02,01,A2,4424,松尾 昂明,3.50,33,00,9,4.80,0,4.40,0,4.00,0,3.60,0,3.20,0,3.00,0,A1,4418,茅原 悠紀,8.40,1,01,12,8.67,5,8.33,5,8.00,5,7.67,5,7.33,5,7.17,3,B1,4902,山川 雄大,3.75,31,00,8,5.00,0,4.60,0,4.20,0,3.80,0,3.40,0,3.20,0,B2,5453,久保 翔耶,1.75,39,00,6,3.40,0,3.00,0,2.60,0,2.20,0,1.80,0,1.60,0,B1,5282,中本 大樹,5.25,25,00,7,6.20,2,5.80,2,5.40,0,5.00,0,4.60,0,4.40,0,B1,5190,大月 遊雅,5.75,20,00,10,6.60,3,6.20,2,5.80,2,5.40,0,5.00,0,4.80,0
202609231802,2026-09-23,18,02R,09:10,2026-09-23T09:00:54.891919+09:00,18,12,10,08,06,04,03,A2,4375,照屋 厚仁,7.33,10,01,8,8.50,5,8.00,5,7.50,5,7.00,3,6.50,3,6.25,3,B1,4583,古田 祐貴,5.00,22,00,7,6.75,3,6.25,3,5.75,2,5.25,2,4.75,0,4.50,0,A1,4702,三浦 敬太,7.00,12,01,10,8.25,5,7.75,5,7.25,5,6.75,3,6.25,3,6.00,3,A2,4163,山崎 裕司,6.00,18,01,9,7.50,5,7.00,3,6.50,3,6.00,3,5.50,2,5.25,2,A2,4159,向後 龍一,7.67,9,01,6,8.75,5,8.25,5,7.75,5,7.25,5,6.75,3,6.50,3,B1,3772,一柳 和孝,4.67,23,00,11,6.50,3,6.00,3,5.50,2,5.00,2,4.50,0,4.25,0
202609231003,2026-09-23,10,03R,09:24,2026-09-23T09:14:26.613632+09:00,18,10,08,06,04,02,01,A1,4295,小坂 尚哉,7.20,5,01,11,7.67,5,7.33,5,7.00,3,6.67,3,6.33,2,6.17,2,B1,5345,牧村 俊輝,3.50,34,00,7,4.80,0,4.40,0,4.00,0,3.60,0,3.20,0,3.00,0,A2,4112,大久保信一郎,5.75,21,00,10,6.60,3,6.20,2,5.80,2,5.40,0,5.00,0,4.80,0,B1,3617,竹田 広樹,1.75,40,00,9,3.40,0,3.00,0,2.60,0,2.20,0,1.80,0,1.60,0,B1,4020,川上 清人,2.50,37,00,8,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,B1,5329,金子 龍斗,5.00,26,00,,5.83,0,5.50,0,5.17,0,4.83,0,4.50,0,4.33,0
202609231803,2026-09-23,18,03R,09:36,2026-09-23T09:26:21.497294+09:00,18,10,08,06,04,02,01,A1,4529,嶋 義信,9.50,2,01,,9.60,5,9.20,5,8.80,5,8.40,5,8.00,5,7.80,5,B1,3577,向所 浩二,5.33,21,00,,6.50,5,6.00,0,5.50,0,5.00,0,4.50,0,4.25,0,B1,4173,岡谷 健吾,6.67,14,01,7,7.50,3,7.00,3,6.50,3,6.00,2,5.50,2,5.25,0,A2,4079,出畑 孝典,6.67,14,01,10,7.50,3,7.00,3,6.50,3,6.00,2,5.50,2,5.25,0,B2,5460,早川 理稀,1.50,41,00,9,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0,A2,4883,岡部 大輝,7.25,11,01,12,7.80,5,7.40,5,7.00,5,6.60,3,6.20,2,6.00,2
202609231004,2026-09-23,10,04R,09:50,2026-09-23T09:40:32.014673+09:00,18,10,08,06,04,02,01,A2,4360,庄司 孝輔,2.75,36,00,8,4.20,0,3.80,0,3.40,0,3.00,0,2.60,0,2.40,0,B1,3838,伊藤 啓三,1.25,41,00,9,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,B1,4894,原村 拓也,4.00,31,00,10,5.20,0,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B1,4016,西川 新太郎,4.75,27,00,12,5.80,2,5.40,0,5.00,0,4.60,0,4.20,0,4.00,0,A1,3333,丸尾 義孝,7.20,6,01,11,7.67,5,7.33,5,7.00,3,6.67,3,6.33,2,6.17,2,A2,4711,前出 達吉,7.80,2,01,,8.17,5,7.83,5,7.50,5,7.17,5,6.83,5,6.67,5
202609231804,2026-09-23,18,04R,10:02,2026-09-23T09:52:21.361888+09:00,18,10,08,06,04,02,01,A2,4911,片岡 大地,3.33,37,00,8,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,A1,4757,山田 祐也,10.67,1,01,9,10.50,5,10.00,5,9.50,5,9.00,5,8.50,5,8.25,5,B1,5286,坂井 滉哉,4.33,25,00,11,5.75,2,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0,B1,4594,谷川 祐一,4.67,23,00,10,6.00,2,5.50,2,5.00,0,4.50,0,4.00,0,3.75,0,B1,4811,向井田 佑紀,2.33,38,00,,4.25,0,3.75,0,3.25,0,2.75,0,2.25,0,2.00,0,B2,4090,中村 尊,4.33,25,00,,5.75,0,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0
202609231005,2026-09-23,10,05R,10:18,2026-09-23T10:08:23.499232+09:00,18,10,08,06,04,02,01,A2,4441,末永 由楽,6.50,17,01,12,7.20,3,6.80,3,6.40,2,6.00,2,5.60,2,5.40,0,B1,3461,渡邊 哲也,2.50,38,00,,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,A2,3837,秋山 広一,7.00,9,01,11,7.60,5,7.20,3,6.80,3,6.40,2,6.00,2,5.80,2,B2,5465,直江 健成,1.25,41,00,,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,B1,3652,森下 勇,3.80,34,00,1,4.83,0,4.50,0,4.17,0,3.83,0,3.50,0,3.33,0,A1,4357,田中 和也,8.00,1,01,9,8.33,5,8.00,5,7.67,5,7.33,3,7.00,3,6.83,3
202609231805,2026-09-23,18,05R,10:29,2026-09-23T10:20:21.979952+09:00,18,10,08,06,04,02,01,B1,4323,山田 佑樹,8.00,8,01,12,8.50,5,8.00,5,7.50,5,7.00,5,6.50,3,6.25,3,A1,4677,片橋 幸貴,-2.00,43,00,11,1.00,0,0.50,0,0.00,0,-0.50,0,-1.00,0,-1.25,0,B1,4981,牧山 敦也,1.67,39,00,,3.75,0,3.25,0,2.75,0,2.25,0,1.75,0,1.50,0,A2,4839,四宮 与寛,4.00,30,00,9,5.20,2,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B1,3637,齋藤 和政,3.67,34,00,,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A2,4679,植田 太一,7.00,12,01,,7.60,5,7.20,5,6.80,5,6.40,5,6.00,5,5.80,0
