レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202603070101,2026-03-07,01,01R,,backfill-from-daily,,53.1,0.0,7.08,0.0,53.4,0.0,7.1,0.0,53.9,0.0,7.02,-0.5,56.4,0.0,7.06,0.0,52.2,0.0,6.98,0.5,53.8,0.0,7.01,0.0
202603070102,2026-03-07,01,02R,,backfill-from-daily,,54.3,0.0,6.96,0.0,54.4,0.0,6.76,0.0,52.4,0.0,6.93,-0.5,52.1,0.0,6.78,0.0,53.2,0.0,6.8,-0.5,54.4,0.0,6.92,0.0
202603070103,2026-03-07,01,03R,,backfill-from-daily,,50.5,1.5,7.03,0.0,52.2,0.0,7.02,0.0,53.3,0.0,7.16,0.0,52.2,0.0,7.17,0.0,53.4,0.0,7.04,0.0,56.1,0.0,7.18,0.0
202603070104,2026-03-07,01,04R,,backfill-from-daily,,54.8,0.0,7.03,0.0,59.1,0.0,7.0,0.0,52.1,0.0,7.12,-0.5,50.5,1.5,7.05,0.0,52.0,0.0,7.04,0.0,53.9,0.0,6.92,-0.5
202603070105,2026-03-07,01,05R,,backfill-from-daily,,53.9,0.0,6.93,-0.5,56.5,0.0,7.03,-0.5,54.1,0.0,6.95,0.0,59.3,0.0,6.99,0.0,52.3,0.0,6.89,0.0,53.0,0.0,7.07,-0.5
202603070106,2026-03-07,01,06R,,backfill-from-daily,,52.0,0.0,7.06,0.0,54.3,0.0,7.07,0.5,54.4,0.0,7.09,0.0,53.1,0.0,7.15,0.0,53.8,0.0,7.03,0.0,52.0,0.0,6.98,-0.5
202603070107,2026-03-07,01,07R,,backfill-from-daily,,52.7,0.0,,0.0,53.0,0.0,,0.0,52.7,0.0,,0.0,54.3,0.0,,0.0,56.4,0.0,,0.0,52.2,0.0,,0.0
202603070108,2026-03-07,01,08R,,backfill-from-daily,,56.2,0.0,,,53.3,0.0,,,53.1,0.0,,,52.0,0.0,,,51.5,0.5,,,53.2,0.0,,
202603070109,2026-03-07,01,09R,,backfill-from-daily,,53.8,0.0,,,52.2,0.0,,,53.9,0.0,,,56.1,0.0,,,53.3,0.0,,,52.1,0.0,,
202603070110,2026-03-07,01,10R,,backfill-from-daily,,52.4,0.0,,,53.0,0.0,,,54.3,0.0,,,52.1,0.0,,,51.5,0.5,,,52.2,0.0,,
202603070111,2026-03-07,01,11R,,backfill-from-daily,,53.4,0.0,,,54.8,0.0,,,52.3,0.0,,,52.0,0.0,,,52.7,0.0,,,54.4,0.0,,
202603070112,2026-03-07,01,12R,,backfill-from-daily,,51.5,0.5,,,54.4,0.0,,,53.4,0.0,,,52.0,0.0,,,53.1,0.0,,,56.5,0.0,,
202603070201,2026-03-07,02,01R,,backfill-from-daily,,52.0,0.0,6.92,0.0,50.5,1.5,6.99,0.0,52.9,0.0,6.98,0.0,55.5,0.0,7.02,0.0,53.6,0.0,6.99,0.0,53.5,0.0,7.05,0.0
