レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
201808042301,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,1R,予選,1800,08:49,1,3284,渡邊伸太,50,佐賀,52.0,A1,6.08,43.64,6.76,55.08,52,,89,36.36,9,,,,,,,,,,,,,2,3471,赤峰和也,48,佐賀,52.0,B1,4.66,28.75,4.66,25.0,15,,85,29.52,,,,,,,,,,,,,,3,4778,堤 啓輔,32,佐賀,51.0,B1,4.1,17.35,3.84,15.66,31,,54,34.65,,,,,,,,,,,,,,4,4996,中尾智博,25,佐賀,51.0,B2,1.49,,1.47,,39,,31,37.0,,,,,,,,,,,,,,5,3794,前田昭広,45,佐賀,56.0,B2,3.23,16.67,4.28,26.51,29,,39,29.13,8,,,,,,,,,,,,,6,4822,百武 翔,25,佐賀,50.0,B1,5.26,34.12,4.4,18.59,22,,76,32.38,6,,,,,,,,,,,,
201808042302,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,2R,予選,1800,09:18,1,3892,草場康幸,42,佐賀,51.0,A2,6.1,44.55,6.2,45.33,20,,56,29.13,1,0,,,,,,,,,,,,2,4500,山田康二,30,佐賀,53.0,A1,7.74,57.78,7.42,61.21,34,,49,43.01,1,2,,,,,,,,,,,,3,3459,中野和裕,51,佐賀,55.0,B1,3.54,17.65,4.5,20.19,13,,81,38.54,9,,,,,,,,,,,,,4,4106,坂井康嗣,38,佐賀,53.0,B1,4.72,26.51,4.67,22.22,18,,50,33.33,6,,,,,,,,,,,,,5,4879,山崎鉄平,23,佐賀,52.0,B1,4.19,21.82,3.09,9.68,55,,63,40.0,8,,,,,,,,,,,,,6,4234,野相弘司,34,福岡,56.0,B1,4.19,18.52,4.46,23.08,35,,78,33.65,1,1,,,,,,,,,,,
201808042303,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,3R,予選,1800,09:47,1,3522,長溝一生,50,佐賀,54.0,A2,5.89,42.16,6.04,47.14,14,,41,45.45,1,1,,,,,,,,,,,,2,3444,香月大介,48,福岡,53.0,B1,4.34,21.11,2.89,11.11,28,,58,34.78,,,,,,,,,,,,,,3,4072,森永 淳,37,佐賀,52.0,A1,6.71,53.78,7.17,59.54,37,,87,33.33,1,2,,,,,,,,,,,,4,4251,川崎誠志,35,山口,51.0,B1,3.99,19.39,4.48,20.69,25,,69,42.27,8,,,,,,,,,,,,,5,3866,木山誠一,43,岡山,55.0,B1,4.0,18.29,4.17,5.56,50,,62,27.88,7,,,,,,,,,,,,,6,4222,山口高志,36,佐賀,51.0,B1,5.87,43.33,5.96,39.1,38,,88,32.38,1,0,,,,,,,,,,,
201808042304,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,4R,予選,1800,10:16,1,3784,中島友和,41,佐賀,53.0,A1,5.96,38.71,6.93,53.92,21,,38,50.98,,,,,,,,,,,,,,2,4257,古川 健,34,広島,51.0,B1,5.17,37.89,,,48,,60,33.33,9,,,,,,,,,,,,,3,4873,蒲原健太,24,佐賀,51.0,B1,4.29,21.05,4.05,17.89,27,,59,41.58,8,,,,,,,,,,,,,4,4503,上野真之,30,佐賀,51.0,A1,7.65,59.06,7.15,57.94,19,,64,30.77,1,2,,,,,,,,,,,,5,4562,阪本勇介,30,岡山,53.0,B1,4.63,23.46,3.88,11.76,17,,44,38.0,,,,,,,,,,,,,,6,4346,前田健太,33,福岡,55.0,A2,4.44,21.93,5.17,43.48,26,,73,31.31,1,1,,,,,,,,,,,
201808042305,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,5R,予選,1800,10:46,1,4006,小野勇作,40,佐賀,50.0,A2,5.54,36.22,6.34,47.37,51,,84,34.34,9,,,,,,,,,,,,,2,3858,織田 猛,45,佐賀,51.0,B1,5.19,34.83,5.65,38.06,41,,51,37.11,,,,,,,,,,,,,,3,4531,武富智亮,29,佐賀,51.0,A1,5.94,41.18,6.23,43.97,12,,80,34.0,1,2,,,,,,,,,,,,4,4981,牧山敦也,22,佐賀,50.0,B2,1.82,4.08,1.82,4.0,43,,47,37.37,,,,,,,,,,,,,,5,4163,山崎裕司,36,広島,52.0,A2,6.13,39.84,6.49,46.15,45,,79,43.69,1,0,,,,,,,,,,,,6,3073,北岡 淳,55,佐賀,54.0,B1,4.18,30.38,5.05,34.88,40,,37,28.43,,,,,,,,,,,,,
201808042306,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,6R,予選,1800,11:17,1,3224,栗山繁洋,53,佐賀,51.0,B1,5.06,32.11,4.59,27.17,54,,52,36.08,,,,,,,,,,,,,,2,3070,山室展弘,57,岡山,51.0,A1,6.41,42.71,6.07,46.34,53,,72,33.68,1,1,,,,,,,,,,,,3,4196,田中太一,36,佐賀,51.0,A2,6.2,42.62,5.69,39.71,30,,43,41.75,,,,,,,,,,,,,,4,3623,深川真二,44,佐賀,51.0,A2,7.3,56.6,7.46,60.0,46,,53,50.0,1,0,,,,,,,,,,,,5,4822,百武 翔,25,佐賀,50.0,B1,5.26,34.12,4.4,18.59,22,,76,32.38,1,,,,,,,,,,,,,6,4106,坂井康嗣,38,佐賀,53.0,B1,4.72,26.51,4.67,22.22,18,,50,33.33,2,,,,,,,,,,,,
201808042307,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,7R,予選,1800,11:49,1,3211,北川敏弘,56,佐賀,56.0,B1,4.94,28.43,5.52,35.63,44,,32,33.67,,,,,,,,,,,,,,2,4027,松江秀徳,40,佐賀,53.0,A2,6.11,46.34,6.65,49.38,47,,67,39.42,1,1,,,,,,,,,,,,3,4112,大久保信,38,佐賀,53.0,A2,5.97,39.68,6.52,50.6,16,,48,29.7,,,,,,,,,,,,,,4,4890,石川 諒,29,山口,52.0,B1,2.55,9.46,1.41,,24,,83,32.67,,,,,,,,,,,,,,5,4101,三井所尊,39,佐賀,53.0,A1,6.61,48.55,7.84,66.28,11,,40,38.46,1,2,,,,,,,,,,,,6,3866,木山誠一,43,岡山,55.0,B1,4.0,18.29,4.17,5.56,50,,62,27.88,3,,,,,,,,,,,,
201808042308,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,8R,予選,1800,12:21,1,3335,小菅文隆,49,佐賀,61.0,B1,3.74,17.95,4.28,20.54,42,,71,30.19,,,,,,,,,,,,,,2,4251,川崎誠志,35,山口,51.0,B1,3.99,19.39,4.48,20.69,25,,69,42.27,3,,,,,,,,,,,,,3,4879,山崎鉄平,23,佐賀,52.0,B1,4.19,21.82,3.09,9.68,55,,63,40.0,2,,,,,,,,,,,,,4,4320,峰 竜太,33,佐賀,50.0,A1,8.57,65.74,8.62,78.2,32,,77,29.13,1,2,,,,,,,,,,,,5,4873,蒲原健太,24,佐賀,51.0,B1,4.29,21.05,4.05,17.89,27,,59,41.58,4,,,,,,,,,,,,,6,3794,前田昭広,45,佐賀,56.0,B2,3.23,16.67,4.28,26.51,29,,39,29.13,1,,,,,,,,,,,,
201808042309,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,9R,予選,1800,12:53,1,3459,中野和裕,51,佐賀,55.0,B1,3.54,17.65,4.5,20.19,13,,81,38.54,2,,,,,,,,,,,,,2,3284,渡邊伸太,50,佐賀,52.0,A1,6.08,43.64,6.76,55.08,52,,89,36.36,1,,,,,,,,,,,,,3,4006,小野勇作,40,佐賀,50.0,A2,5.54,36.22,6.34,47.37,51,,84,34.34,5,,,,,,,,,,,,,4,3876,中辻崇人,41,福岡,52.0,A1,7.14,54.4,7.05,57.89,49,,82,35.79,,,,,,,,,,,,,,5,4257,古川 健,34,広島,51.0,B1,5.17,37.89,,,48,,60,33.33,4,,,,,,,,,,,,,6,3212,亀本勇樹,56,広島,58.0,A2,5.69,41.38,5.0,20.0,36,,86,28.85,,,,,,,,,,,,,
201808042310,佐賀新聞社杯唐津大賞〜がばい王者決定戦〜,第1日,2018-08-04,ボートレース唐津,10R,予選特賞,1800,13:28,1,3623,深川真二,44,佐賀,51.0,A2,7.3,56.6,7.46,60.0,46,,53,50.0,6,,,,,,,,,,,,,2,4294,古賀繁輝,32,佐賀,56.0,A2,5.84,40.19,6.81,53.59,23,,55,31.37,,,,,,,,,,,,,,3,4734,安河内将,28,佐賀,52.0,A1,7.12,57.45,6.19,45.13,56,,42,34.95,,,,,,,,,,,,,,4,3892,草場康幸,42,佐賀,51.0,A2,6.1,44.55,6.2,45.33,20,,56,29.13,2,,,,,,,,,,,,,5,4222,山口高志,36,佐賀,51.0,B1,5.87,43.33,5.96,39.1,38,,88,32.38,3,,,,,,,,,,,,,6,4163,山崎裕司,36,広島,52.0,A2,6.13,39.84,6.49,46.15,45,,79,43.69,5,,,,,,,,,,,,
