レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202606052101,2026-06-05,21,01R,08:32,2026-06-05T08:40:46.275436+09:00,1,100,1,100,3,100,,,1-3,330,2,1=3,320,2,1=3,110,1,1=2,140,2,2=3,220,5,1-3-2,790,2,1=2=3,290,1
202606051001,2026-06-05,10,01R,08:39,2026-06-05T08:46:24.727621+09:00,1,100,1,100,2,180,,,1-2,200,1,1=2,210,1,1=2,150,2,1=4,220,3,2=4,390,6,1-2-4,750,2,1=2=4,450,2
202606051801,2026-06-05,18,01R,08:46,2026-06-05T08:54:23.169920+09:00,1,100,1,100,3,110,,,1-3,220,1,1=3,270,1,1=3,110,1,1=4,150,2,3=4,280,5,1-3-4,460,1,1=3=4,230,1
202606052102,2026-06-05,21,02R,08:58,2026-06-05T09:05:32.165952+09:00,2,1190,2,340,5,200,,,2-5,5730,15,2=5,3670,8,2=5,440,6,2=4,260,5,4=5,230,3,2-5-4,19800,46,2=4=5,1590,6
202606051002,2026-06-05,10,02R,09:05,2026-06-05T09:12:20.952531+09:00,3,960,3,280,1,110,,,3-1,4090,7,1=3,650,4,1=3,250,4,3=5,490,10,1=5,150,1,3-1-5,9340,21,1=3=5,560,3
202606051802,2026-06-05,18,02R,09:12,2026-06-05T09:20:37.061189+09:00,1,120,1,100,3,100,,,1-3,190,1,1=3,180,1,1=3,130,1,1=5,210,3,3=5,280,6,1-3-5,660,1,1=3=5,380,1
202606052103,2026-06-05,21,03R,09:24,2026-06-05T09:33:43.033115+09:00,1,170,1,100,6,240,,,1-6,580,2,1=6,690,3,1=6,240,2,1=5,320,6,5=6,720,10,1-6-5,3110,10,1=5=6,1800,6
202606051003,2026-06-05,10,03R,09:31,2026-06-05T09:41:48.704732+09:00,4,590,4,100,1,120,,,4-1,720,3,1=4,260,1,1=4,110,2,2=4,110,1,1=2,180,4,4-1-2,1380,4,1=2=4,170,1
202606051803,2026-06-05,18,03R,09:38,2026-06-05T09:46:41.507203+09:00,1,160,1,130,5,100,,,1-5,350,1,1=5,170,1,1=5,110,1,1=6,690,9,5=6,440,8,1-5-6,2460,9,1=5=6,900,4
202606052104,2026-06-05,21,04R,09:50,2026-06-05T09:58:21.884642+09:00,3,340,3,170,1,100,,,3-1,1370,5,1=3,160,1,1=3,110,2,3=4,190,4,1=4,110,1,3-1-4,2300,9,1=3=4,220,1
202606051004,2026-06-05,10,04R,09:57,2026-06-05T10:06:21.267951+09:00,1,140,1,100,2,120,,,1-2,190,1,1=2,140,1,1=2,130,1,1=4,210,4,2=4,180,2,1-2-4,1090,2,1=2=4,700,2
202606051804,2026-06-05,18,04R,10:04,2026-06-05T10:12:26.921014+09:00,6,1020,6,690,1,100,,,6-1,12270,14,1=6,1200,5,1=6,360,7,4=6,650,10,1=4,150,2,6-1-4,55350,51,1=4=6,1380,6
202606052105,2026-06-05,21,05R,10:16,2026-06-05T10:24:20.505096+09:00,4,1470,4,370,1,120,,,4-1,4490,12,1=4,1220,4,1=4,430,6,4=5,2170,15,1=5,460,7,4-1-5,32540,76,1=4=5,4870,16
202606051005,2026-06-05,10,05R,10:23,2026-06-05T10:32:28.926167+09:00,1,100,1,120,5,390,,,1-5,1090,5,1=5,2130,4,1=5,440,6,1=3,130,1,3=5,550,8,1-5-3,5980,17,1=3=5,660,3
202606051805,2026-06-05,18,05R,10:30,2026-06-05T10:38:21.521726+09:00,3,340,3,210,1,100,,,3-1,420,2,1=3,160,1,1=3,140,1,3=5,300,6,1=5,350,8,3-1-5,3330,11,1=3=5,800,4
