レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202601022101,2026-01-02,21,01R,,,,逃　げ,1,宮脇　　遼太,"1'52""1",5,小川　　晃司,"1'53""5",4,上野　　秀和,"1'53""8",2,柴田　　直哉,"1'55""7",3,占部　　一真,,6,坂井　　滉哉,,1,0.08,,2,0.14,,3,0.13,,4,0.08,,6,0.1,,5,0.13,,4,7,7.0,7.0,2.0,7.0
202601022102,2026-01-02,21,02R,,,,逃　げ,1,安東　　幸治,"1'49""7",3,國崎　　良春,"1'51""2",4,羽野　　直也,"1'52""3",5,香月　　大輝,"1'53""3",2,寳田　　亮治,,6,山口　　修路,,1,0.16,,2,0.16,,3,0.16,,4,0.15,,5,0.19,,6,0.46,,4,4,8.0,8.0,1.0,7.0
202601022103,2026-01-02,21,03R,,,,抜　き,3,新開　　　航,"1'48""7",1,山ノ内　雅人,"1'50""7",2,安河内鈴之介,"1'52""0",5,上野　　俊樹,"1'53""9",6,仲本　　　舜,,4,安武　　一也,,1,0.17,,2,0.22,,3,0.29,,4,0.33,,5,0.21,,6,0.25,,4,8,8.0,8.0,1.0,7.0
202601022104,2026-01-02,21,04R,,,,抜　き,1,竹井　　貴史,"1'48""6",3,三苫　　晃幸,"1'50""3",4,山田　　　丈,"1'52""0",6,山下　　心一,"1'53""3",2,上原　健次郎,,5,井上　　慧人,,1,0.16,,2,0.15,,3,0.13,,4,0.12,,5,0.14,,6,0.09,,2,8,7.0,7.0,2.0,7.0
202601022105,2026-01-02,21,05R,,,,逃　げ,1,岡崎　　恭裕,"1'50""4",2,西川　　拓利,"1'51""5",3,大野　　芳顕,"1'52""4",6,三川　　昂暁,"1'52""8",4,小川　日紀太,,5,宮本　　琉正,,1,0.14,,2,0.12,,3,0.14,,4,0.17,,6,0.28,,5,0.16,,1,8,6.0,6.0,2.0,7.0
202601022106,2026-01-02,21,06R,,,,逃　げ,1,齊藤　　　廉,"1'49""3",3,郷原　　章平,"1'50""8",2,松崎　祐太郎,"1'52""2",5,山口　　修路,"1'52""7",4,原田　才一郎,,6,小野　　京平,,1,0.21,,2,0.18,,3,0.15,,4,0.23,,5,0.35,,6,0.19,,1,8,8.0,8.0,2.0,7.0
202601022107,2026-01-02,21,07R,,,,逃　げ,1,松本　　真広,"1'55""9",3,森口　　和紀,"1'58""1",2,占部　　一真,"2'01""6",5,大島　隆乃介,"2'05""5",4,香月　　大輝,,,,,1,0.15,,2,0.13,,3,0.21,,4,0.25,,5,0.2,,6,0.17,,1,7,8.0,8.0,2.0,7.0
202601022108,2026-01-02,21,08R,,,,まくり,3,川上　　　剛,"1'50""0",4,永田　　啓二,"1'50""3",6,河野　　真也,"1'51""2",2,上野　　秀和,"1'53""1",5,寳田　　亮治,,1,井上　　慧人,,1,0.23,,2,0.19,,3,0.14,,4,0.15,,5,0.21,,6,0.27,,4,4,8.0,8.0,2.0,7.0
202601022109,2026-01-02,21,09R,,,,逃　げ,1,出畑　　孝典,"1'53""4",2,國崎　　良春,"1'55""5",5,小川　日紀太,"1'59""2",3,上原　健次郎,"2'01""5",4,浦野　　　海,,,,,1,0.17,,2,0.19,,3,0.17,,4,0.11,,5,0.12,,6,0.13,,1,8,8.0,8.0,2.0,7.0
202601022110,2026-01-02,21,10R,,,,逃　げ,1,羽野　　直也,"1'48""0",3,原田　才一郎,"1'49""1",4,安河内鈴之介,"1'50""6",2,竹井　　貴史,"1'51""7",5,三苫　　晃幸,,6,西川　　拓利,,1,0.15,,2,0.14,,3,0.13,,4,0.11,,5,0.12,,6,0.06,,4,8,7.0,7.0,1.0,7.0
