レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202605310101,2026-05-31,01,1R,daily,68.87,23.57,42.66,9.32,40.75,4.54,50.0,9.74,50.0,5.37,50.0,1.28,53.82,51.12,17.5,44.62,9.75,32.88,3.67,50.0,9.74,50.0,5.37,50.0,1.28,47.3,50.98,17.45,52.46,11.46,37.75,4.21,50.0,9.74,50.0,5.37,50.0,1.28,49.51,47.58,16.29,50.5,11.03,55.4,6.17,50.0,9.74,50.0,5.37,50.0,1.28,49.88,45.87,15.7,32.85,7.18,16.8,1.87,50.0,9.74,50.0,5.37,50.0,1.28,41.14,35.02,11.99,52.46,11.46,36.23,4.04,50.0,9.74,50.0,5.37,50.0,1.28,43.88
202605310101,2026-05-31,01,1R,realtime,68.87,23.57,42.66,9.32,40.75,4.54,63.75,12.41,13.08,1.41,49.85,1.28,52.53,51.12,17.5,44.62,9.75,32.88,3.67,52.51,10.23,52.16,5.61,49.85,1.28,48.02,50.98,17.45,52.46,11.46,37.75,4.21,46.96,9.14,31.8,3.42,49.85,1.28,46.96,47.58,16.29,50.5,11.03,55.4,6.17,45.21,8.8,69.47,7.47,49.85,1.28,51.04,35.02,11.99,32.85,7.18,16.8,1.87,29.92,5.83,76.27,8.2,16.34,0.42,35.48,45.87,15.7,52.46,11.46,36.23,4.04,61.67,12.01,57.02,6.13,83.35,2.13,51.47
202605310102,2026-05-31,01,2R,daily,68.87,23.57,48.54,10.61,29.27,3.26,50.0,9.74,50.0,5.37,50.0,1.28,53.83,51.12,17.5,54.42,11.89,48.25,5.38,50.0,9.74,50.0,5.37,50.0,1.28,51.16,50.98,17.45,48.54,10.61,46.59,5.19,50.0,9.74,50.0,5.37,50.0,1.28,49.64,47.58,16.29,48.54,10.61,51.54,5.74,50.0,9.74,50.0,5.37,50.0,1.28,49.03,45.87,15.7,32.85,7.18,41.46,4.62,50.0,9.74,50.0,5.37,50.0,1.28,43.89,35.02,11.99,44.62,9.75,43.2,4.81,50.0,9.74,50.0,5.37,50.0,1.28,42.94
202605310102,2026-05-31,01,2R,realtime,68.87,23.57,48.54,10.61,29.27,3.26,62.95,12.26,13.08,1.41,49.85,1.28,52.38,51.12,17.5,54.42,11.89,48.25,5.38,40.15,7.82,52.16,5.61,49.85,1.28,49.47,50.98,17.45,48.54,10.61,46.59,5.19,63.41,12.35,31.8,3.42,49.85,1.28,50.29,45.87,15.7,48.54,10.61,51.54,5.74,54.08,10.53,57.02,6.13,44.56,1.14,49.85,35.02,11.99,32.85,7.18,41.46,4.62,52.2,10.17,76.27,8.2,16.34,0.42,42.57,47.58,16.29,44.62,9.75,43.2,4.81,27.25,5.31,69.47,7.47,88.64,2.27,45.89
202605310103,2026-05-31,01,3R,daily,68.87,23.57,44.62,9.75,24.59,2.74,50.0,9.74,50.0,5.37,50.0,1.28,52.45,51.12,17.5,46.58,10.18,51.92,5.79,50.0,9.74,50.0,5.37,50.0,1.28,49.85,50.98,17.45,44.62,9.75,65.05,7.25,50.0,9.74,50.0,5.37,50.0,1.28,50.84,47.58,16.29,50.5,11.03,62.06,6.92,50.0,9.74,50.0,5.37,50.0,1.28,50.63,45.87,15.7,46.58,10.18,48.53,5.41,50.0,9.74,50.0,5.37,50.0,1.28,47.68,35.02,11.99,48.54,10.61,49.03,5.46,50.0,9.74,50.0,5.37,50.0,1.28,44.45
202605310103,2026-05-31,01,3R,realtime,68.87,23.57,44.62,9.75,24.59,2.74,72.1,14.04,13.08,1.41,49.85,1.28,52.78,51.12,17.5,46.58,10.18,51.92,5.79,48.24,9.39,52.16,5.61,49.85,1.28,49.74,50.98,17.45,44.62,9.75,65.05,7.25,39.35,7.66,31.8,3.42,49.85,1.28,46.8,47.58,16.29,50.5,11.03,62.06,6.92,58.13,11.32,69.47,7.47,49.85,1.28,54.3,45.87,15.7,46.58,10.18,48.53,5.41,33.77,6.58,57.02,6.13,49.85,1.28,45.27,35.02,11.99,48.54,10.61,49.03,5.46,48.42,9.43,76.27,8.2,49.85,1.28,46.96
202605310104,2026-05-31,01,4R,daily,68.87,23.57,46.58,10.18,61.18,6.82,50.0,9.74,50.0,5.37,50.0,1.28,56.95,51.12,17.5,74.03,16.18,51.08,5.69,50.0,9.74,50.0,5.37,50.0,1.28,55.76,50.98,17.45,48.54,10.61,28.93,3.22,50.0,9.74,50.0,5.37,50.0,1.28,47.67,47.58,16.29,50.5,11.03,43.4,4.84,50.0,9.74,50.0,5.37,50.0,1.28,48.55,45.87,15.7,36.77,8.04,52.21,5.82,50.0,9.74,50.0,5.37,50.0,1.28,45.94,35.02,11.99,44.62,9.75,33.7,3.76,50.0,9.74,50.0,5.37,50.0,1.28,41.88
202605310104,2026-05-31,01,4R,realtime,68.87,23.57,46.58,10.18,61.18,6.82,63.52,12.37,14.22,1.53,49.85,1.28,55.74,51.12,17.5,74.03,16.18,51.08,5.69,48.34,9.41,50.95,5.48,49.85,1.28,55.53,50.98,17.45,48.54,10.61,28.93,3.22,56.74,11.05,32.72,3.52,49.85,1.28,47.12,47.58,16.29,50.5,11.03,43.4,4.84,44.52,8.67,67.98,7.31,49.85,1.28,49.41,45.87,15.7,36.77,8.04,52.21,5.82,38.93,7.58,56.84,6.11,49.85,1.28,44.52,35.02,11.99,44.62,9.75,33.7,3.76,47.98,9.34,77.1,8.29,49.85,1.28,44.4
202605310105,2026-05-31,01,5R,daily,68.87,23.57,48.54,10.61,45.06,5.02,50.0,9.74,50.0,5.37,50.0,1.28,55.59,51.12,17.5,52.46,11.46,41.0,4.57,50.0,9.74,50.0,5.37,50.0,1.28,49.92,50.98,17.45,48.54,10.61,53.86,6.0,50.0,9.74,50.0,5.37,50.0,1.28,50.45,47.58,16.29,38.73,8.46,44.57,4.97,50.0,9.74,50.0,5.37,50.0,1.28,46.11,45.87,15.7,44.62,9.75,65.67,7.32,50.0,9.74,50.0,5.37,50.0,1.28,49.16,35.02,11.99,50.5,11.03,43.13,4.81,50.0,9.74,50.0,5.37,50.0,1.28,44.22
202605310105,2026-05-31,01,5R,realtime,68.87,23.57,48.54,10.61,45.06,5.02,66.77,13.0,14.22,1.53,49.85,1.28,55.0,51.12,17.5,52.46,11.46,41.0,4.57,57.32,11.16,50.95,5.48,49.85,1.28,51.44,50.98,17.45,48.54,10.61,53.86,6.0,52.63,10.25,32.72,3.52,49.85,1.28,49.1,35.02,11.99,38.73,8.46,44.57,4.97,37.26,7.26,77.1,8.29,11.05,0.28,41.24,47.58,16.29,44.62,9.75,65.67,7.32,44.19,8.61,67.98,7.31,55.14,1.41,50.68,45.87,15.7,50.5,11.03,43.13,4.81,41.83,8.15,56.84,6.11,83.35,2.13,47.93
