レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202512240201,2025-12-24,02,01R,,backfill-from-daily,1,0.02,2,0.09,3,0.17,4,0.15,5,0.19,6,0.12
202512240202,2025-12-24,02,02R,,backfill-from-daily,1,0.02,2,0.08,3,0.33,4,0.17,5,0.09,6,0.06
202512240203,2025-12-24,02,03R,,backfill-from-daily,1,0.22,2,0.17,3,0.06,4,0.17,5,0.04,6,0.06
202512240204,2025-12-24,02,04R,,backfill-from-daily,1,0.05,2,0.05,3,0.02,4,0.05,5,-0.02,6,-0.03
202512240205,2025-12-24,02,05R,,backfill-from-daily,1,0.08,2,0.15,3,0.22,4,0.08,6,0.14,5,0.0
202512240206,2025-12-24,02,06R,,backfill-from-daily,1,0.01,2,0.06,3,0.01,4,0.29,5,0.22,6,0.18
202512240207,2025-12-24,02,07R,,backfill-from-daily,1,-0.02,2,-0.01,3,0.01,4,0.12,5,0.11,6,0.14
202512240208,2025-12-24,02,08R,,backfill-from-daily,1,0.09,2,0.14,3,0.12,4,0.16,6,-0.04,5,0.01
202512240209,2025-12-24,02,09R,,backfill-from-daily,1,0.01,2,0.12,3,-0.05,4,0.06,5,0.02,6,0.32
202512240210,2025-12-24,02,10R,,backfill-from-daily,1,0.02,2,0.07,3,0.06,4,0.03,5,0.07,6,-0.06
202512240211,2025-12-24,02,11R,,backfill-from-daily,1,-0.03,2,0.03,3,-0.04,4,0.14,5,0.07,6,0.01
202512240212,2025-12-24,02,12R,,backfill-from-daily,1,-0.02,2,-0.13,3,0.26,4,0.03,5,0.16,6,0.08
202512240601,2025-12-24,06,01R,,backfill-from-daily,1,0.27,2,0.06,3,0.04,4,0.07,5,0.05,6,0.15
202512240602,2025-12-24,06,02R,,backfill-from-daily,1,0.08,2,0.01,3,0.05,4,-0.06,5,0.11,6,-0.03
202512240603,2025-12-24,06,03R,,backfill-from-daily,1,0.08,2,0.16,3,0.08,4,0.19,5,0.1,6,0.09
