レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202512050201,2025-12-05,02,01R,,backfill-from-daily,1,0.05,2,0.04,3,0.12,4,0.08,6,0.19,5,0.04
202512050202,2025-12-05,02,02R,,backfill-from-daily,1,-0.02,2,-0.02,3,0.11,4,0.04,6,0.06,5,-0.02
202512050203,2025-12-05,02,03R,,backfill-from-daily,1,0.19,2,0.14,3,0.12,4,-0.06,5,-0.06,6,0.04
202512050204,2025-12-05,02,04R,,backfill-from-daily,2,-0.01,3,0.07,1,0.11,4,0.13,5,0.18,6,0.09
202512050205,2025-12-05,02,05R,,backfill-from-daily,1,0.08,2,0.07,3,0.13,4,0.04,5,0.08,6,0.22
202512050206,2025-12-05,02,06R,,backfill-from-daily,1,-0.02,2,-0.04,3,-0.07,4,0.01,5,0.0,6,0.18
202512050207,2025-12-05,02,07R,,backfill-from-daily,1,-0.01,2,0.07,3,-0.08,4,-0.11,5,-0.07,6,-0.02
202512050208,2025-12-05,02,08R,,backfill-from-daily,1,0.08,2,0.06,3,0.02,4,0.15,5,0.03,6,0.13
202512050209,2025-12-05,02,09R,,backfill-from-daily,1,0.03,2,0.18,3,-0.02,4,0.03,5,0.12,6,0.11
202512050210,2025-12-05,02,10R,,backfill-from-daily,1,0.01,2,-0.05,3,0.05,4,0.11,5,-0.06,6,-0.02
202512050211,2025-12-05,02,11R,,backfill-from-daily,1,0.06,2,-0.03,3,0.12,4,0.11,5,-0.04,6,0.03
202512050212,2025-12-05,02,12R,,backfill-from-daily,1,0.06,2,-0.04,3,-0.09,4,-0.04,6,-0.06,5,0.01
202512050701,2025-12-05,07,01R,,backfill-from-daily,1,-0.07,2,-0.04,3,-0.13,4,-0.07,5,-0.11,6,0.18
202512050702,2025-12-05,07,02R,,backfill-from-daily,1,0.04,2,-0.03,3,0.06,4,0.16,5,0.01,6,0.03
202512050703,2025-12-05,07,03R,,backfill-from-daily,1,0.25,2,0.2,3,0.16,4,0.14,5,0.08,6,-0.05
202512050704,2025-12-05,07,04R,,backfill-from-daily,1,0.09,2,0.32,3,0.2,4,0.04,6,0.02,5,0.03
