レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202512170101,2025-12-17,01,01R,,backfill-from-daily,1,-0.08,3,-0.02,4,-0.1,2,-0.04,5,-0.02,6,-0.09
202512170102,2025-12-17,01,02R,,backfill-from-daily,1,0.07,2,0.27,3,-0.02,4,0.0,5,-0.05,6,-0.08
202512170103,2025-12-17,01,03R,,backfill-from-daily,1,-0.09,2,-0.02,3,0.16,4,0.03,5,-0.02,6,0.0
202512170105,2025-12-17,01,05R,,backfill-from-daily,1,0.03,2,-0.13,3,0.01,4,0.01,5,0.04,6,0.02
202512170106,2025-12-17,01,06R,,backfill-from-daily,1,-0.04,2,-0.01,3,-0.03,4,-0.08,5,-0.1,6,-0.06
202512170108,2025-12-17,01,08R,,backfill-from-daily,1,-0.03,2,0.01,3,0.09,4,0.08,5,0.05,6,0.18
202512170109,2025-12-17,01,09R,,backfill-from-daily,1,0.04,2,0.22,3,0.04,4,0.11,5,0.03,6,0.21
202512170110,2025-12-17,01,10R,,backfill-from-daily,1,0.03,3,0.07,4,0.02,5,0.07,2,-0.01,6,0.11
202512170111,2025-12-17,01,11R,,backfill-from-daily,1,0.15,2,0.04,3,0.15,4,-0.06,5,-0.06,6,-0.03
202512170112,2025-12-17,01,12R,,backfill-from-daily,1,0.06,2,-0.03,3,0.01,4,0.06,5,-0.01,6,-0.04
202512170301,2025-12-17,03,01R,,backfill-from-daily,1,0.04,2,0.07,3,-0.01,4,0.06,5,0.04,6,0.16
202512170302,2025-12-17,03,02R,,backfill-from-daily,1,0.14,2,0.24,3,0.42,4,0.26,5,0.2,6,0.1
202512170303,2025-12-17,03,03R,,backfill-from-daily,1,0.18,2,0.07,3,0.11,4,0.19,5,0.09,6,-0.02
202512170304,2025-12-17,03,04R,,backfill-from-daily,1,0.33,2,0.19,3,0.09,4,0.11,5,0.29,6,0.25
202512170305,2025-12-17,03,05R,,backfill-from-daily,1,0.22,2,0.13,3,0.12,4,0.18,5,0.19,6,0.05
202512170306,2025-12-17,03,06R,,backfill-from-daily,1,-0.01,2,0.02,3,0.09,4,-0.15,5,0.15,6,0.06
