レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202512020201,2025-12-02,02,01R,,backfill-from-daily,1,0.01,2,-0.01,3,0.01,4,0.06,5,0.04,6,0.19
202512020202,2025-12-02,02,02R,,backfill-from-daily,1,-0.01,2,0.01,3,-0.06,4,-0.02,5,-0.07,6,-0.1
202512020203,2025-12-02,02,03R,,backfill-from-daily,1,-0.05,3,0.06,4,-0.01,5,-0.01,2,0.01,6,-0.08
202512020204,2025-12-02,02,04R,,backfill-from-daily,1,0.08,2,0.04,3,0.13,4,0.12,5,0.09,6,0.15
202512020205,2025-12-02,02,05R,,backfill-from-daily,2,0.11,1,0.21,3,0.04,4,0.12,5,0.19,6,0.39
202512020206,2025-12-02,02,06R,,backfill-from-daily,1,0.16,2,0.08,3,0.12,4,0.19,5,0.11,6,0.32
202512020207,2025-12-02,02,07R,,backfill-from-daily,1,0.07,2,0.05,3,0.06,4,0.19,5,0.09,6,0.19
202512020208,2025-12-02,02,08R,,backfill-from-daily,1,-0.03,2,0.09,3,0.14,4,0.06,5,0.13,6,0.12
202512020209,2025-12-02,02,09R,,backfill-from-daily,1,0.19,2,0.05,3,0.08,4,0.09,5,0.24,6,0.17
202512020210,2025-12-02,02,10R,,backfill-from-daily,1,0.14,2,-0.01,3,0.04,4,0.09,5,0.12,6,0.01
202512020211,2025-12-02,02,11R,,backfill-from-daily,1,-0.02,2,0.07,3,0.11,4,0.04,5,0.04,6,-0.03
202512020212,2025-12-02,02,12R,,backfill-from-daily,1,0.01,2,0.03,3,0.06,4,0.08,5,0.04,6,0.24
202512020501,2025-12-02,05,01R,,backfill-from-daily,1,0.12,2,0.18,3,0.21,4,0.04,5,-0.04,6,0.13
202512020502,2025-12-02,05,02R,,backfill-from-daily,1,-0.01,2,-0.13,3,-0.06,4,-0.06,5,0.09,6,0.03
202512020503,2025-12-02,05,03R,,backfill-from-daily,1,0.15,2,0.09,3,-0.02,4,0.09,5,0.16,6,0.09
202512020504,2025-12-02,05,04R,,backfill-from-daily,1,-0.08,2,0.04,3,0.11,4,0.01,5,0.08,6,0.09
202512020505,2025-12-02,05,05R,,backfill-from-daily,1,-0.03,2,0.03,3,0.06,4,0.13,5,-0.06,6,0.08
202512020506,2025-12-02,05,06R,,backfill-from-daily,1,-0.02,2,0.02,3,-0.01,4,0.01,5,0.07,6,-0.01
202512020507,2025-12-02,05,07R,,backfill-from-daily,1,0.14,2,0.15,3,0.15,4,-0.01,6,0.03,5,0.03
202512020508,2025-12-02,05,08R,,backfill-from-daily,1,0.17,2,0.08,3,0.13,4,0.15,5,0.14,6,0.19
