レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202512290101,2025-12-29,01,01R,,backfill-from-daily,1,-0.04,2,0.12,3,0.12,4,0.19,5,0.01,6,-0.05
202512290102,2025-12-29,01,02R,,backfill-from-daily,1,0.16,2,0.12,6,0.05,3,0.05,4,0.08,5,0.01
202512290103,2025-12-29,01,03R,,backfill-from-daily,1,0.06,2,0.08,3,0.09,4,0.06,5,0.26,6,0.04
202512290104,2025-12-29,01,04R,,backfill-from-daily,1,0.0,2,-0.04,3,0.04,4,0.07,5,0.02,6,0.4
202512290106,2025-12-29,01,06R,,backfill-from-daily,1,0.13,2,-0.05,3,-0.08,4,-0.11,5,-0.07,6,0.16
202512290107,2025-12-29,01,07R,,backfill-from-daily,1,0.04,2,0.12,3,0.08,6,0.05,4,-0.01,5,0.17
202512290108,2025-12-29,01,08R,,backfill-from-daily,1,0.04,2,-0.01,3,-0.06,4,-0.01,5,-0.04,6,-0.03
202512290109,2025-12-29,01,09R,,backfill-from-daily,1,0.16,2,-0.04,3,0.03,4,0.06,5,0.07,6,0.13
202512290111,2025-12-29,01,11R,,backfill-from-daily,1,0.05,2,0.09,3,-0.08,4,0.02,5,-0.04,6,-0.08
202512290112,2025-12-29,01,12R,,backfill-from-daily,,,2,0.32,1,0.08,3,0.04,4,0.45,5,0.23
202512290201,2025-12-29,02,01R,,backfill-from-daily,1,0.03,2,-0.01,3,0.07,4,0.17,5,0.09,6,0.09
202512290202,2025-12-29,02,02R,,backfill-from-daily,1,-0.04,2,-0.01,3,0.01,4,-0.02,5,0.05,6,0.07
202512290203,2025-12-29,02,03R,,backfill-from-daily,1,0.14,2,0.29,3,-0.01,4,-0.07,5,-0.02,6,-0.06
202512290204,2025-12-29,02,04R,,backfill-from-daily,1,0.04,2,0.09,3,0.13,4,0.06,5,0.05,6,0.05
202512290205,2025-12-29,02,05R,,backfill-from-daily,1,0.05,2,0.04,3,0.09,4,0.15,5,0.12,6,0.19
202512290206,2025-12-29,02,06R,,backfill-from-daily,1,0.07,2,0.21,3,0.26,4,0.26,5,0.29,6,0.31
202512290207,2025-12-29,02,07R,,backfill-from-daily,1,0.06,2,0.19,3,0.22,4,0.09,5,0.15,6,0.17
202512290208,2025-12-29,02,08R,,backfill-from-daily,1,0.07,2,0.15,3,0.09,4,-0.01,6,-0.03,5,0.01
202512290209,2025-12-29,02,09R,,backfill-from-daily,1,0.18,2,0.14,3,-0.01,4,-0.07,5,-0.02,6,0.01
202512290210,2025-12-29,02,10R,,backfill-from-daily,1,0.13,2,0.05,3,0.07,4,0.07,5,0.24,6,0.02
202512290211,2025-12-29,02,11R,,backfill-from-daily,1,0.22,2,0.18,3,0.11,4,-0.05,5,-0.04,6,0.06
202512290212,2025-12-29,02,12R,,backfill-from-daily,1,-0.01,2,-0.02,3,0.02,4,0.18,5,0.22,6,0.09
202512290301,2025-12-29,03,01R,,backfill-from-daily,1,-0.01,2,-0.1,3,-0.05,4,-0.08,5,-0.15,6,-0.1
202512290302,2025-12-29,03,02R,,backfill-from-daily,1,0.09,2,0.04,3,0.09,4,0.02,5,-0.02,6,0.01
202512290303,2025-12-29,03,03R,,backfill-from-daily,1,0.18,2,0.22,3,0.15,4,0.23,5,0.06,6,0.04
202512290304,2025-12-29,03,04R,,backfill-from-daily,1,0.36,2,0.24,3,0.15,4,0.25,5,0.11,6,-0.02
202512290305,2025-12-29,03,05R,,backfill-from-daily,1,0.31,2,0.13,3,0.11,4,0.02,5,0.06,6,0.17
202512290306,2025-12-29,03,06R,,backfill-from-daily,1,0.21,2,0.16,3,0.12,4,0.22,5,0.36,6,0.41
202512290307,2025-12-29,03,07R,,backfill-from-daily,1,0.18,2,-0.01,3,-0.11,4,0.02,5,0.08,6,-0.02
202512290308,2025-12-29,03,08R,,backfill-from-daily,1,0.18,2,0.17,3,0.08,4,0.04,5,0.02,6,0.09
202512290309,2025-12-29,03,09R,,backfill-from-daily,1,0.05,2,0.36,3,0.18,4,0.02,5,0.12,6,0.26
202512290310,2025-12-29,03,10R,,backfill-from-daily,1,0.08,2,0.09,3,0.14,4,0.11,5,0.27,6,0.25
202512290311,2025-12-29,03,11R,,backfill-from-daily,1,-0.01,2,0.02,3,0.11,4,0.12,5,0.17,6,0.08
202512290312,2025-12-29,03,12R,,backfill-from-daily,1,0.07,2,0.05,3,0.05,4,0.02,5,-0.08,6,-0.07
202512290401,2025-12-29,04,01R,,backfill-from-daily,1,0.07,2,-0.05,3,-0.08,4,-0.04,5,-0.17,6,-0.03
202512290402,2025-12-29,04,02R,,backfill-from-daily,1,0.04,2,-0.02,3,-0.13,4,-0.09,5,-0.06,6,-0.19
202512290403,2025-12-29,04,03R,,backfill-from-daily,1,-0.04,2,-0.14,3,0.01,4,-0.03,5,-0.08,6,-0.1
202512290404,2025-12-29,04,04R,,backfill-from-daily,1,0.21,2,0.02,3,0.17,4,-0.01,5,0.02,6,0.12
202512290405,2025-12-29,04,05R,,backfill-from-daily,1,0.03,2,-0.02,3,0.17,4,-0.07,5,-0.01,6,0.09
202512290406,2025-12-29,04,06R,,backfill-from-daily,1,0.12,2,0.3,3,-0.02,6,0.04,4,-0.01,5,0.06
202512290407,2025-12-29,04,07R,,backfill-from-daily,1,-0.11,2,0.01,3,-0.06,4,-0.03,6,-0.01,5,-0.04
202512290408,2025-12-29,04,08R,,backfill-from-daily,1,-0.01,2,0.01,3,0.08,4,0.0,6,0.2,5,0.14
202512290409,2025-12-29,04,09R,,backfill-from-daily,1,-0.16,2,0.18,3,-0.04,4,0.09,5,-0.05,6,0.19
202512290410,2025-12-29,04,10R,,backfill-from-daily,1,0.01,2,-0.05,3,-0.07,4,0.03,5,0.22,6,-0.04
202512290411,2025-12-29,04,11R,,backfill-from-daily,1,-0.02,2,0.04,3,0.13,6,-0.06,4,0.07,5,-0.04
202512290412,2025-12-29,04,12R,,backfill-from-daily,1,0.1,2,0.01,3,0.05,4,0.17,5,0.13,6,0.02
202512290501,2025-12-29,05,01R,,backfill-from-daily,1,0.17,2,0.23,3,0.18,4,0.05,5,0.02,6,0.18
202512290502,2025-12-29,05,02R,,backfill-from-daily,1,-0.01,2,0.05,3,0.06,4,0.12,5,0.17,6,0.04
202512290503,2025-12-29,05,03R,,backfill-from-daily,1,0.16,2,0.19,3,0.12,4,0.03,5,-0.01,6,-0.01
202512290504,2025-12-29,05,04R,,backfill-from-daily,1,-0.03,2,-0.06,3,-0.09,4,-0.01,5,-0.12,6,-0.07
202512290505,2025-12-29,05,05R,,backfill-from-daily,1,0.19,2,0.35,3,0.04,4,0.09,5,0.08,6,0.16
202512290506,2025-12-29,05,06R,,backfill-from-daily,1,0.12,2,0.08,3,0.11,4,0.05,5,0.01,6,-0.02
202512290507,2025-12-29,05,07R,,backfill-from-daily,1,0.21,3,0.09,4,-0.02,6,0.19,5,0.11,2,0.0
