レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202602130401,2026-02-13,04,01R,,backfill-from-daily,,0.0,1,3.0,1,10.0,12.0
202602130402,2026-02-13,04,02R,,backfill-from-daily,,2.0,1,3.0,2,9.0,12.0
202602130403,2026-02-13,04,03R,,backfill-from-daily,,1.0,1,3.0,2,9.0,12.0
202602130404,2026-02-13,04,04R,,backfill-from-daily,,1.0,1,3.0,2,9.0,12.0
202602130405,2026-02-13,04,05R,,backfill-from-daily,,2.0,1,3.0,2,9.0,12.0
202602130406,2026-02-13,04,06R,,backfill-from-daily,,2.0,1,3.0,1,9.0,12.0
202602130407,2026-02-13,04,07R,,backfill-from-daily,,1.0,1,3.0,1,10.0,12.0
202602130408,2026-02-13,04,08R,,backfill-from-daily,,3.0,3,3.0,1,10.0,12.0
202602130409,2026-02-13,04,09R,,backfill-from-daily,,3.0,5,3.0,1,10.0,12.0
202602130410,2026-02-13,04,10R,,backfill-from-daily,,2.0,5,3.0,1,10.0,12.0
202602130411,2026-02-13,04,11R,,backfill-from-daily,,1.0,5,3.0,1,10.0,12.0
202602130412,2026-02-13,04,12R,,backfill-from-daily,,1.0,1,3.0,1,10.0,12.0
202602130601,2026-02-13,06,01R,,backfill-from-daily,,3.0,3,1.0,1,12.0,8.0
202602130602,2026-02-13,06,02R,,backfill-from-daily,,2.0,1,1.0,1,10.0,8.0
202602130603,2026-02-13,06,03R,,backfill-from-daily,,2.0,1,1.0,1,10.0,8.0
202602130604,2026-02-13,06,04R,,backfill-from-daily,,2.0,1,1.0,1,11.0,8.0
202602130605,2026-02-13,06,05R,,backfill-from-daily,,3.0,1,1.0,1,11.0,8.0
202602130606,2026-02-13,06,06R,,backfill-from-daily,,3.0,1,2.0,1,11.0,8.0
202602130607,2026-02-13,06,07R,,backfill-from-daily,,3.0,1,2.0,1,11.0,8.0
202602130608,2026-02-13,06,08R,,backfill-from-daily,,3.0,1,1.0,1,11.0,8.0
202602130609,2026-02-13,06,09R,,backfill-from-daily,,3.0,1,1.0,1,11.0,8.0
202602130610,2026-02-13,06,10R,,backfill-from-daily,,3.0,1,1.0,1,11.0,8.0
202602130611,2026-02-13,06,11R,,backfill-from-daily,,3.0,1,1.0,1,12.0,8.0
202602130612,2026-02-13,06,12R,,backfill-from-daily,,3.0,3,1.0,1,12.0,8.0
202602130701,2026-02-13,07,01R,,backfill-from-daily,,1.0,1,0.0,1,8.0,10.0
202602130702,2026-02-13,07,02R,,backfill-from-daily,,4.0,1,2.0,1,11.0,10.0
202602130703,2026-02-13,07,03R,,backfill-from-daily,,2.0,1,1.0,1,12.0,10.0
202602130704,2026-02-13,07,04R,,backfill-from-daily,,3.0,1,1.0,1,11.0,10.0
202602130705,2026-02-13,07,05R,,backfill-from-daily,,2.0,1,1.0,1,11.0,10.0
202602130706,2026-02-13,07,06R,,backfill-from-daily,,2.0,1,1.0,1,11.0,10.0
202602130707,2026-02-13,07,07R,,backfill-from-daily,,2.0,1,1.0,1,10.0,10.0
202602130708,2026-02-13,07,08R,,backfill-from-daily,,2.0,1,1.0,1,10.0,10.0
202602130709,2026-02-13,07,09R,,backfill-from-daily,,1.0,1,0.0,1,9.0,10.0
202602130710,2026-02-13,07,10R,,backfill-from-daily,,1.0,1,0.0,1,9.0,10.0
202602130711,2026-02-13,07,11R,,backfill-from-daily,,1.0,1,0.0,1,9.0,10.0
202602130712,2026-02-13,07,12R,,backfill-from-daily,,1.0,1,0.0,1,8.0,10.0
202602131101,2026-02-13,11,01R,,backfill-from-daily,,1.0,7,1.0,1,8.0,6.0
202602131102,2026-02-13,11,02R,,backfill-from-daily,,5.0,1,4.0,1,7.0,6.0
202602131103,2026-02-13,11,03R,,backfill-from-daily,,4.0,1,4.0,1,7.0,6.0
202602131104,2026-02-13,11,04R,,backfill-from-daily,,2.0,1,2.0,1,8.0,6.0
202602131105,2026-02-13,11,05R,,backfill-from-daily,,2.0,1,2.0,1,9.0,6.0
202602131106,2026-02-13,11,06R,,backfill-from-daily,,2.0,1,2.0,1,9.0,6.0
202602131107,2026-02-13,11,07R,,backfill-from-daily,,2.0,1,2.0,1,10.0,6.0
202602131108,2026-02-13,11,08R,,backfill-from-daily,,3.0,1,2.0,1,10.0,6.0
202602131109,2026-02-13,11,09R,,backfill-from-daily,,3.0,1,3.0,1,10.0,6.0
202602131110,2026-02-13,11,10R,,backfill-from-daily,,3.0,1,3.0,1,9.0,6.0
202602131111,2026-02-13,11,11R,,backfill-from-daily,,3.0,1,3.0,1,9.0,6.0
202602131112,2026-02-13,11,12R,,backfill-from-daily,,3.0,1,3.0,1,9.0,6.0
202602131301,2026-02-13,13,01R,,backfill-from-daily,,3.0,1,0.0,1,11.0,6.2
202602131302,2026-02-13,13,02R,,backfill-from-daily,,0.0,1,0.0,1,11.4,5.6
202602131303,2026-02-13,13,03R,,backfill-from-daily,,2.0,1,0.0,1,10.8,5.7
202602131304,2026-02-13,13,04R,,backfill-from-daily,,1.0,8,0.0,1,11.2,5.8
202602131305,2026-02-13,13,05R,,backfill-from-daily,,3.0,1,0.0,1,10.9,5.8
202602131306,2026-02-13,13,06R,,backfill-from-daily,,5.0,1,3.0,1,11.2,5.9
202602131307,2026-02-13,13,07R,,backfill-from-daily,,6.0,1,4.0,1,11.3,6.0
202602131308,2026-02-13,13,08R,,backfill-from-daily,,2.0,1,0.0,1,10.8,6.1
202602131309,2026-02-13,13,09R,,backfill-from-daily,,6.0,1,4.0,1,11.3,6.1
202602131310,2026-02-13,13,10R,,backfill-from-daily,,4.0,1,0.0,1,11.4,6.2
202602131311,2026-02-13,13,11R,,backfill-from-daily,,4.0,1,0.0,1,11.3,6.2
202602131312,2026-02-13,13,12R,,backfill-from-daily,,3.0,1,0.0,1,11.3,6.2
202602131401,2026-02-13,14,01R,,backfill-from-daily,,4.0,5,4.0,1,10.0,8.0
202602131402,2026-02-13,14,02R,,backfill-from-daily,,1.0,3,1.0,1,8.0,8.0
202602131403,2026-02-13,14,03R,,backfill-from-daily,,2.0,3,2.0,1,9.0,8.0
202602131404,2026-02-13,14,04R,,backfill-from-daily,,3.0,5,3.0,1,9.0,8.0
202602131405,2026-02-13,14,05R,,backfill-from-daily,,1.0,5,1.0,1,10.0,8.0
202602131406,2026-02-13,14,06R,,backfill-from-daily,,2.0,3,2.0,1,10.0,8.0
202602131407,2026-02-13,14,07R,,backfill-from-daily,,2.0,5,2.0,1,10.0,8.0
202602131408,2026-02-13,14,08R,,backfill-from-daily,,4.0,3,4.0,1,10.0,8.0
202602131409,2026-02-13,14,09R,,backfill-from-daily,,2.0,5,2.0,1,10.0,8.0
202602131410,2026-02-13,14,10R,,backfill-from-daily,,1.0,5,1.0,1,10.0,8.0
202602131411,2026-02-13,14,11R,,backfill-from-daily,,1.0,5,1.0,1,10.0,8.0
202602131412,2026-02-13,14,12R,,backfill-from-daily,,3.0,5,3.0,1,10.0,8.0
202602131501,2026-02-13,15,01R,,backfill-from-daily,,2.0,3,2.0,1,9.0,10.0
202602131502,2026-02-13,15,02R,,backfill-from-daily,,3.0,,3.0,1,12.0,10.0
202602131503,2026-02-13,15,03R,,backfill-from-daily,,3.0,,3.0,1,12.0,10.0
202602131504,2026-02-13,15,04R,,backfill-from-daily,,3.0,,3.0,1,13.0,10.0
202602131505,2026-02-13,15,05R,,backfill-from-daily,,3.0,,3.0,1,13.0,10.0
202602131506,2026-02-13,15,06R,,backfill-from-daily,,2.0,7,2.0,1,13.0,10.0
202602131507,2026-02-13,15,07R,,backfill-from-daily,,2.0,7,2.0,1,12.0,10.0
202602131508,2026-02-13,15,08R,,backfill-from-daily,,1.0,,1.0,1,11.0,10.0
202602131509,2026-02-13,15,09R,,backfill-from-daily,,1.0,7,1.0,1,11.0,10.0
202602131510,2026-02-13,15,10R,,backfill-from-daily,,1.0,7,1.0,1,11.0,10.0
202602131511,2026-02-13,15,11R,,backfill-from-daily,,1.0,7,1.0,1,10.0,10.0
202602131512,2026-02-13,15,12R,,backfill-from-daily,,2.0,5,2.0,1,9.0,10.0
202602131701,2026-02-13,17,01R,,backfill-from-daily,,2.0,,2.0,1,11.0,10.0
