レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202103272201,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,01R,一般,1800,晴,南東,4,4,逃げ,1,130,1,100,2,120,1-2,280,1,1-2,210,1,1-2,150,1,1-5,280,5,2-5,440,7,1-2-5,1700,6,1-2-5,840,4,1,1,4848,仲 谷 颯 仁,72,154,6.85,1,0.11,109.5,2,2,4545,岡 村 慶 太,71,152,6.81,2,0.11,110.8,3,5,4352,下 條 雄太郎,49,101,6.87,5,0.15,112.5,4,4,3997,北 村 征 嗣,61,150,6.84,4,0.15,113.3,5,6,4524,深 谷 知 博,12,170,6.88,6,0.18,114.2,6,3,3779,原 田 幸 哉,32,135,6.86,3,0.11,115.0
202103272202,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,02R,一般,1800,晴,南,3,3,逃げ,1,120,1,100,2,100,1-2,350,1,1-2,260,1,1-2,160,2,1-4,140,1,2-4,220,4,1-2-4,810,1,1-2-4,320,1,1,1,4397,西 村 拓 也,40,130,6.83,1,0.16,108.4,2,2,4445,宮 地 元 輝,64,142,6.76,2,0.12,110.5,3,4,4418,茅 原 悠 紀,58,167,6.82,4,0.21,111.2,4,3,3854,吉 川 元 浩,45,174,6.87,3,0.14,112.0,5,6,4808,松 尾 拓,24,155,6.93,6,0.16,114.3,6,5,4450,平 高 奈 菜,18,163,6.83,5,0.17,118.3
202103272203,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,03R,一般,1800,晴,南,3,3,差し,4,560,4,180,6,490,4-6,3880,14,4-6,2620,9,4-6,560,8,1-4,190,2,1-6,610,10,4-6-1,13170,43,1-4-6,1110,4,1,4,4320,峰 竜 太,42,165,6.87,4,0.11,108.7,2,6,3897,白 井 英 治,36,124,6.88,6,0.09,110.1,3,1,3415,松 井 繁,48,171,6.83,1,0.18,111.7,4,3,4357,田 中 和 也,63,103,6.82,3,0.07,112.8,5,5,4108,吉 村 正 明,30,104,6.88,5,0.08,112.9,6,2,4686,丸 野 一 樹,68,143,6.84,2,0.11,114.4
202103272204,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,04R,一般,1800,晴,南,2,2,差し,2,600,2,190,1,120,2-1,1250,5,1-2,330,2,1-2,170,2,2-4,300,6,1-4,180,3,2-1-4,3540,12,1-2-4,480,3,1,2,4586,磯 部 誠,60,111,6.86,2,0.17,109.5,2,1,4308,河 村 了,22,131,6.89,1,0.17,111.0,3,4,4503,上 野 真之介,15,162,6.88,4,0.18,112.8,4,5,4266,長 田 頼 宗,13,159,6.87,5,0.16,113.0,5,3,4296,岡 崎 恭 裕,39,141,6.85,3,0.15,114.1,6,6,4387,平 山 智 加,66,108,6.91,6,0.19,115.2
202103272205,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,05R,一般,1800,晴,南,4,4,差し,3,910,3,210,1,100,3-1,2090,7,1-3,330,2,1-3,210,4,3-4,470,9,1-4,190,2,3-1-4,9570,25,1-3-4,780,5,1,3,4352,下 條 雄太郎,49,101,6.84,3,0.08,109.4,2,1,4024,井 口 佳 典,75,157,6.85,1,0.12,110.8,3,4,3996,秋 山 直 之,35,149,6.94,4,0.15,112.1,4,6,3783,瓜 生 正 義,67,113,6.84,6,0.25,113.1,5,5,4545,岡 村 慶 太,71,152,6.84,5,0.15,113.8,6,2,4459,片 岡 雅 裕,41,132,6.93,2,0.07,113.9
202103272206,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,06R,一般,1800,晴,南,4,4,逃げ,1,120,1,100,2,140,1-2,440,3,1-2,350,3,1-2,260,4,1-6,480,8,2-6,1090,14,1-2-6,5230,19,1-2-6,2700,9,1,1,4371,西 山 貴 浩,31,117,6.99,1,0.14,110.6,2,2,4808,松 尾 拓,24,155,7.01,2,0.17,111.8,3,6,3854,吉 川 元 浩,45,174,7.0,6,0.16,112.2,4,3,3997,北 村 征 嗣,61,150,6.95,3,0.17,113.7,5,5,4337,平 本 真 之,73,116,6.99,5,0.18,114.1,6,4,4848,仲 谷 颯 仁,72,154,6.96,4,0.27,114.2
202103272207,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,07R,一般,1800,晴,南,3,3,逃げ,1,110,1,100,3,180,1-3,360,2,1-3,250,1,1-3,130,1,1-2,140,2,2-3,260,4,1-3-2,1200,4,1-2-3,440,1,1,1,4418,茅 原 悠 紀,58,167,6.99,1,0.12,108.8,2,3,4108,吉 村 正 明,30,104,7.08,3,0.11,110.6,3,2,4524,深 谷 知 博,12,170,6.98,2,0.12,111.2,4,5,4445,宮 地 元 輝,64,142,6.97,5,0.18,112.6,5,4,3415,松 井 繁,48,171,6.99,4,0.24,114.0,6,6,3779,原 田 幸 哉,32,135,6.98,6,0.18,114.9
202103272208,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,08R,一般,1800,晴,南,4,4,,3,250,3,120,4,380,3-4,1980,9,3-4,1570,6,3-4,340,6,1-3,180,2,1-4,240,4,3-4-1,6170,25,1-3-4,650,3,1,3,3897,白 井 英 治,36,126,7.02,3,0.17,109.5,2,4,4686,丸 野 一 樹,68,143,7.06,4,0.11,110.3,3,1,3996,秋 山 直 之,35,149,6.99,1,0.17,111.8,4,2,4266,長 田 頼 宗,13,159,6.96,2,0.15,112.0,5,5,4397,西 村 拓 也,40,130,6.94,5,0.19,113.5,6,6,4586,磯 部 誠,60,111,6.94,6,0.19,114.6
202103272209,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,09R,一般,1800,晴,南,4,4,差し,6,1570,6,630,1,100,6-1,9960,18,1-6,1370,5,1-6,290,4,2-6,1010,13,1-2,260,3,6-1-2,66680,81,1-2-6,1900,9,1,6,4296,岡 崎 恭 裕,39,141,6.96,6,0.18,108.9,2,1,4320,峰 竜 太,42,165,6.91,1,0.21,109.3,3,2,4450,平 高 奈 菜,18,163,6.95,2,0.2,112.0,4,5,4459,片 岡 雅 裕,41,132,6.93,5,0.25,113.3,5,4,4357,田 中 和 也,63,103,6.94,4,0.17,114.2,6,3,3783,瓜 生 正 義,67,113,6.92,3,0.23,118.0
202103272210,第５６回ボートレースクラシック,第5日,2021/03/27,福岡,10R,準優勝戦,1800,晴,南,3,3,逃げ,1,130,1,100,4,110,1-4,440,2,1-4,400,3,1-4,160,2,1-2,150,1,2-4,220,4,1-4-2,1170,3,1-2-4,370,1,1,1,4477,篠 崎 仁 志,14,125,6.95,1,0.05,109.6,2,4,4238,毒 島 誠,23,123,6.96,4,0.11,110.2,3,2,4682,大 上 卓 人,52,115,6.92,2,0.07,111.3,4,6,4052,興 津 藍,62,161,7.0,6,0.18,111.7,5,3,3744,徳 増 秀 樹,70,136,6.94,3,0.09,113.7,6,5,4444,桐 生 順 平,38,164,6.99,5,0.19,115.6
