レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608260101,2026-08-26,01,桐生,1R,第７２回ボートレースメモリアル,２日目,SG,N,予選,14:57,
202608260102,2026-08-26,01,桐生,2R,第７２回ボートレースメモリアル,２日目,SG,N,予選,15:25,
202608260103,2026-08-26,01,桐生,3R,第７２回ボートレースメモリアル,２日目,SG,N,予選,15:54,
202608260104,2026-08-26,01,桐生,4R,第７２回ボートレースメモリアル,２日目,SG,N,予選,16:23,
202608260105,2026-08-26,01,桐生,5R,第７２回ボートレースメモリアル,２日目,SG,N,予選,16:53,
202608260106,2026-08-26,01,桐生,6R,第７２回ボートレースメモリアル,２日目,SG,N,予選,17:23,
202608260107,2026-08-26,01,桐生,7R,第７２回ボートレースメモリアル,２日目,SG,N,予選,17:54,
202608260108,2026-08-26,01,桐生,8R,第７２回ボートレースメモリアル,２日目,SG,N,予選,18:25,
202608260109,2026-08-26,01,桐生,9R,第７２回ボートレースメモリアル,２日目,SG,N,予選,18:57,
202608260110,2026-08-26,01,桐生,10R,第７２回ボートレースメモリアル,２日目,SG,N,予選,19:30,
202608260111,2026-08-26,01,桐生,11R,第７２回ボートレースメモリアル,２日目,SG,N,予選,20:03,
202608260112,2026-08-26,01,桐生,12R,第７２回ボートレースメモリアル,２日目,SG,N,予選,20:40,
202608260301,2026-08-26,03,江戸川,1R,第２６回スカッとさわやか杯,最終日,IP,D,一般,11:14,
202608260302,2026-08-26,03,江戸川,2R,第２６回スカッとさわやか杯,最終日,IP,D,一般,11:41,
202608260303,2026-08-26,03,江戸川,3R,第２６回スカッとさわやか杯,最終日,IP,D,一般,12:08,
202608260304,2026-08-26,03,江戸川,4R,第２６回スカッとさわやか杯,最終日,IP,D,一般,12:35,
202608260305,2026-08-26,03,江戸川,5R,第２６回スカッとさわやか杯,最終日,IP,D,一般,13:02,
202608260306,2026-08-26,03,江戸川,6R,第２６回スカッとさわやか杯,最終日,IP,D,一般,13:29,
202608260307,2026-08-26,03,江戸川,7R,第２６回スカッとさわやか杯,最終日,IP,D,一般,13:56,
202608260308,2026-08-26,03,江戸川,8R,第２６回スカッとさわやか杯,最終日,IP,D,一般,14:24,
202608260309,2026-08-26,03,江戸川,9R,第２６回スカッとさわやか杯,最終日,IP,D,一般特選,14:52,
202608260310,2026-08-26,03,江戸川,10R,第２６回スカッとさわやか杯,最終日,IP,D,選抜戦,15:22,
