レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608150101,2026-08-15,01,桐生,1R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般,15:17,
202608150102,2026-08-15,01,桐生,2R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般,15:42,
202608150103,2026-08-15,01,桐生,3R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般,16:08,
202608150104,2026-08-15,01,桐生,4R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般,16:34,
202608150105,2026-08-15,01,桐生,5R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般,17:01,
202608150106,2026-08-15,01,桐生,6R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,ドラドキ目玉,17:25,
202608150107,2026-08-15,01,桐生,7R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,ドラドキ３,17:52,
202608150108,2026-08-15,01,桐生,8R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,ドラドキ５,18:22,
202608150109,2026-08-15,01,桐生,9R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,準優勝戦,18:52,
202608150110,2026-08-15,01,桐生,10R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,準優勝戦,19:24,
202608150111,2026-08-15,01,桐生,11R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,準優勝戦,20:02,
202608150112,2026-08-15,01,桐生,12R,第６０回報知新聞社杯　お盆レース,５日目,IP,N,一般特選,20:31,
202608150201,2026-08-15,02,戸田,1R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,10:47,
202608150202,2026-08-15,02,戸田,2R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,11:16,
202608150203,2026-08-15,02,戸田,3R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,11:45,
202608150204,2026-08-15,02,戸田,4R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,12:14,
202608150205,2026-08-15,02,戸田,5R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,ウインウイン５,12:44,
202608150206,2026-08-15,02,戸田,6R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,13:14,
202608150207,2026-08-15,02,戸田,7R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,ウインウイン７,13:45,
202608150208,2026-08-15,02,戸田,8R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,14:16,
202608150209,2026-08-15,02,戸田,9R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選,14:48,
202608150210,2026-08-15,02,戸田,10R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選特別,15:21,
202608150211,2026-08-15,02,戸田,11R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,予選特別,15:55,
202608150212,2026-08-15,02,戸田,12R,第４９回戸田ボート大賞・サンケイスポーツ杯,４日目,IP,D,記者選抜戦,16:30,
202608150301,2026-08-15,03,江戸川,1R,第４８回大江戸賞,最終日,IP,D,一般,11:14,
202608150302,2026-08-15,03,江戸川,2R,第４８回大江戸賞,最終日,IP,D,一般,11:41,
202608150303,2026-08-15,03,江戸川,3R,第４８回大江戸賞,最終日,IP,D,一般,12:08,
202608150304,2026-08-15,03,江戸川,4R,第４８回大江戸賞,最終日,IP,D,一般,12:35,
202608150305,2026-08-15,03,江戸川,5R,第４８回大江戸賞,最終日,IP,D,一般,13:02,
202608150306,2026-08-15,03,江戸川,6R,第４８回大江戸賞,最終日,IP,D,一般,13:29,
202608150307,2026-08-15,03,江戸川,7R,第４８回大江戸賞,最終日,IP,D,一般,13:56,
202608150308,2026-08-15,03,江戸川,8R,第４８回大江戸賞,最終日,IP,D,一般,14:24,
202608150309,2026-08-15,03,江戸川,9R,第４８回大江戸賞,最終日,IP,D,一般,14:52,
202608150310,2026-08-15,03,江戸川,10R,第４８回大江戸賞,最終日,IP,D,特別選抜戦,15:22,
202608150311,2026-08-15,03,江戸川,11R,第４８回大江戸賞,最終日,IP,D,特別選抜戦,15:53,
202608150312,2026-08-15,03,江戸川,12R,第４８回大江戸賞,最終日,IP,D,優勝戦,16:25,
202608150401,2026-08-15,04,平和島,1R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,11:55,
202608150402,2026-08-15,04,平和島,2R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,12:24,
202608150403,2026-08-15,04,平和島,3R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,12:54,
202608150404,2026-08-15,04,平和島,4R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,13:24,
202608150405,2026-08-15,04,平和島,5R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,13:55,
202608150406,2026-08-15,04,平和島,6R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,14:26,
202608150407,2026-08-15,04,平和島,7R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,14:58,
202608150408,2026-08-15,04,平和島,8R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,15:31,
202608150409,2026-08-15,04,平和島,9R,第６６回デイリースポーツサマーカップ,５日目,IP,S,一般,16:05,
202608150410,2026-08-15,04,平和島,10R,第６６回デイリースポーツサマーカップ,５日目,IP,S,準優勝戦,16:37,
202608150411,2026-08-15,04,平和島,11R,第６６回デイリースポーツサマーカップ,５日目,IP,S,準優勝戦,17:08,
202608150412,2026-08-15,04,平和島,12R,第６６回デイリースポーツサマーカップ,５日目,IP,S,準優勝戦,17:42,
202608150501,2026-08-15,05,多摩川,1R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,11:33,
202608150502,2026-08-15,05,多摩川,2R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,12:05,
202608150503,2026-08-15,05,多摩川,3R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,12:31,
202608150504,2026-08-15,05,多摩川,4R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,13:04,
202608150505,2026-08-15,05,多摩川,5R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,13:33,
202608150506,2026-08-15,05,多摩川,6R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,14:04,
202608150507,2026-08-15,05,多摩川,7R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,14:35,
202608150508,2026-08-15,05,多摩川,8R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,15:07,
202608150509,2026-08-15,05,多摩川,9R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,予選,15:40,
202608150510,2026-08-15,05,多摩川,10R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,新涼選抜戦,16:15,
202608150511,2026-08-15,05,多摩川,11R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,新涼選抜戦,16:47,
202608150512,2026-08-15,05,多摩川,12R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,初　日,IP,S,ドリーム１ｓｔ,17:25,
202608150601,2026-08-15,06,浜名湖,1R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,11:31,
202608150602,2026-08-15,06,浜名湖,2R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,11:58,
202608150603,2026-08-15,06,浜名湖,3R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,12:28,
202608150604,2026-08-15,06,浜名湖,4R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,ランチタイム戦,12:56,
202608150605,2026-08-15,06,浜名湖,5R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,13:22,
202608150606,2026-08-15,06,浜名湖,6R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,13:53,
202608150607,2026-08-15,06,浜名湖,7R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,14:21,
202608150608,2026-08-15,06,浜名湖,8R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,ブレイクタイム,14:53,
202608150609,2026-08-15,06,浜名湖,9R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,一般,15:23,
202608150610,2026-08-15,06,浜名湖,10R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,準優勝戦,15:53,
202608150611,2026-08-15,06,浜名湖,11R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,準優勝戦,16:25,
202608150612,2026-08-15,06,浜名湖,12R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,５日目,IP,S,準優勝戦,17:04,
202608150701,2026-08-15,07,蒲郡,1R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,５日目,IP,N,一般戦,15:25,
202608150702,2026-08-15,07,蒲郡,2R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,５日目,IP,N,一般戦,15:50,
202608150703,2026-08-15,07,蒲郡,3R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,５日目,IP,N,一般戦,16:19,
